list,inchikey,name,smiles,T_K,target_dielectric,model_ready,is_champion,champion_short,pilot_label
solvent,OFBQJSOFQDEBGM-UHFFFAOYSA-N,n-Pentane,CCCCC,293.15,1.844,true,false,,stage_1_pilot_not_a_verdict
solvent,QWTDNUCVQCZILF-UHFFFAOYSA-N,2-Methylbutane,CCC(C)C,293.15,1.843,true,false,,stage_1_pilot_not_a_verdict
solvent,UHOVQNZJYSORNB-UHFFFAOYSA-N,Benzene,c1ccccc1,293.15,2.284,true,false,,stage_1_pilot_not_a_verdict
solvent,HGCIXCUEYOPUTN-UHFFFAOYSA-N,Cyclohexene,C1=CCCCC1,298.15,2.220,true,false,,stage_1_pilot_not_a_verdict
solvent,GDOPTJXRTPNYNR-UHFFFAOYSA-N,Methylcyclopentane,CC1CCCC1,293.15,1.985,true,false,,stage_1_pilot_not_a_verdict
solvent,NEZRFXZYPAIZAD-UHFFFAOYSA-N,Ethylcyclobutane,CCC1CCC1,293.15,1.965,true,false,,stage_1_pilot_not_a_verdict
solvent,ZQDPJFUHLCOCRG-WAYWQWQTSA-N,cis-3-Hexene,CC/C=C\CC,298.15,2.062,true,false,,stage_1_pilot_not_a_verdict
solvent,ZQDPJFUHLCOCRG-AATRIKPKSA-N,trans-3-Hexene,CC/C=C/CC,298.15,2.000,true,false,,stage_1_pilot_not_a_verdict
solvent,VLKZOEOYAKHREP-UHFFFAOYSA-N,n-Hexane,CCCCCC,293.15,1.890,true,false,,stage_1_pilot_not_a_verdict
solvent,RWNKSTSCBHKHTB-UHFFFAOYSA-N,"Hexachloro-1,3-butadiene",ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,298.15,2.55,true,false,,stage_1_pilot_not_a_verdict
solvent,CYTYCFOTNPOANT-UHFFFAOYSA-N,Tetrachloroethylene,ClC(Cl)=C(Cl)Cl,298.15,2.30,true,false,,stage_1_pilot_not_a_verdict
solvent,UQEAIHBTYFGYIE-UHFFFAOYSA-N,Hexamethyldisiloxane,C[Si](C)(C)O[Si](C)(C)C,293.15,2.17,true,false,,stage_1_pilot_not_a_verdict
solvent,GETTZEONDQJALK-UHFFFAOYSA-N,"alpha,alpha,alpha-Trifluorotoluene",FC(F)(F)c1ccccc1,303.15,9.18,true,false,,stage_1_pilot_not_a_verdict
solvent,KFUSEUYYWQURPO-UPHRSURJSA-N,"cis-1,2-Dichloroethylene",Cl/C=C\Cl,298.15,9.20,true,false,,stage_1_pilot_not_a_verdict
solvent,KFUSEUYYWQURPO-OWOJBTEDSA-N,"trans-1,2-Dichloroethylene",Cl/C=C/Cl,298.15,2.14,true,false,,stage_1_pilot_not_a_verdict
solvent,PIICEJLVQHRZGT-UHFFFAOYSA-N,"1,2-Ethanediamine",NCCN,293.15,14.2,true,false,,stage_1_pilot_not_a_verdict
solvent,QBELEDRHMPMKHP-UHFFFAOYSA-N,1-Bromo-2-chlorobenzene,Clc1ccccc1Br,293.15,6.80,true,false,,stage_1_pilot_not_a_verdict
solvent,JRGGUPZKKTVKOV-UHFFFAOYSA-N,1-Bromo-3-chlorobenzene,Clc1cccc(Br)c1,293.15,4.58,true,false,,stage_1_pilot_not_a_verdict
solvent,WQONPSCCEXUXTQ-UHFFFAOYSA-N,o-Dibromobenzene,Brc1ccccc1Br,293.15,7.35,true,false,,stage_1_pilot_not_a_verdict
solvent,JSRLURSZEMLAFO-UHFFFAOYSA-N,m-Dibromobenzene,Brc1cccc(Br)c1,293.15,4.80,true,false,,stage_1_pilot_not_a_verdict
solvent,RFFLAFLAYFXFSW-UHFFFAOYSA-N,o-Dichlorobenzene,Clc1ccccc1Cl,298.15,9.93,true,false,,stage_1_pilot_not_a_verdict
solvent,ZPQOPVIELGIULI-UHFFFAOYSA-N,m-Dichlorobenzene,Clc1cccc(Cl)c1,298.15,5.04,true,false,,stage_1_pilot_not_a_verdict
solvent,SFPQFQUXAJOWNF-UHFFFAOYSA-N,m-Diiodobenzene,Ic1cccc(I)c1,298.15,4.25,true,false,,stage_1_pilot_not_a_verdict
solvent,ROSDSFDQCJNGOL-UHFFFAOYSA-N,Dimethylamine,CNC,298.15,5.26,true,false,,stage_1_pilot_not_a_verdict
solvent,GETQZCLCWQTVFV-UHFFFAOYSA-N,Trimethylamine,CN(C)C,298.15,2.44,true,false,,stage_1_pilot_not_a_verdict
solvent,YLQBMQCUIZJEEH-UHFFFAOYSA-N,Furan,c1ccoc1,298.15,2.95,true,false,,stage_1_pilot_not_a_verdict
solvent,WQAQPCDUOCURKW-UHFFFAOYSA-N,1-Butanethiol,CCCCS,298.15,4.95,true,false,,stage_1_pilot_not_a_verdict
solvent,LJSQFQKUNVCTIA-UHFFFAOYSA-N,Ethyl sulfide,CCSCC,298.15,5.72,true,false,,stage_1_pilot_not_a_verdict
solvent,JUJWROOIHBZHMG-UHFFFAOYSA-N,Pyridine,c1ccncc1,298.15,12.3,true,false,,stage_1_pilot_not_a_verdict
solvent,OEPRBXUJOQLYID-UHFFFAOYSA-N,1-Fluoropentane,CCCCCF,293.15,4.24,true,false,,stage_1_pilot_not_a_verdict
solvent,HLLCNVLEVVFTJB-UHFFFAOYSA-N,2-Fluoro-2-methylbutane,CCC(C)(C)F,293.15,5.89,true,false,,stage_1_pilot_not_a_verdict
solvent,ZRKMQKLGEQPLNS-UHFFFAOYSA-N,1-Pentanethiol,CCCCCS,298.15,4.55,true,false,,stage_1_pilot_not_a_verdict
solvent,QARVLSVVCXYDNA-UHFFFAOYSA-N,Bromobenzene,Brc1ccccc1,298.15,5.40,true,false,,stage_1_pilot_not_a_verdict
solvent,PYLWMHQQBFSUBP-UHFFFAOYSA-N,Fluorobenzene,Fc1ccccc1,298.15,5.42,true,false,,stage_1_pilot_not_a_verdict
solvent,SNHMUERNLJLMHN-UHFFFAOYSA-N,Iodobenzene,Ic1ccccc1,293.15,4.63,true,false,,stage_1_pilot_not_a_verdict
solvent,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,Aniline,Nc1ccccc1,293.15,6.89,true,false,,stage_1_pilot_not_a_verdict
solvent,ZMANZCXQSJIPKH-UHFFFAOYSA-N,Triethylamine,CCN(CC)CC,298.15,2.42,true,false,,stage_1_pilot_not_a_verdict
solvent,IBSQPLPBRSHTTG-UHFFFAOYSA-N,o-Chlorotoluene,Cc1ccccc1Cl,293.15,4.45,true,false,,stage_1_pilot_not_a_verdict
solvent,OSOUNOBYRMOXQQ-UHFFFAOYSA-N,m-Chlorotoluene,Cc1cccc(Cl)c1,293.15,5.55,true,false,,stage_1_pilot_not_a_verdict
solvent,NPDACUSDTOMAMK-UHFFFAOYSA-N,p-Chlorotoluene,Cc1ccc(Cl)cc1,293.15,6.08,true,false,,stage_1_pilot_not_a_verdict
solvent,MMZYCBHLNZVROM-UHFFFAOYSA-N,o-Fluorotoluene,Cc1ccccc1F,303.15,4.22,true,false,,stage_1_pilot_not_a_verdict
solvent,BTQZKHUEUDPRST-UHFFFAOYSA-N,m-Fluorotoluene,Cc1cccc(F)c1,303.15,5.42,true,false,,stage_1_pilot_not_a_verdict
solvent,WRWPPGUCZBJXKX-UHFFFAOYSA-N,p-Fluorotoluene,Cc1ccc(F)cc1,303.15,5.86,true,false,,stage_1_pilot_not_a_verdict
solvent,QQONPFPTGQHPMA-UHFFFAOYSA-N,Propene,C=CC,293.15,1.875,true,false,,stage_1_pilot_not_a_verdict
solvent,PMJHHCWVYXUKFD-SNAWJCMRSA-N,"1,3-Pentadiene",C=C/C=C/C,298.15,2.32,true,false,,stage_1_pilot_not_a_verdict
solvent,RRHGJUQNOFWUDK-UHFFFAOYSA-N,"2-Methyl-1,3-butadiene (Isoprene)",C=CC(=C)C,298.15,2.10,true,false,,stage_1_pilot_not_a_verdict
solvent,APPOKADJQUIAHP-UHFFFAOYSA-N,"2,4-Hexadiene",CC=CC=CC,298.15,2.22,true,false,,stage_1_pilot_not_a_verdict
solvent,RCJMVGJKROQDCB-UHFFFAOYSA-N,"2-Methyl-1,3-pentadiene",C=C(C)C=CC,298.15,2.42,true,false,,stage_1_pilot_not_a_verdict
solvent,BOGRNZQRTNVZCZ-AATRIKPKSA-N,"3-Methyl-1,3-pentadiene",C=C/C(C)=C/C,298.15,2.43,true,false,,stage_1_pilot_not_a_verdict
solvent,KVNRLNFWIYMESJ-UHFFFAOYSA-N,butanenitrile,CCCC#N,298.15,22.0,true,false,,stage_1_pilot_not_a_verdict
solvent,RFFFKMOABOFIDF-UHFFFAOYSA-N,pentanenitrile,CCCCC#N,298.15,21.0,true,false,,stage_1_pilot_not_a_verdict
solvent,AILKHAQXUAOOFU-UHFFFAOYSA-N,hexanenitrile,CCCCCC#N,298.15,16.3,true,false,,stage_1_pilot_not_a_verdict
solvent,YSIMAPNUZAVQER-UHFFFAOYSA-N,octanenitrile,CCCCCCCC#N,298.15,13.0,true,false,,stage_1_pilot_not_a_verdict
solvent,HBZDPWBWBJMYRY-UHFFFAOYSA-N,decanenitrile,CCCCCCCCCC#N,298.15,10.6,true,false,,stage_1_pilot_not_a_verdict
solvent,SZKKNEOUHLFYNA-UHFFFAOYSA-N,undecanenitrile,CCCCCCCCCCC#N,298.15,9.1,true,false,,stage_1_pilot_not_a_verdict
solvent,CJSBUWDGPXGFGA-UHFFFAOYSA-N,"4-methyl-1,3-pentadiene",C=CC=C(C)C,298.15,2.60,true,false,,stage_1_pilot_not_a_verdict
solvent,SDJHPPZKZZWAKF-UHFFFAOYSA-N,"2,3-dimethyl-1,3-butadiene",C=C(C)C(=C)C,298.15,2.10,true,false,,stage_1_pilot_not_a_verdict
solvent,ZGEGCLOFRBLKSE-UHFFFAOYSA-N,1-heptene,C=CCCCCC,293.15,2.05,true,false,,stage_1_pilot_not_a_verdict
solvent,BWEKDYGHDCHWEN-UHFFFAOYSA-N,2-methyl-2-hexene,CCCC=C(C)C,293.15,2.96,true,false,,stage_1_pilot_not_a_verdict
solvent,JBTWLSYIZRCDFO-UHFFFAOYSA-N,ethyl methyl carbonate,CCOC(=O)OC,298.15,2.96,true,false,,stage_1_pilot_not_a_verdict
solvent,WNXJIVFYUVYPPR-UHFFFAOYSA-N,"1,3-dioxolane",C1COCO1,298.15,7.3,true,false,,stage_1_pilot_not_a_verdict
solvent,WYURNTSHIVDZCO-UHFFFAOYSA-N,tetrahydrofuran,C1CCOC1,298.15,7.5,true,false,,stage_1_pilot_not_a_verdict
solvent,JWUJQDFVADABEY-UHFFFAOYSA-N,2-methyltetrahydrofuran,CC1CCCO1,298.15,6.2,true,false,,stage_1_pilot_not_a_verdict
solvent,GAEKPEKOJKCEMS-UHFFFAOYSA-N,gamma-valerolactone,CC1CCC(=O)O1,298.15,36.1,true,false,,stage_1_pilot_not_a_verdict
solvent,CWIFAKBLLXGZIC-UHFFFAOYSA-N,"1,1,2,2-tetrafluoroethyl 2,2,2-trifluoroethyl ether",FC(F)C(F)(F)OCC(F)(F)F,298.15,3.2,true,false,,stage_1_pilot_not_a_verdict
solvent,HCBRSIIGBBDDCD-UHFFFAOYSA-N,"1,1,2,2-tetrafluoroethyl 2,2,3,3-tetrafluoropropyl ether",FC(F)C(F)(F)OCC(F)(F)C(F)F,298.15,2.8,true,false,,stage_1_pilot_not_a_verdict
solvent,KGPPDNUWZNWPSI-UHFFFAOYSA-N,"bis(2,2,2-trifluoroethyl) ether",FC(F)(F)COCC(F)(F)F,298.15,2.5,true,false,,stage_1_pilot_not_a_verdict
solvent,RJUFJBKOKNCXHH-UHFFFAOYSA-N,methyl propionate,CCC(=O)OC,298.15,6.2,true,false,,stage_1_pilot_not_a_verdict
solvent,UUIQMZJEGPQKFD-UHFFFAOYSA-N,methyl butyrate,CCCC(=O)OC,298.15,5.48,true,false,,stage_1_pilot_not_a_verdict
solvent,GOYDNIKZWGIXJT-UHFFFAOYSA-N,"1,2-difluorobenzene",Fc1ccccc1F,298.15,7.1,true,false,,stage_1_pilot_not_a_verdict
solvent,DLRJIFUOBPOJNS-UHFFFAOYSA-N,ethoxybenzene,CCOc1ccccc1,298.15,4.2,true,false,,stage_1_pilot_not_a_verdict
solvent,SECXISVLQFMRJM-UHFFFAOYSA-N,N-methylpyrrolidone,CN1CCCC1=O,298.15,32.2,true,false,,stage_1_pilot_not_a_verdict
solvent,WSLDOOZREJYCGB-UHFFFAOYSA-N,"1,2-dichloroethane",ClCCCl,298.15,10.7,true,false,,stage_1_pilot_not_a_verdict
solvent,ZNSMNVMLTJELDZ-UHFFFAOYSA-N,"2,2'-dichlorodiethyl ether",ClCCOCCCl,298.15,20.79,true,false,,stage_1_pilot_not_a_verdict
solvent,KNKRKFALVUDBJE-UHFFFAOYSA-N,"1,2-dichloropropane",CC(Cl)CCl,298.15,9.0,true,false,,stage_1_pilot_not_a_verdict
solvent,YHRUOJUYPBUZOS-UHFFFAOYSA-N,"1,3-dichloropropane",ClCCCCl,298.15,9.5,true,false,,stage_1_pilot_not_a_verdict
solvent,KJDRSWPQXHESDQ-UHFFFAOYSA-N,"1,4-dichlorobutane",ClCCCCCl,298.15,9.65,true,false,,stage_1_pilot_not_a_verdict
solvent,YMWUJEATGCHHMB-UHFFFAOYSA-N,dichloromethane,ClCCl,298.15,9.1,true,false,,stage_1_pilot_not_a_verdict
solvent,RUOJZAUFBMNUDX-UHFFFAOYSA-N,propylene carbonate,CC1COC(=O)O1,298.15,64.9,true,true,PC,stage_1_pilot_not_a_verdict
solvent,KMTRUDSVKNLOMY-UHFFFAOYSA-N,ethylene carbonate,O=C1OCCO1,313.15,90.5,true,true,EC,stage_1_pilot_not_a_verdict
