list,inchikey,name,smiles,target_dielectric,predicted_dielectric,domain_flag,donor_count,is_champion,champion_short,rank,in_top20,n_repeats,fold_aggregation,delta_log10_vs_truth,abs_delta_log10_vs_truth,pilot_label
solvent,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,hexan-1-ol,CCCCCCO,14.26,11.2485966137,outside_associated_liquid,1,false,,98,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.103021182709,0.103021182709,stage_1_pilot_not_a_verdict
solvent,ZTOMUSMDRMJOTH-UHFFFAOYSA-N,pentanedinitrile,N#CCCCC#N,34.6,23.5888216083,inside_domain,0,false,,20,true,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.166369852769,0.166369852769,stage_1_pilot_not_a_verdict
solvent,ZUHZGEOKBKGPSW-UHFFFAOYSA-N,"2,5,8,11,14-pentaoxapentadecane",COCCOCCOCCOCCOC,7.798,7.39292392156,inside_domain,0,false,,138,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.0231669938304,0.0231669938304,stage_1_pilot_not_a_verdict
solvent,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,2-methyl-1-propanol,CC(C)CO,17.96,13.607428181,outside_associated_liquid,1,false,,79,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.12053028151,0.12053028151,stage_1_pilot_not_a_verdict
solvent,HXDLWJWIAHWIKI-UHFFFAOYSA-N,beta-Hydroxyethyl acetate (Glycol monoacetate),CC(=O)OCCO,13,19.5625274868,outside_associated_liquid,1,false,,43,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.1774816128,0.1774816128,stage_1_pilot_not_a_verdict
solvent,IYXGSMUGOJNHAZ-UHFFFAOYSA-N,Diethyl malonate,CCOC(=O)CC(=O)OCC,8.03,7.77105383799,inside_domain,0,false,,133,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.0142356275085,0.0142356275085,stage_1_pilot_not_a_verdict
solvent,SVONRAPFKPVNKG-UHFFFAOYSA-N,"beta-Ethoxyethyl acetate (""Cellosolve"" acetate)",CCOCCOC(C)=O,7.57,7.82892728994,inside_domain,0,false,,131,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0146063801342,0.0146063801342,stage_1_pilot_not_a_verdict
solvent,KXKVLQRXCPHEJC-UHFFFAOYSA-N,Methyl acetate,COC(C)=O,6.68,12.1758988314,inside_domain,0,false,,90,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.260724568445,0.260724568445,stage_1_pilot_not_a_verdict
solvent,XEKOWRVHYACXOJ-UHFFFAOYSA-N,Ethyl acetate,CCOC(C)=O,6.02,7.09866264454,inside_domain,0,false,,145,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0715800460802,0.0715800460802,stage_1_pilot_not_a_verdict
solvent,DIQMPQMYFZXDAX-UHFFFAOYSA-N,Amyl formate,CCCCCOC=O,6.49,7.95014402088,inside_domain,0,false,,128,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0881302993917,0.0881302993917,stage_1_pilot_not_a_verdict
solvent,DKPFZGUDAPQIHT-UHFFFAOYSA-N,Butyl acetate,CCCCOC(C)=O,5.01,7.71769000158,inside_domain,0,false,,134,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.187649604301,0.187649604301,stage_1_pilot_not_a_verdict
solvent,GJRQTCIYDGXPES-UHFFFAOYSA-N,Isobutyl acetate,CC(=O)OCC(C)C,5.29,7.44622130369,inside_domain,0,false,,136,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.148480267387,0.148480267387,stage_1_pilot_not_a_verdict
solvent,XNWFRZJHXBZDAG-UHFFFAOYSA-N,2-Methoxyethanol,COCCO,16,18.0382817496,outside_associated_liquid,1,false,,52,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0520751834665,0.0520751834665,stage_1_pilot_not_a_verdict
solvent,SWXVUIWOUIDPGS-UHFFFAOYSA-N,4-Hydroxy-4-methyl-2-pentanone (Diacetone alcohol),CC(=O)CC(C)(C)O,18.2,14.4771629018,outside_associated_liquid,1,false,,73,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.0993879267334,0.0993879267334,stage_1_pilot_not_a_verdict
solvent,CSCPPACGZOOCGX-UHFFFAOYSA-N,Acetone,CC(C)=O,20.7,17.7688220763,inside_domain,0,false,,54,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.0663117067741,0.0663117067741,stage_1_pilot_not_a_verdict
solvent,RTZKZFJDLAIYFH-UHFFFAOYSA-N,Ethyl ether,CCOCC,4.335,4.05342575433,inside_domain,0,false,,209,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.0291668792587,0.0291668792587,stage_1_pilot_not_a_verdict
solvent,XNLICIUVMPYHGG-UHFFFAOYSA-N,2-Pentanone,CCCC(C)=O,15.45,11.1818231995,inside_domain,0,false,,99,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.140415862595,0.140415862595,stage_1_pilot_not_a_verdict
solvent,FDPIMTJIUBPUKL-UHFFFAOYSA-N,3-Pentanone,CCC(=O)CC,17,10.5184085056,inside_domain,0,false,,102,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.20849888779,0.20849888779,stage_1_pilot_not_a_verdict
solvent,NTIZESTWPVYFNL-UHFFFAOYSA-N,4-Methyl-2-pentanone,CC(=O)CC(C)C,13.11,9.86170698713,inside_domain,0,false,,107,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.123650597141,0.123650597141,stage_1_pilot_not_a_verdict
solvent,JFDZBHWFFUWGJE-UHFFFAOYSA-N,Benzonitrile,N#Cc1ccccc1,25.2,20.4443503014,inside_domain,0,false,,35,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.090827227064,0.090827227064,stage_1_pilot_not_a_verdict
solvent,DTQVDTLACAAQTR-UHFFFAOYSA-N,Trifluoroacetic acid,O=C(O)C(F)(F)F,39.5,13.2333367526,outside_associated_liquid,1,false,,82,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.47492773137,0.47492773137,stage_1_pilot_not_a_verdict
solvent,HEBKCHPVOIAQTA-NGQZWQHPSA-N,Xylitol,OC[C@@H](O)C(O)[C@@H](O)CO,40,23.5981754691,outside_associated_liquid,5,false,,19,true,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.229181565236,0.229181565236,stage_1_pilot_not_a_verdict
solvent,NVJBFARDFTXOTO-UHFFFAOYSA-N,Ethyl sulfite,CCOS(=O)OCC,15.9,9.1183627728,inside_domain,0,false,,117,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.241480257765,0.241480257765,stage_1_pilot_not_a_verdict
solvent,SQYNKIJPMDEDEG-UHFFFAOYSA-N,Paraldehyde,CC1OC(C)OC(C)O1,13.9,5.13188187364,inside_domain,0,false,,191,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.432738149086,0.432738149086,stage_1_pilot_not_a_verdict
solvent,WFCLYEAZTHWNEH-UHFFFAOYSA-N,Ethyl thiocyanate,CCSC#N,29.3,19.8693470025,inside_domain,0,false,,40,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.16868402591,0.16868402591,stage_1_pilot_not_a_verdict
solvent,YPFDHNVEDLHUCE-UHFFFAOYSA-N,"1,3-Propanediol",OCCCO,35,16.6955896008,outside_associated_liquid,2,false,,59,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.321466283682,0.321466283682,stage_1_pilot_not_a_verdict
solvent,FERIUCNNQQJTOY-UHFFFAOYSA-N,Butyric acid,CCCC(=O)O,2.97,8.65539671265,outside_associated_liquid,1,false,,120,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.464530528864,0.464530528864,stage_1_pilot_not_a_verdict
solvent,YNAVUWVOSKDBBP-UHFFFAOYSA-N,Morpholine,C1COCCN1,7.33,9.93828534881,outside_associated_liquid,1,false,,106,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.132207487444,0.132207487444,stage_1_pilot_not_a_verdict
solvent,WERYXYBDKMZEQL-UHFFFAOYSA-N,"1,4-Butanediol",OCCCCO,30.2,22.6521153748,outside_associated_liquid,2,false,,25,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.12489817799,0.12489817799,stage_1_pilot_not_a_verdict
solvent,SPEUIVXLLWOEMJ-UHFFFAOYSA-N,"1,1-Dimethoxyethane",COC(C)OC,3.49,6.02364712945,inside_domain,0,false,,168,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.237034095626,0.237034095626,stage_1_pilot_not_a_verdict
solvent,NQPDZGIKBAWPEJ-UHFFFAOYSA-N,Valeric acid,CCCCC(=O)O,2.66,9.00116887222,outside_associated_liquid,1,false,,118,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.529417273007,0.529417273007,stage_1_pilot_not_a_verdict
solvent,GWYFCOCPABKNJV-UHFFFAOYSA-N,Isovaleric acid,CC(C)CC(=O)O,2.64,11.4979724135,outside_associated_liquid,1,false,,95,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.639017335462,0.639017335462,stage_1_pilot_not_a_verdict
solvent,ISPYQTSUDJAMAB-UHFFFAOYSA-N,o-Chlorophenol,Oc1ccccc1Cl,6.31,10.186964745,outside_associated_liquid,1,false,,104,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.208015443914,0.208015443914,stage_1_pilot_not_a_verdict
solvent,SVTBMSDMJJWYQN-UHFFFAOYSA-N,"2-Methyl-2,4-pentanediol",CC(O)CC(C)(C)O,24.4,18.1224861767,outside_associated_liquid,2,false,,51,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.12917204918,0.12917204918,stage_1_pilot_not_a_verdict
solvent,DHKHKXVYLBGOIT-UHFFFAOYSA-N,"1,1-Diethoxyethane",CCOC(C)OCC,3.8,5.75579500805,inside_domain,0,false,,177,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.180321721577,0.180321721577,stage_1_pilot_not_a_verdict
solvent,QJPJQTDYNZXKQF-UHFFFAOYSA-N,p-Bromoanisole,COc1ccc(Br)cc1,7.06,7.30197991506,inside_domain,0,false,,142,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0146359329866,0.0146359329866,stage_1_pilot_not_a_verdict
solvent,WEVYAHXRMPXWCK-UHFFFAOYSA-N,Acetonitrile,CC#N,37.5,26.7650366886,inside_domain,0,false,,12,true,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.146463424692,0.146463424692,stage_1_pilot_not_a_verdict
solvent,LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,5.02,6.31789154283,inside_domain,0,false,,160,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0998684490976,0.0998684490976,stage_1_pilot_not_a_verdict
solvent,FVSKHRXBFJPNKK-UHFFFAOYSA-N,Propionitrile,CCC#N,27.2,23.5745952363,inside_domain,0,false,,21,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.0621246591737,0.0621246591737,stage_1_pilot_not_a_verdict
solvent,NKKMVIVFRUYPLQ-NSCUHMNNSA-N,Crotononitrile (bp 108 C),C/C=C/C#N,36.1,25.4990503133,inside_domain,0,false,,15,true,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.150983196036,0.150983196036,stage_1_pilot_not_a_verdict
solvent,ZWEHNKRNPOVVGH-UHFFFAOYSA-N,2-Butanone,CCC(C)=O,18.51,13.5148206547,inside_domain,0,false,,81,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.136596131884,0.136596131884,stage_1_pilot_not_a_verdict
solvent,XCIXKGXIYUWCLL-UHFFFAOYSA-N,Cyclopentanol,OC1CCCC1,18,9.34647137208,outside_associated_liquid,1,false,,113,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.28462482502,0.28462482502,stage_1_pilot_not_a_verdict
solvent,PHTQWCKDNZKARW-UHFFFAOYSA-N,3-Methyl-1-butanol,CC(C)CCO,14.7,14.1341273814,outside_associated_liquid,1,false,,74,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.0170483337482,0.0170483337482,stage_1_pilot_not_a_verdict
solvent,MSXVEPNJUHWQHW-UHFFFAOYSA-N,2-Methyl-2-butanol,CCC(C)(C)O,5.82,9.51263171536,outside_associated_liquid,1,false,,111,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.21337769857,0.21337769857,stage_1_pilot_not_a_verdict
solvent,POLCUAVZOMRGSN-UHFFFAOYSA-N,Propyl ether,CCCOCCC,3.39,4.32854757087,inside_domain,0,false,,200,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.106142496586,0.106142496586,stage_1_pilot_not_a_verdict
solvent,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,Isopropyl ether,CC(C)OC(C)C,3.88,4.30914918002,inside_domain,0,false,,202,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0455598037549,0.0455598037549,stage_1_pilot_not_a_verdict
solvent,WVDDGKGOMKODPV-UHFFFAOYSA-N,Benzyl alcohol,OCc1ccccc1,13.1,13.9810983691,outside_associated_liquid,1,false,,75,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0282699957034,0.0282699957034,stage_1_pilot_not_a_verdict
solvent,QWVGKYWNOKOFNN-UHFFFAOYSA-N,o-Cresol,Cc1ccccc1O,11.5,9.52836154517,outside_associated_liquid,1,false,,110,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.0816796126501,0.0816796126501,stage_1_pilot_not_a_verdict
solvent,RLSSMJSEOOYNOY-UHFFFAOYSA-N,m-Cresol,Cc1cccc(O)c1,11.8,9.22048054768,outside_associated_liquid,1,false,,116,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.107128451354,0.107128451354,stage_1_pilot_not_a_verdict
solvent,RDOXTESZEPMUJZ-UHFFFAOYSA-N,Methoxybenzene (Anisole),COc1ccccc1,4.33,4.97413580319,inside_domain,0,false,,192,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0602297417922,0.0602297417922,stage_1_pilot_not_a_verdict
solvent,LFSAPCRASZRSKS-UHFFFAOYSA-N,2-Methylcyclohexanone,CC1CCCCC1=O,14,12.2281505465,inside_domain,0,false,,89,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.0587672587876,0.0587672587876,stage_1_pilot_not_a_verdict
solvent,UJBOOUHRTQVGRU-UHFFFAOYSA-N,3-Methylcyclohexanone,CC1CCCC(=O)C1,12.4,12.8380417857,inside_domain,0,false,,83,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0150770997447,0.0150770997447,stage_1_pilot_not_a_verdict
solvent,VGVHNLRUAMRIEW-UHFFFAOYSA-N,4-Methylcyclohexanone,CC1CCC(=O)CC1,12.4,13.5289195724,inside_domain,0,false,,80,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0378414298034,0.0378414298034,stage_1_pilot_not_a_verdict
solvent,NDVWOBYBJYUSMF-UHFFFAOYSA-N,2-Methylcyclohexanol,CC1CCCCC1O,13.3,9.26732014142,outside_associated_liquid,1,false,,115,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.156897474898,0.156897474898,stage_1_pilot_not_a_verdict
solvent,HTSABYAWKQAHBT-UHFFFAOYSA-N,3-Methylcyclohexanol,CC1CCCC(O)C1,12.3,8.24280901354,outside_associated_liquid,1,false,,124,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.173829874113,0.173829874113,stage_1_pilot_not_a_verdict
solvent,MQWCXKGKQLNYQG-UHFFFAOYSA-N,4-Methylcyclohexanol,CC1CCC(O)CC1,13.3,9.62417435418,outside_associated_liquid,1,false,,108,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.140488158766,0.140488158766,stage_1_pilot_not_a_verdict
solvent,QGJOPFRUJISHPQ-UHFFFAOYSA-N,Carbon disulfide,S=C=S,2.641,4.70436685612,inside_domain,0,false,,195,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.250732780351,0.250732780351,stage_1_pilot_not_a_verdict
solvent,LCZUOKDVTBMCMX-UHFFFAOYSA-N,"2,5-Dimethylpyrazine",Cc1cnc(C)cn1,2.436,5.22729264462,inside_domain,0,false,,189,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.331599530349,0.331599530349,stage_1_pilot_not_a_verdict
solvent,MVPPADPHJFYWMZ-UHFFFAOYSA-N,Chlorobenzene,Clc1ccccc1,5.621,5.78151112234,inside_domain,0,false,,175,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0122277801724,0.0122277801724,stage_1_pilot_not_a_verdict
solvent,YWAKXRMUMFPDSH-UHFFFAOYSA-N,1-Pentene,C=CCCC,2.1,2.2277895236,inside_domain,0,false,,236,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0256548625676,0.0256548625676,stage_1_pilot_not_a_verdict
solvent,MHNNAWXXUZQSNM-UHFFFAOYSA-N,2-Methyl-1-butene,C=C(C)CC,2.197,3.0104336769,inside_domain,0,false,,222,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.136799006753,0.136799006753,stage_1_pilot_not_a_verdict
solvent,RGSFGYAAUTVSQA-UHFFFAOYSA-N,Cyclopentane,C1CCCC1,1.965,4.01665023426,inside_domain,0,false,,210,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.310501460753,0.310501460753,stage_1_pilot_not_a_verdict
solvent,FOTXAJDDGPYIFU-UHFFFAOYSA-N,Ethylcyclopropane,CCC1CC1,1.933,3.45436898694,inside_domain,0,false,,217,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.252136871917,0.252136871917,stage_1_pilot_not_a_verdict
solvent,OFBQJSOFQDEBGM-UHFFFAOYSA-N,n-Pentane,CCCCC,1.844,2.58900742624,inside_domain,0,false,,230,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.147372379437,0.147372379437,stage_1_pilot_not_a_verdict
solvent,QWTDNUCVQCZILF-UHFFFAOYSA-N,2-Methylbutane,CCC(C)C,1.843,3.82323910881,inside_domain,0,false,,214,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.316906124816,0.316906124816,stage_1_pilot_not_a_verdict
solvent,UHOVQNZJYSORNB-UHFFFAOYSA-N,Benzene,c1ccccc1,2.284,4.2349987527,inside_domain,0,false,,205,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.268157187184,0.268157187184,stage_1_pilot_not_a_verdict
solvent,HGCIXCUEYOPUTN-UHFFFAOYSA-N,Cyclohexene,C1=CCCCC1,2.22,4.25007092425,inside_domain,0,false,,204,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.282043203071,0.282043203071,stage_1_pilot_not_a_verdict
solvent,GDOPTJXRTPNYNR-UHFFFAOYSA-N,Methylcyclopentane,CC1CCCC1,1.985,3.88918039976,inside_domain,0,false,,213,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.292097577279,0.292097577279,stage_1_pilot_not_a_verdict
solvent,NEZRFXZYPAIZAD-UHFFFAOYSA-N,Ethylcyclobutane,CCC1CCC1,1.965,3.359826544,inside_domain,0,false,,220,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.232954302164,0.232954302164,stage_1_pilot_not_a_verdict
solvent,ZQDPJFUHLCOCRG-WAYWQWQTSA-N,cis-3-Hexene,CC/C=C\CC,2.062,2.68170747882,inside_domain,0,false,,228,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.114122742223,0.114122742223,stage_1_pilot_not_a_verdict
solvent,ZQDPJFUHLCOCRG-AATRIKPKSA-N,trans-3-Hexene,CC/C=C/CC,2,2.7130708684,inside_domain,0,false,,227,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.132431142497,0.132431142497,stage_1_pilot_not_a_verdict
solvent,VLKZOEOYAKHREP-UHFFFAOYSA-N,n-Hexane,CCCCCC,1.89,2.43329877323,inside_domain,0,false,,234,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.109733632994,0.109733632994,stage_1_pilot_not_a_verdict
solvent,RWNKSTSCBHKHTB-UHFFFAOYSA-N,"Hexachloro-1,3-butadiene",ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,2.55,6.01128482063,inside_domain,0,false,,169,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.372427125325,0.372427125325,stage_1_pilot_not_a_verdict
solvent,CYTYCFOTNPOANT-UHFFFAOYSA-N,Tetrachloroethylene,ClC(Cl)=C(Cl)Cl,2.3,6.35061179437,inside_domain,0,false,,158,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.441087729608,0.441087729608,stage_1_pilot_not_a_verdict
solvent,UQEAIHBTYFGYIE-UHFFFAOYSA-N,Hexamethyldisiloxane,C[Si](C)(C)O[Si](C)(C)C,2.17,4.4938082967,inside_domain,0,false,,199,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.316154807875,0.316154807875,stage_1_pilot_not_a_verdict
solvent,GETTZEONDQJALK-UHFFFAOYSA-N,"alpha,alpha,alpha-Trifluorotoluene",FC(F)(F)c1ccccc1,9.18,6.85575940428,inside_domain,0,false,,150,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.12678711313,0.12678711313,stage_1_pilot_not_a_verdict
solvent,KFUSEUYYWQURPO-UPHRSURJSA-N,"cis-1,2-Dichloroethylene",Cl/C=C\Cl,9.2,5.2483401779,inside_domain,0,false,,187,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.243765850712,0.243765850712,stage_1_pilot_not_a_verdict
solvent,KFUSEUYYWQURPO-OWOJBTEDSA-N,"trans-1,2-Dichloroethylene",Cl/C=C/Cl,2.14,4.66598330575,inside_domain,0,false,,196,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.338529407265,0.338529407265,stage_1_pilot_not_a_verdict
solvent,PIICEJLVQHRZGT-UHFFFAOYSA-N,"1,2-Ethanediamine",NCCN,14.2,17.5681241834,outside_associated_liquid,2,false,,55,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0924370482847,0.0924370482847,stage_1_pilot_not_a_verdict
solvent,QBELEDRHMPMKHP-UHFFFAOYSA-N,1-Bromo-2-chlorobenzene,Clc1ccccc1Br,6.8,6.52029661474,inside_domain,0,false,,154,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.0182415600398,0.0182415600398,stage_1_pilot_not_a_verdict
solvent,JRGGUPZKKTVKOV-UHFFFAOYSA-N,1-Bromo-3-chlorobenzene,Clc1cccc(Br)c1,4.58,5.83409931493,inside_domain,0,false,,172,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.105108339919,0.105108339919,stage_1_pilot_not_a_verdict
solvent,WQONPSCCEXUXTQ-UHFFFAOYSA-N,o-Dibromobenzene,Brc1ccccc1Br,7.35,7.82517220203,inside_domain,0,false,,132,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0272065643954,0.0272065643954,stage_1_pilot_not_a_verdict
solvent,JSRLURSZEMLAFO-UHFFFAOYSA-N,m-Dibromobenzene,Brc1cccc(Br)c1,4.8,6.04544696926,inside_domain,0,false,,167,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.100187178509,0.100187178509,stage_1_pilot_not_a_verdict
solvent,RFFLAFLAYFXFSW-UHFFFAOYSA-N,o-Dichlorobenzene,Clc1ccccc1Cl,9.93,5.68702421384,inside_domain,0,false,,179,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.242064171129,0.242064171129,stage_1_pilot_not_a_verdict
solvent,ZPQOPVIELGIULI-UHFFFAOYSA-N,m-Dichlorobenzene,Clc1cccc(Cl)c1,5.04,5.8220419471,inside_domain,0,false,,173,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0626447937072,0.0626447937072,stage_1_pilot_not_a_verdict
solvent,SFPQFQUXAJOWNF-UHFFFAOYSA-N,m-Diiodobenzene,Ic1cccc(I)c1,4.25,6.073929206,inside_domain,0,false,,166,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.155080795691,0.155080795691,stage_1_pilot_not_a_verdict
solvent,ROSDSFDQCJNGOL-UHFFFAOYSA-N,Dimethylamine,CNC,5.26,6.88774096344,outside_associated_liquid,1,false,,149,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.117091061501,0.117091061501,stage_1_pilot_not_a_verdict
solvent,GETQZCLCWQTVFV-UHFFFAOYSA-N,Trimethylamine,CN(C)C,2.44,5.71093063735,inside_domain,0,false,,178,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.369317059093,0.369317059093,stage_1_pilot_not_a_verdict
solvent,YLQBMQCUIZJEEH-UHFFFAOYSA-N,Furan,c1ccoc1,2.95,6.08615321769,inside_domain,0,false,,165,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.314520865458,0.314520865458,stage_1_pilot_not_a_verdict
solvent,WQAQPCDUOCURKW-UHFFFAOYSA-N,1-Butanethiol,CCCCS,4.95,6.10437490533,outside_associated_liquid,1,false,,163,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0910359993941,0.0910359993941,stage_1_pilot_not_a_verdict
solvent,LJSQFQKUNVCTIA-UHFFFAOYSA-N,Ethyl sulfide,CCSCC,5.72,5.18585081987,inside_domain,0,false,,190,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.0425760094259,0.0425760094259,stage_1_pilot_not_a_verdict
solvent,JUJWROOIHBZHMG-UHFFFAOYSA-N,Pyridine,c1ccncc1,12.3,6.33946720278,inside_domain,0,false,,159,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.287852352077,0.287852352077,stage_1_pilot_not_a_verdict
solvent,OEPRBXUJOQLYID-UHFFFAOYSA-N,1-Fluoropentane,CCCCCF,4.24,5.2393362983,inside_domain,0,false,,188,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0919104188945,0.0919104188945,stage_1_pilot_not_a_verdict
solvent,HLLCNVLEVVFTJB-UHFFFAOYSA-N,2-Fluoro-2-methylbutane,CCC(C)(C)F,5.89,4.79596523316,inside_domain,0,false,,193,false,10,mean_over_the_10_out_of_fold_repeat_predictions,-0.08923926863,0.08923926863,stage_1_pilot_not_a_verdict
solvent,ZRKMQKLGEQPLNS-UHFFFAOYSA-N,1-Pentanethiol,CCCCCS,4.55,6.09443485313,outside_associated_liquid,1,false,,164,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.12692204233,0.12692204233,stage_1_pilot_not_a_verdict
solvent,QARVLSVVCXYDNA-UHFFFAOYSA-N,Bromobenzene,Brc1ccccc1,5.4,6.98427807445,inside_domain,0,false,,146,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.111727762369,0.111727762369,stage_1_pilot_not_a_verdict
solvent,PYLWMHQQBFSUBP-UHFFFAOYSA-N,Fluorobenzene,Fc1ccccc1,5.42,5.77801463323,inside_domain,0,false,,176,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0277793508524,0.0277793508524,stage_1_pilot_not_a_verdict
solvent,SNHMUERNLJLMHN-UHFFFAOYSA-N,Iodobenzene,Ic1ccccc1,4.63,6.60635155291,inside_domain,0,false,,153,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.154380689664,0.154380689664,stage_1_pilot_not_a_verdict
solvent,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,Aniline,Nc1ccccc1,6.89,7.68741589794,outside_associated_liquid,1,false,,135,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.0475611556224,0.0475611556224,stage_1_pilot_not_a_verdict
solvent,ZMANZCXQSJIPKH-UHFFFAOYSA-N,Triethylamine,CCN(CC)CC,2.42,4.16959134294,inside_domain,0,false,,206,false,10,mean_over_the_10_out_of_fold_repeat_predictions,0.236278126355,0.236278126355,stage_1_pilot_not_a_verdict
