pair_id,inchikey,T_K,T_alignment_rule,T_alignment_delta_K,epsilon_T_K_source,viscosity_T_K_source,epsilon,epsilon_unit,epsilon_dataset_id,epsilon_source_kind,epsilon_quality_layer,epsilon_source_file,epsilon_source_row_index,epsilon_source_doi,epsilon_row_id,epsilon_n_components,epsilon_pure_or_mixture,viscosity_Pa_s,viscosity_unit,viscosity_dataset_id,viscosity_source_kind,viscosity_quality_layer,viscosity_source_file,viscosity_source_row_index,viscosity_source_doi,viscosity_row_id,viscosity_n_components,viscosity_pure_or_mixture,walden_coupling_epsilon_times_eta,walden_ratio_eta_over_epsilon,pair_source_quadrant,pair_quality_layer,pair_redistributable,averaging_applied
BTGRAWJCKBQKAO-UHFFFAOYSA-N|293.15|epsilon_observations_v11plus:126|pubchem_liquid_window_harvest:59,BTGRAWJCKBQKAO-UHFFFAOYSA-N,293.15,abs_dT_le_1e-06_K,0,293.15,293.15,32.73,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,126,10.1021/je300958c,epsilon_observations_v11plus:126,1,pure,0.0091,Pa*s,pubchem_liquid_window_harvest,compilation,filter_only,data/external/g1plus/pubchem/liquid_window/BTGRAWJCKBQKAO-UHFFFAOYSA-N.experimental_properties.json,59,,pubchem_liquid_window_harvest:59,1,pure,0.297843,0.00027803238619,epsilon_observations_v11plus x pubchem_liquid_window_harvest,filter_only,false,false
BTGRAWJCKBQKAO-UHFFFAOYSA-N|293.15|epsilon_observations_v11plus:126|schrodinger_viscosity_v01_open_subset:2935,BTGRAWJCKBQKAO-UHFFFAOYSA-N,293.15,abs_dT_le_1e-06_K,0,293.15,293.15,32.73,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,126,10.1021/je300958c,epsilon_observations_v11plus:126,1,pure,0.0091,Pa*s,schrodinger_viscosity_v01_open_subset,published_supplement_open_subset,publishable_core,data/viscosity_v01.csv,2935,10.1186/s13321-024-00820-5,schrodinger_viscosity_v01_open_subset:2935,1,pure,0.297843,0.00027803238619,epsilon_observations_v11plus x schrodinger_viscosity_v01_open_subset,publishable_core,true,false
BTGRAWJCKBQKAO-UHFFFAOYSA-N|303.15|epsilon_observations_v11plus:130|pubchem_liquid_window_harvest:60,BTGRAWJCKBQKAO-UHFFFAOYSA-N,303.15,abs_dT_le_1e-06_K,0,303.15,303.15,31.53,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,130,10.1021/je300958c,epsilon_observations_v11plus:130,1,pure,0.058,Pa*s,pubchem_liquid_window_harvest,compilation,filter_only,data/external/g1plus/pubchem/liquid_window/BTGRAWJCKBQKAO-UHFFFAOYSA-N.experimental_properties.json,60,,pubchem_liquid_window_harvest:60,1,pure,1.82874,0.00183951791944,epsilon_observations_v11plus x pubchem_liquid_window_harvest,filter_only,false,false
BTGRAWJCKBQKAO-UHFFFAOYSA-N|343.15|epsilon_observations_v11plus:146|pubchem_liquid_window_harvest:59,BTGRAWJCKBQKAO-UHFFFAOYSA-N,343.15,abs_dT_le_1e-06_K,0,343.15,343.15,27.3,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,146,10.1021/je300958c,epsilon_observations_v11plus:146,1,pure,0.0026,Pa*s,pubchem_liquid_window_harvest,compilation,filter_only,data/external/g1plus/pubchem/liquid_window/BTGRAWJCKBQKAO-UHFFFAOYSA-N.experimental_properties.json,59,,pubchem_liquid_window_harvest:59,1,pure,0.07098,9.52380952381e-05,epsilon_observations_v11plus x pubchem_liquid_window_harvest,filter_only,false,false
BTGRAWJCKBQKAO-UHFFFAOYSA-N|343.15|epsilon_observations_v11plus:146|schrodinger_viscosity_v01_open_subset:2936,BTGRAWJCKBQKAO-UHFFFAOYSA-N,343.15,abs_dT_le_1e-06_K,0,343.15,343.15,27.3,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,146,10.1021/je300958c,epsilon_observations_v11plus:146,1,pure,0.0026,Pa*s,schrodinger_viscosity_v01_open_subset,published_supplement_open_subset,publishable_core,data/viscosity_v01.csv,2936,10.1186/s13321-024-00820-5,schrodinger_viscosity_v01_open_subset:2936,1,pure,0.07098,9.52380952381e-05,epsilon_observations_v11plus x schrodinger_viscosity_v01_open_subset,publishable_core,true,false
CGZZMOTZOONQIA-UHFFFAOYSA-N|298.15|epsilon_observations_v11plus:203|schrodinger_viscosity_v01_open_subset:3032,CGZZMOTZOONQIA-UHFFFAOYSA-N,298.15,abs_dT_le_1e-06_K,0,298.15,298.15,12.92,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,203,10.1021/je200682t,epsilon_observations_v11plus:203,1,pure,0.00176,Pa*s,schrodinger_viscosity_v01_open_subset,published_supplement_open_subset,publishable_core,data/viscosity_v01.csv,3032,10.1186/s13321-024-00820-5,schrodinger_viscosity_v01_open_subset:3032,1,pure,0.0227392,0.000136222910217,epsilon_observations_v11plus x schrodinger_viscosity_v01_open_subset,publishable_core,true,false
CQEYYJKEWSMYFG-UHFFFAOYSA-N|278.15|epsilon_observations_v11plus:210|thermoml_viscosity:2130,CQEYYJKEWSMYFG-UHFFFAOYSA-N,278.15,abs_dT_le_1e-06_K,0,278.15,278.15,5.761,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,210,10.1021/je301333b,epsilon_observations_v11plus:210,1,pure,0.0011132,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2130,10.1021/je301333b,thermoml_viscosity:2130,1,pure,0.0064131452,0.000193230341955,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
CQEYYJKEWSMYFG-UHFFFAOYSA-N|280.65|epsilon_observations_v11plus:211|thermoml_viscosity:2131,CQEYYJKEWSMYFG-UHFFFAOYSA-N,280.65,abs_dT_le_1e-06_K,0,280.65,280.65,5.705,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,211,10.1021/je301333b,epsilon_observations_v11plus:211,1,pure,0.0010651,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2131,10.1021/je301333b,thermoml_viscosity:2131,1,pure,0.0060763955,0.000186695880806,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
CQEYYJKEWSMYFG-UHFFFAOYSA-N|283.15|epsilon_observations_v11plus:212|thermoml_viscosity:2132,CQEYYJKEWSMYFG-UHFFFAOYSA-N,283.15,abs_dT_le_1e-06_K,0,283.15,283.15,5.651,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,212,10.1021/je301333b,epsilon_observations_v11plus:212,1,pure,0.0010199,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2132,10.1021/je301333b,thermoml_viscosity:2132,1,pure,0.0057634549,0.000180481330738,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
CQEYYJKEWSMYFG-UHFFFAOYSA-N|285.65|epsilon_observations_v11plus:213|thermoml_viscosity:2133,CQEYYJKEWSMYFG-UHFFFAOYSA-N,285.65,abs_dT_le_1e-06_K,0,285.65,285.65,5.591,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,213,10.1021/je301333b,epsilon_observations_v11plus:213,1,pure,0.0009781,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2133,10.1021/je301333b,thermoml_viscosity:2133,1,pure,0.0054685571,0.000174941870864,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
CQEYYJKEWSMYFG-UHFFFAOYSA-N|288.15|epsilon_observations_v11plus:214|thermoml_viscosity:2134,CQEYYJKEWSMYFG-UHFFFAOYSA-N,288.15,abs_dT_le_1e-06_K,0,288.15,288.15,5.531,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,214,10.1021/je301333b,epsilon_observations_v11plus:214,1,pure,0.0009399,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2134,10.1021/je301333b,thermoml_viscosity:2134,1,pure,0.0051985869,0.000169933104321,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
CQEYYJKEWSMYFG-UHFFFAOYSA-N|290.65|epsilon_observations_v11plus:215|thermoml_viscosity:2135,CQEYYJKEWSMYFG-UHFFFAOYSA-N,290.65,abs_dT_le_1e-06_K,0,290.65,290.65,5.468,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,215,10.1021/je301333b,epsilon_observations_v11plus:215,1,pure,0.0009036,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2135,10.1021/je301333b,thermoml_viscosity:2135,1,pure,0.0049408848,0.000165252377469,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
CQEYYJKEWSMYFG-UHFFFAOYSA-N|293.15|epsilon_observations_v11plus:216|thermoml_viscosity:2136,CQEYYJKEWSMYFG-UHFFFAOYSA-N,293.15,abs_dT_le_1e-06_K,0,293.15,293.15,5.418,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,216,10.1021/je301333b,epsilon_observations_v11plus:216,1,pure,0.0008696,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2136,10.1021/je301333b,thermoml_viscosity:2136,1,pure,0.0047114928,0.000160502030269,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
CQEYYJKEWSMYFG-UHFFFAOYSA-N|295.65|epsilon_observations_v11plus:217|thermoml_viscosity:2137,CQEYYJKEWSMYFG-UHFFFAOYSA-N,295.65,abs_dT_le_1e-06_K,0,295.65,295.65,5.364,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,217,10.1021/je301333b,epsilon_observations_v11plus:217,1,pure,0.0008375,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2137,10.1021/je301333b,thermoml_viscosity:2137,1,pure,0.00449235,0.000156133482476,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
CQEYYJKEWSMYFG-UHFFFAOYSA-N|298.15|epsilon_observations_v11plus:218|thermoml_viscosity:2138,CQEYYJKEWSMYFG-UHFFFAOYSA-N,298.15,abs_dT_le_1e-06_K,0,298.15,298.15,5.31,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,218,10.1021/je301333b,epsilon_observations_v11plus:218,1,pure,0.0008074,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2138,10.1021/je301333b,thermoml_viscosity:2138,1,pure,0.004287294,0.000152052730697,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
CQEYYJKEWSMYFG-UHFFFAOYSA-N|300.65|epsilon_observations_v11plus:219|thermoml_viscosity:2139,CQEYYJKEWSMYFG-UHFFFAOYSA-N,300.65,abs_dT_le_1e-06_K,0,300.65,300.65,5.264,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,219,10.1021/je301333b,epsilon_observations_v11plus:219,1,pure,0.0007789,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2139,10.1021/je301333b,thermoml_viscosity:2139,1,pure,0.0041001296,0.000147967325228,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
CQEYYJKEWSMYFG-UHFFFAOYSA-N|303.15|epsilon_observations_v11plus:220|thermoml_viscosity:2140,CQEYYJKEWSMYFG-UHFFFAOYSA-N,303.15,abs_dT_le_1e-06_K,0,303.15,303.15,5.205,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,220,10.1021/je301333b,epsilon_observations_v11plus:220,1,pure,0.000752,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2140,10.1021/je301333b,thermoml_viscosity:2140,1,pure,0.00391416,0.000144476464938,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
CQEYYJKEWSMYFG-UHFFFAOYSA-N|305.65|epsilon_observations_v11plus:221|thermoml_viscosity:2141,CQEYYJKEWSMYFG-UHFFFAOYSA-N,305.65,abs_dT_le_1e-06_K,0,305.65,305.65,5.141,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,221,10.1021/je301333b,epsilon_observations_v11plus:221,1,pure,0.0007264,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2141,10.1021/je301333b,thermoml_viscosity:2141,1,pure,0.0037344224,0.000141295467808,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
CQEYYJKEWSMYFG-UHFFFAOYSA-N|308.15|epsilon_observations_v11plus:222|thermoml_viscosity:2142,CQEYYJKEWSMYFG-UHFFFAOYSA-N,308.15,abs_dT_le_1e-06_K,0,308.15,308.15,5.076,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,222,10.1021/je301333b,epsilon_observations_v11plus:222,1,pure,0.0007025,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2142,10.1021/je301333b,thermoml_viscosity:2142,1,pure,0.00356589,0.000138396375099,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
CQEYYJKEWSMYFG-UHFFFAOYSA-N|310.65|epsilon_observations_v11plus:223|thermoml_viscosity:2143,CQEYYJKEWSMYFG-UHFFFAOYSA-N,310.65,abs_dT_le_1e-06_K,0,310.65,310.65,5.015,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,223,10.1021/je301333b,epsilon_observations_v11plus:223,1,pure,0.0006791,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2143,10.1021/je301333b,thermoml_viscosity:2143,1,pure,0.0034056865,0.000135413758724,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
CQEYYJKEWSMYFG-UHFFFAOYSA-N|313.15|epsilon_observations_v11plus:224|thermoml_viscosity:2144,CQEYYJKEWSMYFG-UHFFFAOYSA-N,313.15,abs_dT_le_1e-06_K,0,313.15,313.15,4.961,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,224,10.1021/je301333b,epsilon_observations_v11plus:224,1,pure,0.0006574,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2144,10.1021/je301333b,thermoml_viscosity:2144,1,pure,0.0032613614,0.000132513606128,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
CQEYYJKEWSMYFG-UHFFFAOYSA-N|315.65|epsilon_observations_v11plus:225|thermoml_viscosity:2145,CQEYYJKEWSMYFG-UHFFFAOYSA-N,315.65,abs_dT_le_1e-06_K,0,315.65,315.65,4.901,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,225,10.1021/je301333b,epsilon_observations_v11plus:225,1,pure,0.0006363,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2145,10.1021/je301333b,thermoml_viscosity:2145,1,pure,0.0031185063,0.000129830646807,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
CQEYYJKEWSMYFG-UHFFFAOYSA-N|318.15|epsilon_observations_v11plus:226|thermoml_viscosity:2146,CQEYYJKEWSMYFG-UHFFFAOYSA-N,318.15,abs_dT_le_1e-06_K,0,318.15,318.15,4.841,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,226,10.1021/je301333b,epsilon_observations_v11plus:226,1,pure,0.000617,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2146,10.1021/je301333b,thermoml_viscosity:2146,1,pure,0.002986897,0.000127453005577,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
CQEYYJKEWSMYFG-UHFFFAOYSA-N|320.65|epsilon_observations_v11plus:227|thermoml_viscosity:2147,CQEYYJKEWSMYFG-UHFFFAOYSA-N,320.65,abs_dT_le_1e-06_K,0,320.65,320.65,4.784,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,227,10.1021/je301333b,epsilon_observations_v11plus:227,1,pure,0.0005985,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2147,10.1021/je301333b,thermoml_viscosity:2147,1,pure,0.002863224,0.00012510451505,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
CQEYYJKEWSMYFG-UHFFFAOYSA-N|323.15|epsilon_observations_v11plus:228|thermoml_viscosity:2148,CQEYYJKEWSMYFG-UHFFFAOYSA-N,323.15,abs_dT_le_1e-06_K,0,323.15,323.15,4.725,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,228,10.1021/je301333b,epsilon_observations_v11plus:228,1,pure,0.0005809,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2148,10.1021/je301333b,thermoml_viscosity:2148,1,pure,0.0027447525,0.000122941798942,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
CQEYYJKEWSMYFG-UHFFFAOYSA-N|325.65|epsilon_observations_v11plus:229|thermoml_viscosity:2149,CQEYYJKEWSMYFG-UHFFFAOYSA-N,325.65,abs_dT_le_1e-06_K,0,325.65,325.65,4.667,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,229,10.1021/je301333b,epsilon_observations_v11plus:229,1,pure,0.0005635,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2149,10.1021/je301333b,thermoml_viscosity:2149,1,pure,0.0026298545,0.000120741375616,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
CQEYYJKEWSMYFG-UHFFFAOYSA-N|328.15|epsilon_observations_v11plus:230|thermoml_viscosity:2150,CQEYYJKEWSMYFG-UHFFFAOYSA-N,328.15,abs_dT_le_1e-06_K,0,328.15,328.15,4.614,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,230,10.1021/je301333b,epsilon_observations_v11plus:230,1,pure,0.0005478,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2150,10.1021/je301333b,thermoml_viscosity:2150,1,pure,0.0025275492,0.000118725617685,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
CQEYYJKEWSMYFG-UHFFFAOYSA-N|330.65|epsilon_observations_v11plus:231|thermoml_viscosity:2151,CQEYYJKEWSMYFG-UHFFFAOYSA-N,330.65,abs_dT_le_1e-06_K,0,330.65,330.65,4.56,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,231,10.1021/je301333b,epsilon_observations_v11plus:231,1,pure,0.0005319,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2151,10.1021/je301333b,thermoml_viscosity:2151,1,pure,0.002425464,0.000116644736842,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
CQEYYJKEWSMYFG-UHFFFAOYSA-N|333.15|epsilon_observations_v11plus:232|thermoml_viscosity:2152,CQEYYJKEWSMYFG-UHFFFAOYSA-N,333.15,abs_dT_le_1e-06_K,0,333.15,333.15,4.511,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,232,10.1021/je301333b,epsilon_observations_v11plus:232,1,pure,0.0005171,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2152,10.1021/je301333b,thermoml_viscosity:2152,1,pure,0.0023326381,0.000114630902239,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
CQEYYJKEWSMYFG-UHFFFAOYSA-N|335.65|epsilon_observations_v11plus:233|thermoml_viscosity:2153,CQEYYJKEWSMYFG-UHFFFAOYSA-N,335.65,abs_dT_le_1e-06_K,0,335.65,335.65,4.459,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,233,10.1021/je301333b,epsilon_observations_v11plus:233,1,pure,0.0005025,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2153,10.1021/je301333b,thermoml_viscosity:2153,1,pure,0.0022406475,0.00011269342902,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
CQEYYJKEWSMYFG-UHFFFAOYSA-N|338.15|epsilon_observations_v11plus:234|thermoml_viscosity:2154,CQEYYJKEWSMYFG-UHFFFAOYSA-N,338.15,abs_dT_le_1e-06_K,0,338.15,338.15,4.409,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,234,10.1021/je301333b,epsilon_observations_v11plus:234,1,pure,0.000489,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,2154,10.1021/je301333b,thermoml_viscosity:2154,1,pure,0.002156001,0.000110909503289,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
CRVGTESFCCXCTH-UHFFFAOYSA-N|293.15|epsilon_observations_v11plus:235|pubchem_liquid_window_harvest:36,CRVGTESFCCXCTH-UHFFFAOYSA-N,293.15,abs_dT_le_1e-06_K,0,293.15,293.15,22.9,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,235,10.1016/j.tca.2012.10.004,epsilon_observations_v11plus:235,1,pure,0.101,Pa*s,pubchem_liquid_window_harvest,compilation,filter_only,data/external/g1plus/pubchem/liquid_window/CRVGTESFCCXCTH-UHFFFAOYSA-N.experimental_properties.json,36,,pubchem_liquid_window_harvest:36,1,pure,2.3129,0.00441048034934,epsilon_observations_v11plus x pubchem_liquid_window_harvest,filter_only,false,false
DNIAPMSPPWPWGF-UHFFFAOYSA-N|303.15|epsilon_observations_v11plus:254|thermoml_viscosity:264,DNIAPMSPPWPWGF-UHFFFAOYSA-N,303.15,abs_dT_le_1e-06_K,0,303.15,303.15,27.87,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,254,10.1021/je600515j,epsilon_observations_v11plus:254,1,pure,0.03235,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,264,10.1016/j.fluid.2017.07.006,thermoml_viscosity:264,1,pure,0.9015945,0.00116074632221,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
DNIAPMSPPWPWGF-UHFFFAOYSA-N|303.15|epsilon_observations_v11plus:254|thermoml_viscosity:272,DNIAPMSPPWPWGF-UHFFFAOYSA-N,303.15,abs_dT_le_1e-06_K,0,303.15,303.15,27.87,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,254,10.1021/je600515j,epsilon_observations_v11plus:254,1,pure,0.04825,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,272,10.1016/j.fluid.2017.07.006,thermoml_viscosity:272,1,pure,1.3447275,0.00173125224255,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
DNIAPMSPPWPWGF-UHFFFAOYSA-N|303.15|epsilon_observations_v11plus:254|thermoml_viscosity:280,DNIAPMSPPWPWGF-UHFFFAOYSA-N,303.15,abs_dT_le_1e-06_K,0,303.15,303.15,27.87,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,254,10.1021/je600515j,epsilon_observations_v11plus:254,1,pure,0.06946,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,280,10.1016/j.fluid.2017.07.006,thermoml_viscosity:280,1,pure,1.9358502,0.00249228561177,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
DNIAPMSPPWPWGF-UHFFFAOYSA-N|303.15|epsilon_observations_v11plus:254|thermoml_viscosity:288,DNIAPMSPPWPWGF-UHFFFAOYSA-N,303.15,abs_dT_le_1e-06_K,0,303.15,303.15,27.87,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,254,10.1021/je600515j,epsilon_observations_v11plus:254,1,pure,0.09733,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,288,10.1016/j.fluid.2017.07.006,thermoml_viscosity:288,1,pure,2.7125871,0.00349228561177,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
DNIAPMSPPWPWGF-UHFFFAOYSA-N|303.15|epsilon_observations_v11plus:254|thermoml_viscosity:296,DNIAPMSPPWPWGF-UHFFFAOYSA-N,303.15,abs_dT_le_1e-06_K,0,303.15,303.15,27.87,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,254,10.1021/je600515j,epsilon_observations_v11plus:254,1,pure,0.1347,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,296,10.1016/j.fluid.2017.07.006,thermoml_viscosity:296,1,pure,3.754089,0.00483315392896,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
DNIAPMSPPWPWGF-UHFFFAOYSA-N|303.15|epsilon_observations_v11plus:254|thermoml_viscosity:304,DNIAPMSPPWPWGF-UHFFFAOYSA-N,303.15,abs_dT_le_1e-06_K,0,303.15,303.15,27.87,1,epsilon_observations_v11plus,primary_thermoml_measurement,publishable_core,data/processed/dielectric_observations_v11plus.csv,254,10.1021/je600515j,epsilon_observations_v11plus:254,1,pure,0.1833,Pa*s,thermoml_viscosity,primary_thermoml_measurement,publishable_core,data/processed/viscosity_observations_thermoml.csv,304,10.1016/j.fluid.2017.07.006,thermoml_viscosity:304,1,pure,5.108571,0.00657696447793,epsilon_observations_v11plus x thermoml_viscosity,publishable_core,true,false
