inchikey,name,smiles,T_K,epsilon,epsilon_unit,uncertainty_expanded,uncertainty_standard,uncertainty_kind,confidence_level,phase,method,property_family,property_name,frequency_mhz,pressure_kpa,source_doi,source_file,source_file_sha256,source_row_index,dataset_number,component_count,in_roster,model_ready,temperature_band,roster_T_K,roster_dielectric,duplicate_observation_count,distinct_values_at_temperature,multiple_values_at_temperature
FYIRUPZTYPILDH-UHFFFAOYSA-N,"1,1,1,2,3,3-hexafluoropropane",FC(F)C(F)C(F)(F)F,293.21,5.5774,,0.011,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,13000,10.1021/je700343t,data/raw/thermoml/10.1021__je700343t-aef61e81826a.xml,33fe4e84354cf2dffc2f1bba3907017781e63365873f9f45a648a5a1d63d462c,9606,2,1,true,true,room_temperature,302.85,5.3105,1,4,true
FYIRUPZTYPILDH-UHFFFAOYSA-N,"1,1,1,2,3,3-hexafluoropropane",FC(F)C(F)C(F)(F)F,293.21,5.5968,,0.011,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,14000,10.1021/je700343t,data/raw/thermoml/10.1021__je700343t-aef61e81826a.xml,33fe4e84354cf2dffc2f1bba3907017781e63365873f9f45a648a5a1d63d462c,9607,2,1,true,true,room_temperature,302.85,5.3105,1,4,true
FYIRUPZTYPILDH-UHFFFAOYSA-N,"1,1,1,2,3,3-hexafluoropropane",FC(F)C(F)C(F)(F)F,293.21,5.6327,,0.011,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,16000,10.1021/je700343t,data/raw/thermoml/10.1021__je700343t-aef61e81826a.xml,33fe4e84354cf2dffc2f1bba3907017781e63365873f9f45a648a5a1d63d462c,9608,2,1,true,true,room_temperature,302.85,5.3105,1,4,true
FYIRUPZTYPILDH-UHFFFAOYSA-N,"1,1,1,2,3,3-hexafluoropropane",FC(F)C(F)C(F)(F)F,293.3,5.6151,,0.011,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,15000,10.1021/je700343t,data/raw/thermoml/10.1021__je700343t-aef61e81826a.xml,33fe4e84354cf2dffc2f1bba3907017781e63365873f9f45a648a5a1d63d462c,9609,2,1,true,true,room_temperature,302.85,5.3105,1,1,false
FYIRUPZTYPILDH-UHFFFAOYSA-N,"1,1,1,2,3,3-hexafluoropropane",FC(F)C(F)C(F)(F)F,302.84,5.2518,,0.011,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,12000,10.1021/je700343t,data/raw/thermoml/10.1021__je700343t-aef61e81826a.xml,33fe4e84354cf2dffc2f1bba3907017781e63365873f9f45a648a5a1d63d462c,9610,2,1,true,true,room_temperature,302.85,5.3105,1,1,false
FYIRUPZTYPILDH-UHFFFAOYSA-N,"1,1,1,2,3,3-hexafluoropropane",FC(F)C(F)C(F)(F)F,302.85,5.2311,,0.011,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,11000,10.1021/je700343t,data/raw/thermoml/10.1021__je700343t-aef61e81826a.xml,33fe4e84354cf2dffc2f1bba3907017781e63365873f9f45a648a5a1d63d462c,9611,2,1,true,true,room_temperature,302.85,5.3105,1,5,true
FYIRUPZTYPILDH-UHFFFAOYSA-N,"1,1,1,2,3,3-hexafluoropropane",FC(F)C(F)C(F)(F)F,302.85,5.2714,,0.011,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,13000,10.1021/je700343t,data/raw/thermoml/10.1021__je700343t-aef61e81826a.xml,33fe4e84354cf2dffc2f1bba3907017781e63365873f9f45a648a5a1d63d462c,9612,2,1,true,true,room_temperature,302.85,5.3105,1,5,true
FYIRUPZTYPILDH-UHFFFAOYSA-N,"1,1,1,2,3,3-hexafluoropropane",FC(F)C(F)C(F)(F)F,302.85,5.2919,,0.011,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,14000,10.1021/je700343t,data/raw/thermoml/10.1021__je700343t-aef61e81826a.xml,33fe4e84354cf2dffc2f1bba3907017781e63365873f9f45a648a5a1d63d462c,9613,2,1,true,true,room_temperature,302.85,5.3105,1,5,true
FYIRUPZTYPILDH-UHFFFAOYSA-N,"1,1,1,2,3,3-hexafluoropropane",FC(F)C(F)C(F)(F)F,302.85,5.3105,,0.011,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,15000,10.1021/je700343t,data/raw/thermoml/10.1021__je700343t-aef61e81826a.xml,33fe4e84354cf2dffc2f1bba3907017781e63365873f9f45a648a5a1d63d462c,9614,2,1,true,true,room_temperature,302.85,5.3105,1,5,true
FYIRUPZTYPILDH-UHFFFAOYSA-N,"1,1,1,2,3,3-hexafluoropropane",FC(F)C(F)C(F)(F)F,302.85,5.3286,,0.011,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,16000,10.1021/je700343t,data/raw/thermoml/10.1021__je700343t-aef61e81826a.xml,33fe4e84354cf2dffc2f1bba3907017781e63365873f9f45a648a5a1d63d462c,9615,2,1,true,true,room_temperature,302.85,5.3105,1,5,true
FYIRUPZTYPILDH-UHFFFAOYSA-N,"1,1,1,2,3,3-hexafluoropropane",FC(F)C(F)C(F)(F)F,302.89,5.1028,,0.011,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,5000,10.1021/je700343t,data/raw/thermoml/10.1021__je700343t-aef61e81826a.xml,33fe4e84354cf2dffc2f1bba3907017781e63365873f9f45a648a5a1d63d462c,9616,2,1,true,true,room_temperature,302.85,5.3105,1,1,false
FYIRUPZTYPILDH-UHFFFAOYSA-N,"1,1,1,2,3,3-hexafluoropropane",FC(F)C(F)C(F)(F)F,302.9,5.0809,,0.011,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,4000,10.1021/je700343t,data/raw/thermoml/10.1021__je700343t-aef61e81826a.xml,33fe4e84354cf2dffc2f1bba3907017781e63365873f9f45a648a5a1d63d462c,9617,2,1,true,true,room_temperature,302.85,5.3105,1,2,true
FYIRUPZTYPILDH-UHFFFAOYSA-N,"1,1,1,2,3,3-hexafluoropropane",FC(F)C(F)C(F)(F)F,302.9,5.1272,,0.011,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,6000,10.1021/je700343t,data/raw/thermoml/10.1021__je700343t-aef61e81826a.xml,33fe4e84354cf2dffc2f1bba3907017781e63365873f9f45a648a5a1d63d462c,9618,2,1,true,true,room_temperature,302.85,5.3105,1,2,true
FYIRUPZTYPILDH-UHFFFAOYSA-N,"1,1,1,2,3,3-hexafluoropropane",FC(F)C(F)C(F)(F)F,302.91,5.0343,,0.011,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,2000,10.1021/je700343t,data/raw/thermoml/10.1021__je700343t-aef61e81826a.xml,33fe4e84354cf2dffc2f1bba3907017781e63365873f9f45a648a5a1d63d462c,9619,2,1,true,true,room_temperature,302.85,5.3105,1,3,true
FYIRUPZTYPILDH-UHFFFAOYSA-N,"1,1,1,2,3,3-hexafluoropropane",FC(F)C(F)C(F)(F)F,302.91,5.0572,,0.011,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,3000,10.1021/je700343t,data/raw/thermoml/10.1021__je700343t-aef61e81826a.xml,33fe4e84354cf2dffc2f1bba3907017781e63365873f9f45a648a5a1d63d462c,9620,2,1,true,true,room_temperature,302.85,5.3105,1,3,true
FYIRUPZTYPILDH-UHFFFAOYSA-N,"1,1,1,2,3,3-hexafluoropropane",FC(F)C(F)C(F)(F)F,302.91,5.1479,,0.011,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,7000,10.1021/je700343t,data/raw/thermoml/10.1021__je700343t-aef61e81826a.xml,33fe4e84354cf2dffc2f1bba3907017781e63365873f9f45a648a5a1d63d462c,9621,2,1,true,true,room_temperature,302.85,5.3105,1,3,true
FYIRUPZTYPILDH-UHFFFAOYSA-N,"1,1,1,2,3,3-hexafluoropropane",FC(F)C(F)C(F)(F)F,302.92,5.0076,,0.011,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,1000,10.1021/je700343t,data/raw/thermoml/10.1021__je700343t-aef61e81826a.xml,33fe4e84354cf2dffc2f1bba3907017781e63365873f9f45a648a5a1d63d462c,9622,2,1,true,true,room_temperature,302.85,5.3105,1,1,false
FYIRUPZTYPILDH-UHFFFAOYSA-N,"1,1,1,2,3,3-hexafluoropropane",FC(F)C(F)C(F)(F)F,302.93,5.1687,,0.011,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,8000,10.1021/je700343t,data/raw/thermoml/10.1021__je700343t-aef61e81826a.xml,33fe4e84354cf2dffc2f1bba3907017781e63365873f9f45a648a5a1d63d462c,9623,2,1,true,true,room_temperature,302.85,5.3105,1,1,false
FYIRUPZTYPILDH-UHFFFAOYSA-N,"1,1,1,2,3,3-hexafluoropropane",FC(F)C(F)C(F)(F)F,302.96,5.2109,,0.011,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,10000,10.1021/je700343t,data/raw/thermoml/10.1021__je700343t-aef61e81826a.xml,33fe4e84354cf2dffc2f1bba3907017781e63365873f9f45a648a5a1d63d462c,9624,2,1,true,true,room_temperature,302.85,5.3105,1,1,false
FYIRUPZTYPILDH-UHFFFAOYSA-N,"1,1,1,2,3,3-hexafluoropropane",FC(F)C(F)C(F)(F)F,302.98,5.1886,,0.011,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,9000,10.1021/je700343t,data/raw/thermoml/10.1021__je700343t-aef61e81826a.xml,33fe4e84354cf2dffc2f1bba3907017781e63365873f9f45a648a5a1d63d462c,9625,2,1,true,true,room_temperature,302.85,5.3105,1,1,false
GRYUVYIMDGRRLN-UHFFFAOYSA-N,"1-butyl-2,3,4,5-tetramethylimidazolium bis(trifluoromethylsulfonyl)imide",CCCCn1c(C)c(C)[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,15,,1.6,,combined,95,Liquid,Coaxial cylinder capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je101184s,data/raw/thermoml/10.1021__je101184s-5cc1e0c9d599.xml,d1d934b0ba1ee323d74aefe1cae9b15bc4efcb0cc489a4ffd83fd2a74d37636b,6854,18,1,true,true,room_temperature,298.15,15,1,1,false
GSEJCLTVZPLZKY-UHFFFAOYSA-N,triethanolamine,OCCN(CCO)CCO,303.15,28.11,,0.56,,combined,95,Liquid,dielectric analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je600515j,data/raw/thermoml/10.1021__je600515j-bd3a82860207.xml,901354ec9c34eada3ff170f489ed27f108f2b6f7fa42d9fd2533454306a96bd0,8868,4,1,true,true,room_temperature,303.15,28.11,1,1,false
GSEJCLTVZPLZKY-UHFFFAOYSA-N,triethanolamine,OCCN(CCO)CCO,308.15,27.41,,0.55,,combined,95,Liquid,dielectric analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je600515j,data/raw/thermoml/10.1021__je600515j-bd3a82860207.xml,901354ec9c34eada3ff170f489ed27f108f2b6f7fa42d9fd2533454306a96bd0,8869,4,1,true,true,outside_declared_window,303.15,28.11,1,1,false
GSEJCLTVZPLZKY-UHFFFAOYSA-N,triethanolamine,OCCN(CCO)CCO,313.15,26.73,,0.53,,combined,95,Liquid,dielectric analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je600515j,data/raw/thermoml/10.1021__je600515j-bd3a82860207.xml,901354ec9c34eada3ff170f489ed27f108f2b6f7fa42d9fd2533454306a96bd0,8870,4,1,true,true,extended_temperature,303.15,28.11,1,1,false
GSEJCLTVZPLZKY-UHFFFAOYSA-N,triethanolamine,OCCN(CCO)CCO,318.15,26.07,,0.52,,combined,95,Liquid,dielectric analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je600515j,data/raw/thermoml/10.1021__je600515j-bd3a82860207.xml,901354ec9c34eada3ff170f489ed27f108f2b6f7fa42d9fd2533454306a96bd0,8871,4,1,true,true,extended_temperature,303.15,28.11,1,1,false
GSEJCLTVZPLZKY-UHFFFAOYSA-N,triethanolamine,OCCN(CCO)CCO,323.15,25.41,,0.51,,combined,95,Liquid,dielectric analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je600515j,data/raw/thermoml/10.1021__je600515j-bd3a82860207.xml,901354ec9c34eada3ff170f489ed27f108f2b6f7fa42d9fd2533454306a96bd0,8872,4,1,true,true,extended_temperature,303.15,28.11,1,1,false
GSEJCLTVZPLZKY-UHFFFAOYSA-N,triethanolamine,OCCN(CCO)CCO,328.15,24.8,,0.5,,combined,95,Liquid,dielectric analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je600515j,data/raw/thermoml/10.1021__je600515j-bd3a82860207.xml,901354ec9c34eada3ff170f489ed27f108f2b6f7fa42d9fd2533454306a96bd0,8873,4,1,true,true,outside_declared_window,303.15,28.11,1,1,false
GSGLHYXFTXGIAQ-UHFFFAOYSA-M,"1,3-dimethylimidazolium dimethylphosphate",COP(=O)([O-])OC.Cn1cc[n+](C)c1,298.15,29.6,,3,,combined,95,Liquid,Coaxial cylinder capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je101184s,data/raw/thermoml/10.1021__je101184s-5cc1e0c9d599.xml,d1d934b0ba1ee323d74aefe1cae9b15bc4efcb0cc489a4ffd83fd2a74d37636b,6839,3,1,true,true,room_temperature,298.15,29.6,1,1,false
HPXRVTGHNJAIIH-UHFFFAOYSA-N,cyclohexanol,OC1CCCCC1,298.15,15.71,,0.68,,combined,95,Liquid,Coaxial cylinder capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.3,10.1021/acs.jced.8b00755,data/raw/thermoml/10.1021__acs.jced.8b00755-5753d3b1904a.xml,a4d9bf2cde22cfc4b0f9fe4d1c7767ba1564cbeea5b823f30e85daf862956742,6099,8,1,true,true,room_temperature,298.15,15.71,1,1,false
HQWOEDCLDNFWEV-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium diethyl phosphate,CCOP(=O)([O-])OCC.CCn1cc[n+](C)c1,298.15,16.9,,1.6,,combined,95,Liquid,Coaxial cylinder capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je101184s,data/raw/thermoml/10.1021__je101184s-5cc1e0c9d599.xml,d1d934b0ba1ee323d74aefe1cae9b15bc4efcb0cc489a4ffd83fd2a74d37636b,6841,5,1,true,true,room_temperature,298.15,16.9,1,1,false
HXJUTPCZVOIRIF-UHFFFAOYSA-N,sulfolane,O=S1(=O)CCCC1,293.15,44.5,,1.8,,combined,95,Liquid,Coaxial cylinder capacitor,zero_frequency,Relative permittivity at zero frequency,0,101,10.1016/j.tca.2012.10.004,data/raw/thermoml/10.1016__j.tca.2012.10.004-2df5b3cc585c.xml,0e2bacf087baf8c7248033da38f2a1ef49132f47d82b30a7b20fb534cf2bb54d,4942,2,1,true,true,room_temperature,298.15,44,1,1,false
HXJUTPCZVOIRIF-UHFFFAOYSA-N,sulfolane,O=S1(=O)CCCC1,298.15,44,,1.8,,combined,95,Liquid,Coaxial cylinder capacitor,zero_frequency,Relative permittivity at zero frequency,0,101,10.1016/j.tca.2012.10.004,data/raw/thermoml/10.1016__j.tca.2012.10.004-2df5b3cc585c.xml,0e2bacf087baf8c7248033da38f2a1ef49132f47d82b30a7b20fb534cf2bb54d,4943,2,1,true,true,room_temperature,298.15,44,1,1,false
HXJUTPCZVOIRIF-UHFFFAOYSA-N,sulfolane,O=S1(=O)CCCC1,303.15,43.4,,1.7,,combined,95,Liquid,Coaxial cylinder capacitor,zero_frequency,Relative permittivity at zero frequency,0,101,10.1016/j.tca.2012.10.004,data/raw/thermoml/10.1016__j.tca.2012.10.004-2df5b3cc585c.xml,0e2bacf087baf8c7248033da38f2a1ef49132f47d82b30a7b20fb534cf2bb54d,4944,2,1,true,true,room_temperature,298.15,44,1,1,false
HXJUTPCZVOIRIF-UHFFFAOYSA-N,sulfolane,O=S1(=O)CCCC1,308.15,42.8,,1.7,,combined,95,Liquid,Coaxial cylinder capacitor,zero_frequency,Relative permittivity at zero frequency,0,101,10.1016/j.tca.2012.10.004,data/raw/thermoml/10.1016__j.tca.2012.10.004-2df5b3cc585c.xml,0e2bacf087baf8c7248033da38f2a1ef49132f47d82b30a7b20fb534cf2bb54d,4945,2,1,true,true,outside_declared_window,298.15,44,1,1,false
HXJUTPCZVOIRIF-UHFFFAOYSA-N,sulfolane,O=S1(=O)CCCC1,313.15,42.2,,1.7,,combined,95,Liquid,Coaxial cylinder capacitor,zero_frequency,Relative permittivity at zero frequency,0,101,10.1016/j.tca.2012.10.004,data/raw/thermoml/10.1016__j.tca.2012.10.004-2df5b3cc585c.xml,0e2bacf087baf8c7248033da38f2a1ef49132f47d82b30a7b20fb534cf2bb54d,4946,2,1,true,true,extended_temperature,298.15,44,1,1,false
HXJUTPCZVOIRIF-UHFFFAOYSA-N,sulfolane,O=S1(=O)CCCC1,318.15,41.6,,1.7,,combined,95,Liquid,Coaxial cylinder capacitor,zero_frequency,Relative permittivity at zero frequency,0,101,10.1016/j.tca.2012.10.004,data/raw/thermoml/10.1016__j.tca.2012.10.004-2df5b3cc585c.xml,0e2bacf087baf8c7248033da38f2a1ef49132f47d82b30a7b20fb534cf2bb54d,4947,2,1,true,true,extended_temperature,298.15,44,1,1,false
HXJUTPCZVOIRIF-UHFFFAOYSA-N,sulfolane,O=S1(=O)CCCC1,323.15,41.1,,1.6,,combined,95,Liquid,Coaxial cylinder capacitor,zero_frequency,Relative permittivity at zero frequency,0,101,10.1016/j.tca.2012.10.004,data/raw/thermoml/10.1016__j.tca.2012.10.004-2df5b3cc585c.xml,0e2bacf087baf8c7248033da38f2a1ef49132f47d82b30a7b20fb534cf2bb54d,4948,2,1,true,true,extended_temperature,298.15,44,1,1,false
HXJUTPCZVOIRIF-UHFFFAOYSA-N,sulfolane,O=S1(=O)CCCC1,328.15,40.4,,1.6,,combined,95,Liquid,Coaxial cylinder capacitor,zero_frequency,Relative permittivity at zero frequency,0,101,10.1016/j.tca.2012.10.004,data/raw/thermoml/10.1016__j.tca.2012.10.004-2df5b3cc585c.xml,0e2bacf087baf8c7248033da38f2a1ef49132f47d82b30a7b20fb534cf2bb54d,4949,2,1,true,true,outside_declared_window,298.15,44,1,1,false
HZAXFHJVJLSVMW-UHFFFAOYSA-N,2-aminoethan-1-ol,NCCO,303.15,31.46,,0.19,,combined,95,Liquid,OTHER::sMethod:capacitive measurement method,zero_frequency,Relative permittivity at zero frequency,0,101,10.1016/j.fluid.2008.01.024,data/raw/thermoml/10.1016__j.fluid.2008.01.024-9bbad5adbcd7.xml,f06614464b5a948250383173ba7ceab13b0afb2eff3868918c66075085af7132,225,5,1,true,true,room_temperature,303.15,31.46,1,1,false
HZKDSQCZNUUQIF-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium hydrogen sulfate,CCn1cc[n+](C)c1.O=S(=O)([O-])O,298.15,18.4,,2,,combined,95,Liquid,Coaxial cylinder capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je101184s,data/raw/thermoml/10.1021__je101184s-5cc1e0c9d599.xml,d1d934b0ba1ee323d74aefe1cae9b15bc4efcb0cc489a4ffd83fd2a74d37636b,6842,6,1,true,true,room_temperature,298.15,18.4,1,1,false
IAHFWCOBPZCAEA-UHFFFAOYSA-N,butanedinitrile,,333.15,56.09,,0.1,,combined,95,Liquid,impedance/gain phase analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je300958c,data/raw/thermoml/10.1021__je300958c-3ec2399ba91a.xml,9c3a2f8c4017b916a6e7eb2a5957de40bbfa4556eb7d6bcbba3fa33aa3d06080,8073,1,1,false,,outside_declared_window,,,1,1,false
IAHFWCOBPZCAEA-UHFFFAOYSA-N,butanedinitrile,,335.65,55.46,,0.1,,combined,95,Liquid,impedance/gain phase analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je300958c,data/raw/thermoml/10.1021__je300958c-3ec2399ba91a.xml,9c3a2f8c4017b916a6e7eb2a5957de40bbfa4556eb7d6bcbba3fa33aa3d06080,8074,1,1,false,,outside_declared_window,,,1,1,false
IAHFWCOBPZCAEA-UHFFFAOYSA-N,butanedinitrile,,338.15,54.85,,0.1,,combined,95,Liquid,impedance/gain phase analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je300958c,data/raw/thermoml/10.1021__je300958c-3ec2399ba91a.xml,9c3a2f8c4017b916a6e7eb2a5957de40bbfa4556eb7d6bcbba3fa33aa3d06080,8075,1,1,false,,outside_declared_window,,,1,1,false
IAHFWCOBPZCAEA-UHFFFAOYSA-N,butanedinitrile,,340.65,54.29,,0.1,,combined,95,Liquid,impedance/gain phase analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je300958c,data/raw/thermoml/10.1021__je300958c-3ec2399ba91a.xml,9c3a2f8c4017b916a6e7eb2a5957de40bbfa4556eb7d6bcbba3fa33aa3d06080,8076,1,1,false,,outside_declared_window,,,1,1,false
IAHFWCOBPZCAEA-UHFFFAOYSA-N,butanedinitrile,,343.15,53.68,,0.1,,combined,95,Liquid,impedance/gain phase analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je300958c,data/raw/thermoml/10.1021__je300958c-3ec2399ba91a.xml,9c3a2f8c4017b916a6e7eb2a5957de40bbfa4556eb7d6bcbba3fa33aa3d06080,8077,1,1,false,,outside_declared_window,,,1,1,false
IAHFWCOBPZCAEA-UHFFFAOYSA-N,butanedinitrile,,345.65,53.11,,0.1,,combined,95,Liquid,impedance/gain phase analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je300958c,data/raw/thermoml/10.1021__je300958c-3ec2399ba91a.xml,9c3a2f8c4017b916a6e7eb2a5957de40bbfa4556eb7d6bcbba3fa33aa3d06080,8078,1,1,false,,outside_declared_window,,,1,1,false
IAHFWCOBPZCAEA-UHFFFAOYSA-N,butanedinitrile,,348.15,52.52,,0.1,,combined,95,Liquid,impedance/gain phase analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je300958c,data/raw/thermoml/10.1021__je300958c-3ec2399ba91a.xml,9c3a2f8c4017b916a6e7eb2a5957de40bbfa4556eb7d6bcbba3fa33aa3d06080,8079,1,1,false,,outside_declared_window,,,1,1,false
IAHFWCOBPZCAEA-UHFFFAOYSA-N,butanedinitrile,,350.65,51.95,,0.1,,combined,95,Liquid,impedance/gain phase analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je300958c,data/raw/thermoml/10.1021__je300958c-3ec2399ba91a.xml,9c3a2f8c4017b916a6e7eb2a5957de40bbfa4556eb7d6bcbba3fa33aa3d06080,8080,1,1,false,,outside_declared_window,,,1,1,false
IAHFWCOBPZCAEA-UHFFFAOYSA-N,butanedinitrile,,353.15,51.36,,0.1,,combined,95,Liquid,impedance/gain phase analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je300958c,data/raw/thermoml/10.1021__je300958c-3ec2399ba91a.xml,9c3a2f8c4017b916a6e7eb2a5957de40bbfa4556eb7d6bcbba3fa33aa3d06080,8081,1,1,false,,outside_declared_window,,,1,1,false
IAHFWCOBPZCAEA-UHFFFAOYSA-N,butanedinitrile,,355.65,50.81,,0.1,,combined,95,Liquid,impedance/gain phase analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je300958c,data/raw/thermoml/10.1021__je300958c-3ec2399ba91a.xml,9c3a2f8c4017b916a6e7eb2a5957de40bbfa4556eb7d6bcbba3fa33aa3d06080,8082,1,1,false,,outside_declared_window,,,1,1,false
IAHFWCOBPZCAEA-UHFFFAOYSA-N,butanedinitrile,,358.15,50.28,,0.1,,combined,95,Liquid,impedance/gain phase analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je300958c,data/raw/thermoml/10.1021__je300958c-3ec2399ba91a.xml,9c3a2f8c4017b916a6e7eb2a5957de40bbfa4556eb7d6bcbba3fa33aa3d06080,8083,1,1,false,,outside_declared_window,,,1,1,false
IAHFWCOBPZCAEA-UHFFFAOYSA-N,butanedinitrile,,360.65,49.73,,0.1,,combined,95,Liquid,impedance/gain phase analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je300958c,data/raw/thermoml/10.1021__je300958c-3ec2399ba91a.xml,9c3a2f8c4017b916a6e7eb2a5957de40bbfa4556eb7d6bcbba3fa33aa3d06080,8084,1,1,false,,outside_declared_window,,,1,1,false
IAHFWCOBPZCAEA-UHFFFAOYSA-N,butanedinitrile,,363.15,49.18,,0.1,,combined,95,Liquid,impedance/gain phase analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je300958c,data/raw/thermoml/10.1021__je300958c-3ec2399ba91a.xml,9c3a2f8c4017b916a6e7eb2a5957de40bbfa4556eb7d6bcbba3fa33aa3d06080,8085,1,1,false,,outside_declared_window,,,1,1,false
IAHFWCOBPZCAEA-UHFFFAOYSA-N,butanedinitrile,,365.65,48.66,,0.1,,combined,95,Liquid,impedance/gain phase analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je300958c,data/raw/thermoml/10.1021__je300958c-3ec2399ba91a.xml,9c3a2f8c4017b916a6e7eb2a5957de40bbfa4556eb7d6bcbba3fa33aa3d06080,8086,1,1,false,,outside_declared_window,,,1,1,false
IAHFWCOBPZCAEA-UHFFFAOYSA-N,butanedinitrile,,368.15,48.14,,0.1,,combined,95,Liquid,impedance/gain phase analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je300958c,data/raw/thermoml/10.1021__je300958c-3ec2399ba91a.xml,9c3a2f8c4017b916a6e7eb2a5957de40bbfa4556eb7d6bcbba3fa33aa3d06080,8087,1,1,false,,outside_declared_window,,,1,1,false
IAHFWCOBPZCAEA-UHFFFAOYSA-N,butanedinitrile,,370.65,47.63,,0.1,,combined,95,Liquid,impedance/gain phase analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je300958c,data/raw/thermoml/10.1021__je300958c-3ec2399ba91a.xml,9c3a2f8c4017b916a6e7eb2a5957de40bbfa4556eb7d6bcbba3fa33aa3d06080,8088,1,1,false,,outside_declared_window,,,1,1,false
IAHFWCOBPZCAEA-UHFFFAOYSA-N,butanedinitrile,,373.15,47.11,,0.1,,combined,95,Liquid,impedance/gain phase analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je300958c,data/raw/thermoml/10.1021__je300958c-3ec2399ba91a.xml,9c3a2f8c4017b916a6e7eb2a5957de40bbfa4556eb7d6bcbba3fa33aa3d06080,8089,1,1,false,,outside_declared_window,,,1,1,false
IAZDPXIOMUYVGZ-UHFFFAOYSA-N,dimethyl sulfoxide,CS(C)=O,283.15,50.58,,1.01,,combined,95,Liquid,time-domain reflectometry,zero_frequency,Relative permittivity at zero frequency,0,100,10.1016/j.tca.2017.03.018,data/raw/thermoml/10.1016__j.tca.2017.03.018-7ceaa180c27f.xml,7a30e50e233977b40b2cd677c851cfb7e7bcb854081f3dbd9081afcbd87818c3,5515,1,1,true,true,outside_declared_window,298,46.05,1,1,false
