representation,repeat,fold,inchikey,name,T_K,hbd,hbond_donor_count,target,prediction,onsager_epsilon,applicability_domain
Morgan,1,3,ALYCOCULEAWWJO-UHFFFAOYSA-N,triethylpentylammonium bis(trifluoromethylsulfonyl)imide,298.15,0,0,12.5,13.5296468735,6.67840629363,inside_domain
Morgan,1,3,BGTOWKSIORTVQH-UHFFFAOYSA-N,cyclopentanone,298.15,0,0,13.505,21.1481285095,20.9054049662,inside_domain
Morgan,1,3,BKIMMITUMNQMOS-UHFFFAOYSA-N,nonane,298.15,0,0,1.98,5.72242212296,1.10532080108,inside_domain
Morgan,1,3,BMRWNKZVCUKKSR-UHFFFAOYSA-N,"1,2-butanediol",298.2,2,2,22.143,26.6447658539,13.5953058324,outside_associated_liquid
Morgan,1,3,DKGAVHZHDRPRBM-UHFFFAOYSA-N,2-methylpropan-2-ol,298.15,1,1,12.49,10.3627462387,6.90436439321,outside_associated_liquid
Morgan,1,3,FXHOOIRPVKKKFG-UHFFFAOYSA-N,"N,N-dimethylethanamide",303.15,0,0,37.72,15.9752588272,35.5309250609,inside_domain
Morgan,1,3,IMNFDUFMRHMDMM-UHFFFAOYSA-N,heptane,298.15,0,0,1.93,5.72242212296,1.10583566295,inside_domain
Morgan,1,3,KBPLFHHGFOOTCA-UHFFFAOYSA-N,octan-1-ol,298.15,1,1,10.66,14.4282922745,4.22641786179,outside_associated_liquid
Morgan,1,3,MCTWTZJPVLRJOU-UHFFFAOYSA-N,1-methylimidazole,298,0,0,39.78,9.39918804169,38.1478273189,inside_domain
Morgan,1,3,OKKJLVBELUTLKV-UHFFFAOYSA-N,methanol,298.15,1,1,33.6,8.9679479599,16.5823957018,outside_associated_liquid
Morgan,1,3,RYHBNJHYFVUHQT-UHFFFAOYSA-N,"1,4-dioxane",298.2,0,0,2.228,13.5882711411,1.10125989107,inside_domain
Morgan,1,3,UCCKRVYTJPMHRO-UHFFFAOYSA-N,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide",298.15,0,0,14,13.8567838669,11.4813553141,inside_domain
Morgan,1,3,VVLAIYIMMFWRFW-UHFFFAOYSA-N,2-hydroxyethylammonium acetate,298.15,3,3,58.3,39.2667884827,4.76933191054,outside_associated_liquid
Morgan,1,3,YEYKMVJDLWJFOA-UHFFFAOYSA-N,2-propoxyethanol,298.15,1,1,11.5,14.5510492325,11.5122504605,outside_associated_liquid
Morgan,1,3,IYXGSMUGOJNHAZ-UHFFFAOYSA-N,Diethyl malonate,298.15,0,0,8.03,12.2790651321,9.74006290335,inside_domain
Morgan,1,3,XNLICIUVMPYHGG-UHFFFAOYSA-N,2-Pentanone,293.15,0,0,15.45,12.4422340393,17.6741821348,inside_domain
Morgan,1,3,NTIZESTWPVYFNL-UHFFFAOYSA-N,4-Methyl-2-pentanone,293.15,0,0,13.11,14.5356559753,14.6513704727,inside_domain
Morgan,1,3,JFDZBHWFFUWGJE-UHFFFAOYSA-N,Benzonitrile,298.15,0,0,25.2,30.152381897,29.6694423151,inside_domain
Morgan,1,3,FERIUCNNQQJTOY-UHFFFAOYSA-N,Butyric acid,293.15,1,1,2.97,13.0814685822,7.21717286495,outside_associated_liquid
Morgan,1,3,LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,298.15,0,0,5.02,6.30836772919,8.12045219138,inside_domain
Morgan,1,3,FVSKHRXBFJPNKK-UHFFFAOYSA-N,Propionitrile,293.15,0,0,27.2,24.6819934845,38.9694829474,inside_domain
Morgan,1,3,MSXVEPNJUHWQHW-UHFFFAOYSA-N,2-Methyl-2-butanol,298.15,1,1,5.82,9.17136573792,5.55405564062,outside_associated_liquid
Morgan,1,3,WVDDGKGOMKODPV-UHFFFAOYSA-N,Benzyl alcohol,293.15,1,1,13.1,17.6859169006,5.77594569883,outside_associated_liquid
Morgan,1,3,MQWCXKGKQLNYQG-UHFFFAOYSA-N,4-Methylcyclohexanol,293.15,1,1,13.3,8.89681148529,4.28546106184,outside_associated_liquid
Morgan,1,3,QGJOPFRUJISHPQ-UHFFFAOYSA-N,Carbon disulfide,293.15,0,0,2.641,13.8949041367,1.14604082971,inside_domain
Morgan,1,3,RGSFGYAAUTVSQA-UHFFFAOYSA-N,Cyclopentane,293.15,0,0,1.965,12.0066509247,1.10560773191,inside_domain
Morgan,1,3,QWTDNUCVQCZILF-UHFFFAOYSA-N,2-Methylbutane,293.15,0,0,1.843,6.65372228622,1.10396118598,inside_domain
Morgan,1,3,ZQDPJFUHLCOCRG-WAYWQWQTSA-N,cis-3-Hexene,298.15,0,0,2.062,6.77473783493,1.19258064684,inside_domain
Morgan,1,3,CYTYCFOTNPOANT-UHFFFAOYSA-N,Tetrachloroethylene,298.15,0,0,2.3,18.3080348969,1.12045182946,inside_domain
Morgan,1,3,GETTZEONDQJALK-UHFFFAOYSA-N,"alpha,alpha,alpha-Trifluorotoluene",303.15,0,0,9.18,7.83018016815,23.2671758909,inside_domain
Morgan,1,3,KFUSEUYYWQURPO-UPHRSURJSA-N,"cis-1,2-Dichloroethylene",298.15,0,0,9.2,13.8170995712,9.01512393578,inside_domain
Morgan,1,3,KFUSEUYYWQURPO-OWOJBTEDSA-N,"trans-1,2-Dichloroethylene",298.15,0,0,2.14,13.8170995712,1.11523574299,inside_domain
Morgan,1,3,QBELEDRHMPMKHP-UHFFFAOYSA-N,1-Bromo-2-chlorobenzene,293.15,0,0,6.8,7.29978466034,24.1815742763,inside_domain
Morgan,1,3,SFPQFQUXAJOWNF-UHFFFAOYSA-N,m-Diiodobenzene,298.15,0,0,4.25,7.83018016815,13.6499299113,inside_domain
Morgan,1,3,ROSDSFDQCJNGOL-UHFFFAOYSA-N,Dimethylamine,298.15,1,1,5.26,7.84510183334,4.58015414622,outside_associated_liquid
Morgan,1,3,YLQBMQCUIZJEEH-UHFFFAOYSA-N,Furan,298.15,0,0,2.95,8.22074985504,1.38878820797,inside_domain
Morgan,1,3,JUJWROOIHBZHMG-UHFFFAOYSA-N,Pyridine,298.15,0,0,12.3,8.22074985504,9.88027991812,inside_domain
Morgan,1,3,PYLWMHQQBFSUBP-UHFFFAOYSA-N,Fluorobenzene,298.15,0,0,5.42,7.83018016815,9.55831440066,inside_domain
Morgan,1,3,ZMANZCXQSJIPKH-UHFFFAOYSA-N,Triethylamine,298.15,0,0,2.42,8.09332466125,1.58318603892,inside_domain
Morgan,1,3,PMJHHCWVYXUKFD-SNAWJCMRSA-N,"1,3-Pentadiene",298.15,0,0,2.32,7.27562093735,1.87012388355,inside_domain
Morgan,1,3,RRHGJUQNOFWUDK-UHFFFAOYSA-N,"2-Methyl-1,3-butadiene (Isoprene)",298.15,0,0,2.1,8.39846611023,1.33056486908,inside_domain
Physical,1,3,ALYCOCULEAWWJO-UHFFFAOYSA-N,triethylpentylammonium bis(trifluoromethylsulfonyl)imide,298.15,0,0,12.5,14.8148536682,6.67840629363,inside_domain
Physical,1,3,BGTOWKSIORTVQH-UHFFFAOYSA-N,cyclopentanone,298.15,0,0,13.505,14.127035141,20.9054049662,inside_domain
Physical,1,3,BKIMMITUMNQMOS-UHFFFAOYSA-N,nonane,298.15,0,0,1.98,3.81903505325,1.10532080108,inside_domain
Physical,1,3,BMRWNKZVCUKKSR-UHFFFAOYSA-N,"1,2-butanediol",298.2,2,2,22.143,22.0843162537,13.5953058324,outside_associated_liquid
Physical,1,3,DKGAVHZHDRPRBM-UHFFFAOYSA-N,2-methylpropan-2-ol,298.15,1,1,12.49,16.8785018921,6.90436439321,outside_associated_liquid
Physical,1,3,FXHOOIRPVKKKFG-UHFFFAOYSA-N,"N,N-dimethylethanamide",303.15,0,0,37.72,20.5080871582,35.5309250609,inside_domain
Physical,1,3,IMNFDUFMRHMDMM-UHFFFAOYSA-N,heptane,298.15,0,0,1.93,3.04074573517,1.10583566295,inside_domain
Physical,1,3,KBPLFHHGFOOTCA-UHFFFAOYSA-N,octan-1-ol,298.15,1,1,10.66,9.59435462952,4.22641786179,outside_associated_liquid
Physical,1,3,MCTWTZJPVLRJOU-UHFFFAOYSA-N,1-methylimidazole,298,0,0,39.78,34.5742111206,38.1478273189,inside_domain
Physical,1,3,OKKJLVBELUTLKV-UHFFFAOYSA-N,methanol,298.15,1,1,33.6,41.9092025757,16.5823957018,outside_associated_liquid
Physical,1,3,RYHBNJHYFVUHQT-UHFFFAOYSA-N,"1,4-dioxane",298.2,0,0,2.228,9.11874675751,1.10125989107,inside_domain
Physical,1,3,UCCKRVYTJPMHRO-UHFFFAOYSA-N,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide",298.15,0,0,14,17.8158149719,11.4813553141,inside_domain
Physical,1,3,VVLAIYIMMFWRFW-UHFFFAOYSA-N,2-hydroxyethylammonium acetate,298.15,3,3,58.3,34.8615074158,4.76933191054,outside_associated_liquid
Physical,1,3,YEYKMVJDLWJFOA-UHFFFAOYSA-N,2-propoxyethanol,298.15,1,1,11.5,13.1098403931,11.5122504605,outside_associated_liquid
Physical,1,3,IYXGSMUGOJNHAZ-UHFFFAOYSA-N,Diethyl malonate,298.15,0,0,8.03,14.4171409607,9.74006290335,inside_domain
Physical,1,3,XNLICIUVMPYHGG-UHFFFAOYSA-N,2-Pentanone,293.15,0,0,15.45,10.5590934753,17.6741821348,inside_domain
Physical,1,3,NTIZESTWPVYFNL-UHFFFAOYSA-N,4-Methyl-2-pentanone,293.15,0,0,13.11,9.69081687927,14.6513704727,inside_domain
Physical,1,3,JFDZBHWFFUWGJE-UHFFFAOYSA-N,Benzonitrile,298.15,0,0,25.2,17.8423023224,29.6694423151,inside_domain
Physical,1,3,FERIUCNNQQJTOY-UHFFFAOYSA-N,Butyric acid,293.15,1,1,2.97,16.3850650787,7.21717286495,outside_associated_liquid
Physical,1,3,LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,298.15,0,0,5.02,27.3309383392,8.12045219138,inside_domain
Physical,1,3,FVSKHRXBFJPNKK-UHFFFAOYSA-N,Propionitrile,293.15,0,0,27.2,17.4331912994,38.9694829474,inside_domain
Physical,1,3,MSXVEPNJUHWQHW-UHFFFAOYSA-N,2-Methyl-2-butanol,298.15,1,1,5.82,11.7667999268,5.55405564062,outside_associated_liquid
Physical,1,3,WVDDGKGOMKODPV-UHFFFAOYSA-N,Benzyl alcohol,293.15,1,1,13.1,10.2038507462,5.77594569883,outside_associated_liquid
Physical,1,3,MQWCXKGKQLNYQG-UHFFFAOYSA-N,4-Methylcyclohexanol,293.15,1,1,13.3,10.4101247787,4.28546106184,outside_associated_liquid
Physical,1,3,QGJOPFRUJISHPQ-UHFFFAOYSA-N,Carbon disulfide,293.15,0,0,2.641,24.660238266,1.14604082971,inside_domain
Physical,1,3,RGSFGYAAUTVSQA-UHFFFAOYSA-N,Cyclopentane,293.15,0,0,1.965,3.63977909088,1.10560773191,inside_domain
Physical,1,3,QWTDNUCVQCZILF-UHFFFAOYSA-N,2-Methylbutane,293.15,0,0,1.843,2.76859712601,1.10396118598,inside_domain
Physical,1,3,ZQDPJFUHLCOCRG-WAYWQWQTSA-N,cis-3-Hexene,298.15,0,0,2.062,2.15303897858,1.19258064684,inside_domain
Physical,1,3,CYTYCFOTNPOANT-UHFFFAOYSA-N,Tetrachloroethylene,298.15,0,0,2.3,2.10076999664,1.12045182946,inside_domain
Physical,1,3,GETTZEONDQJALK-UHFFFAOYSA-N,"alpha,alpha,alpha-Trifluorotoluene",303.15,0,0,9.18,10.8380594254,23.2671758909,inside_domain
Physical,1,3,KFUSEUYYWQURPO-UPHRSURJSA-N,"cis-1,2-Dichloroethylene",298.15,0,0,9.2,21.213684082,9.01512393578,inside_domain
Physical,1,3,KFUSEUYYWQURPO-OWOJBTEDSA-N,"trans-1,2-Dichloroethylene",298.15,0,0,2.14,25.4509391785,1.11523574299,inside_domain
Physical,1,3,QBELEDRHMPMKHP-UHFFFAOYSA-N,1-Bromo-2-chlorobenzene,293.15,0,0,6.8,10.396490097,24.1815742763,inside_domain
Physical,1,3,SFPQFQUXAJOWNF-UHFFFAOYSA-N,m-Diiodobenzene,298.15,0,0,4.25,3.98845720291,13.6499299113,inside_domain
Physical,1,3,ROSDSFDQCJNGOL-UHFFFAOYSA-N,Dimethylamine,298.15,1,1,5.26,16.1628322601,4.58015414622,outside_associated_liquid
Physical,1,3,YLQBMQCUIZJEEH-UHFFFAOYSA-N,Furan,298.15,0,0,2.95,15.998623848,1.38878820797,inside_domain
Physical,1,3,JUJWROOIHBZHMG-UHFFFAOYSA-N,Pyridine,298.15,0,0,12.3,22.0569591522,9.88027991812,inside_domain
Physical,1,3,PYLWMHQQBFSUBP-UHFFFAOYSA-N,Fluorobenzene,298.15,0,0,5.42,6.91140413284,9.55831440066,inside_domain
Physical,1,3,ZMANZCXQSJIPKH-UHFFFAOYSA-N,Triethylamine,298.15,0,0,2.42,2.25612878799,1.58318603892,inside_domain
Physical,1,3,PMJHHCWVYXUKFD-SNAWJCMRSA-N,"1,3-Pentadiene",298.15,0,0,2.32,5.27672624588,1.87012388355,inside_domain
Physical,1,3,RRHGJUQNOFWUDK-UHFFFAOYSA-N,"2-Methyl-1,3-butadiene (Isoprene)",298.15,0,0,2.1,4.82117033005,1.33056486908,inside_domain
Morgan+Physical,1,3,ALYCOCULEAWWJO-UHFFFAOYSA-N,triethylpentylammonium bis(trifluoromethylsulfonyl)imide,298.15,0,0,12.5,14.1722507477,6.67840629363,inside_domain
Morgan+Physical,1,3,BGTOWKSIORTVQH-UHFFFAOYSA-N,cyclopentanone,298.15,0,0,13.505,17.6375808716,20.9054049662,inside_domain
Morgan+Physical,1,3,BKIMMITUMNQMOS-UHFFFAOYSA-N,nonane,298.15,0,0,1.98,4.7707285881,1.10532080108,inside_domain
Morgan+Physical,1,3,BMRWNKZVCUKKSR-UHFFFAOYSA-N,"1,2-butanediol",298.2,2,2,22.143,24.3645401001,13.5953058324,outside_associated_liquid
Morgan+Physical,1,3,DKGAVHZHDRPRBM-UHFFFAOYSA-N,2-methylpropan-2-ol,298.15,1,1,12.49,13.6206245422,6.90436439321,outside_associated_liquid
Morgan+Physical,1,3,FXHOOIRPVKKKFG-UHFFFAOYSA-N,"N,N-dimethylethanamide",303.15,0,0,37.72,18.2416725159,35.5309250609,inside_domain
Morgan+Physical,1,3,IMNFDUFMRHMDMM-UHFFFAOYSA-N,heptane,298.15,0,0,1.93,4.38158416748,1.10583566295,inside_domain
Morgan+Physical,1,3,KBPLFHHGFOOTCA-UHFFFAOYSA-N,octan-1-ol,298.15,1,1,10.66,12.0113239288,4.22641786179,outside_associated_liquid
Morgan+Physical,1,3,MCTWTZJPVLRJOU-UHFFFAOYSA-N,1-methylimidazole,298,0,0,39.78,21.986700058,38.1478273189,inside_domain
Morgan+Physical,1,3,OKKJLVBELUTLKV-UHFFFAOYSA-N,methanol,298.15,1,1,33.6,25.4385757446,16.5823957018,outside_associated_liquid
Morgan+Physical,1,3,RYHBNJHYFVUHQT-UHFFFAOYSA-N,"1,4-dioxane",298.2,0,0,2.228,11.3535089493,1.10125989107,inside_domain
Morgan+Physical,1,3,UCCKRVYTJPMHRO-UHFFFAOYSA-N,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide",298.15,0,0,14,15.8362998962,11.4813553141,inside_domain
Morgan+Physical,1,3,VVLAIYIMMFWRFW-UHFFFAOYSA-N,2-hydroxyethylammonium acetate,298.15,3,3,58.3,37.0641479492,4.76933191054,outside_associated_liquid
Morgan+Physical,1,3,YEYKMVJDLWJFOA-UHFFFAOYSA-N,2-propoxyethanol,298.15,1,1,11.5,13.8304443359,11.5122504605,outside_associated_liquid
Morgan+Physical,1,3,IYXGSMUGOJNHAZ-UHFFFAOYSA-N,Diethyl malonate,298.15,0,0,8.03,13.3481025696,9.74006290335,inside_domain
Morgan+Physical,1,3,XNLICIUVMPYHGG-UHFFFAOYSA-N,2-Pentanone,293.15,0,0,15.45,11.5006637573,17.6741821348,inside_domain
Morgan+Physical,1,3,NTIZESTWPVYFNL-UHFFFAOYSA-N,4-Methyl-2-pentanone,293.15,0,0,13.11,12.1132364273,14.6513704727,inside_domain
Morgan+Physical,1,3,JFDZBHWFFUWGJE-UHFFFAOYSA-N,Benzonitrile,298.15,0,0,25.2,23.997341156,29.6694423151,inside_domain
Morgan+Physical,1,3,FERIUCNNQQJTOY-UHFFFAOYSA-N,Butyric acid,293.15,1,1,2.97,14.7332668304,7.21717286495,outside_associated_liquid
Morgan+Physical,1,3,LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,298.15,0,0,5.02,16.8196525574,8.12045219138,inside_domain
Morgan+Physical,1,3,FVSKHRXBFJPNKK-UHFFFAOYSA-N,Propionitrile,293.15,0,0,27.2,21.057592392,38.9694829474,inside_domain
Morgan+Physical,1,3,MSXVEPNJUHWQHW-UHFFFAOYSA-N,2-Methyl-2-butanol,298.15,1,1,5.82,10.4690828323,5.55405564062,outside_associated_liquid
Morgan+Physical,1,3,WVDDGKGOMKODPV-UHFFFAOYSA-N,Benzyl alcohol,293.15,1,1,13.1,13.9448833466,5.77594569883,outside_associated_liquid
Morgan+Physical,1,3,MQWCXKGKQLNYQG-UHFFFAOYSA-N,4-Methylcyclohexanol,293.15,1,1,13.3,9.65346813202,4.28546106184,outside_associated_liquid
Morgan+Physical,1,3,QGJOPFRUJISHPQ-UHFFFAOYSA-N,Carbon disulfide,293.15,0,0,2.641,19.2775707245,1.14604082971,inside_domain
Morgan+Physical,1,3,RGSFGYAAUTVSQA-UHFFFAOYSA-N,Cyclopentane,293.15,0,0,1.965,7.82321500778,1.10560773191,inside_domain
Morgan+Physical,1,3,QWTDNUCVQCZILF-UHFFFAOYSA-N,2-Methylbutane,293.15,0,0,1.843,4.71115970612,1.10396118598,inside_domain
Morgan+Physical,1,3,ZQDPJFUHLCOCRG-WAYWQWQTSA-N,cis-3-Hexene,298.15,0,0,2.062,4.46388816833,1.19258064684,inside_domain
Morgan+Physical,1,3,CYTYCFOTNPOANT-UHFFFAOYSA-N,Tetrachloroethylene,298.15,0,0,2.3,10.2044029236,1.12045182946,inside_domain
Morgan+Physical,1,3,GETTZEONDQJALK-UHFFFAOYSA-N,"alpha,alpha,alpha-Trifluorotoluene",303.15,0,0,9.18,9.33411979675,23.2671758909,inside_domain
Morgan+Physical,1,3,KFUSEUYYWQURPO-UPHRSURJSA-N,"cis-1,2-Dichloroethylene",298.15,0,0,9.2,17.5153923035,9.01512393578,inside_domain
Morgan+Physical,1,3,KFUSEUYYWQURPO-OWOJBTEDSA-N,"trans-1,2-Dichloroethylene",298.15,0,0,2.14,19.6340198517,1.11523574299,inside_domain
Morgan+Physical,1,3,QBELEDRHMPMKHP-UHFFFAOYSA-N,1-Bromo-2-chlorobenzene,293.15,0,0,6.8,8.84813690186,24.1815742763,inside_domain
Morgan+Physical,1,3,SFPQFQUXAJOWNF-UHFFFAOYSA-N,m-Diiodobenzene,298.15,0,0,4.25,5.90931892395,13.6499299113,inside_domain
Morgan+Physical,1,3,ROSDSFDQCJNGOL-UHFFFAOYSA-N,Dimethylamine,298.15,1,1,5.26,12.0039672852,4.58015414622,outside_associated_liquid
Morgan+Physical,1,3,YLQBMQCUIZJEEH-UHFFFAOYSA-N,Furan,298.15,0,0,2.95,12.1096868515,1.38878820797,inside_domain
Morgan+Physical,1,3,JUJWROOIHBZHMG-UHFFFAOYSA-N,Pyridine,298.15,0,0,12.3,15.1388549805,9.88027991812,inside_domain
Morgan+Physical,1,3,PYLWMHQQBFSUBP-UHFFFAOYSA-N,Fluorobenzene,298.15,0,0,5.42,7.37079238892,9.55831440066,inside_domain
Morgan+Physical,1,3,ZMANZCXQSJIPKH-UHFFFAOYSA-N,Triethylamine,298.15,0,0,2.42,5.17472648621,1.58318603892,inside_domain
Morgan+Physical,1,3,PMJHHCWVYXUKFD-SNAWJCMRSA-N,"1,3-Pentadiene",298.15,0,0,2.32,6.27617359161,1.87012388355,inside_domain
Morgan+Physical,1,3,RRHGJUQNOFWUDK-UHFFFAOYSA-N,"2-Methyl-1,3-butadiene (Isoprene)",298.15,0,0,2.1,6.60981845856,1.33056486908,inside_domain
Morgan,1,4,AMQJEAYHLZJPGS-UHFFFAOYSA-N,pentan-1-ol,298.15,1,1,15.736,13.9951381683,5.16365543529,outside_associated_liquid
Morgan,1,4,BTGRAWJCKBQKAO-UHFFFAOYSA-N,hexanedinitrile,298.15,0,0,32.12,31.6096954346,46.5421430104,inside_domain
Morgan,1,4,GSEJCLTVZPLZKY-UHFFFAOYSA-N,triethanolamine,303.15,3,3,28.11,33.0084991455,8.50333947546,outside_associated_liquid
Morgan,1,4,KFZMGEQAYNKOFK-UHFFFAOYSA-N,propan-2-ol,299.15,1,1,18.845,13.7398700714,10.0046688096,outside_associated_liquid
Morgan,1,4,KLTUZFZUYLXTFF-UHFFFAOYSA-N,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate,298.15,1,1,23.3,23.7937335968,82.1073071673,outside_associated_liquid
Morgan,1,4,LLEVMYXEJUDBTA-UHFFFAOYSA-N,heptanedinitrile,298.15,0,0,29.71,31.6096954346,22.0308625381,inside_domain
Morgan,1,4,OHLUUHNLEMFGTQ-UHFFFAOYSA-N,N-methylacetamide,303.15,1,1,178.47,9.54973220825,5.9744908461,outside_associated_liquid
Morgan,1,4,UEEJHVSXFDXPFK-UHFFFAOYSA-N,"2-(N,N-dimethylamino)ethanol",303.15,1,1,17.18,29.5059280396,2.86613042866,outside_associated_liquid
Morgan,1,4,UODQEMVTULZGKO-UHFFFAOYSA-N,"1-pentyl-1-methylpyrrolidinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",298.15,0,0,12.5,12.5706987381,24.4937811978,inside_domain
Morgan,1,4,UPCXAARSWVHVLY-UHFFFAOYSA-N,triethanolammonium acetate,298.15,4,4,31,52.2277641296,11.4536548979,outside_associated_liquid
Morgan,1,4,XTHFKEDIFFGKHM-UHFFFAOYSA-N,"1,2-dimethoxyethane",298.15,0,0,7.0695,6.21522331238,5.4993455063,inside_domain
Morgan,1,4,ZHNUHDYFZUAESO-UHFFFAOYSA-N,formamide,303.15,2,2,106.14,9.50683879852,1.63244107371,outside_associated_liquid
Morgan,1,4,ZPTRYWVRCNOTAS-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,298.15,0,0,16.5,24.3999557495,17.4010984828,inside_domain
Morgan,1,4,ZUHZGEOKBKGPSW-UHFFFAOYSA-N,"2,5,8,11,14-pentaoxapentadecane",298.15,0,0,7.798,6.51615953445,10.2230813729,inside_domain
Morgan,1,4,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,2-methyl-1-propanol,298.15,1,1,17.96,17.084651947,5.2814866108,outside_associated_liquid
Morgan,1,4,HXDLWJWIAHWIKI-UHFFFAOYSA-N,beta-Hydroxyethyl acetate (Glycol monoacetate),303.15,1,1,13,40.9971733093,9.74097362491,outside_associated_liquid
Morgan,1,4,DKPFZGUDAPQIHT-UHFFFAOYSA-N,Butyl acetate,293.15,0,0,5.01,7.09864282608,10.0231968887,inside_domain
Morgan,1,4,NVJBFARDFTXOTO-UHFFFAOYSA-N,Ethyl sulfite,293.15,0,0,15.9,22.0639362335,15.9704051889,inside_domain
Morgan,1,4,SPEUIVXLLWOEMJ-UHFFFAOYSA-N,"1,1-Dimethoxyethane",293.15,0,0,3.49,6.41044521332,8.95630913771,inside_domain
Morgan,1,4,NQPDZGIKBAWPEJ-UHFFFAOYSA-N,Valeric acid,293.15,1,1,2.66,9.90778636932,5.73031614295,outside_associated_liquid
Morgan,1,4,DHKHKXVYLBGOIT-UHFFFAOYSA-N,"1,1-Diethoxyethane",298.15,0,0,3.8,7.38124799728,6.97488629158,inside_domain
Morgan,1,4,QJPJQTDYNZXKQF-UHFFFAOYSA-N,p-Bromoanisole,303.15,0,0,7.06,5.48915910721,27.3339480411,inside_domain
Morgan,1,4,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,Isopropyl ether,298.15,0,0,3.88,6.40321207047,2.80531678598,inside_domain
Morgan,1,4,LFSAPCRASZRSKS-UHFFFAOYSA-N,2-Methylcyclohexanone,293.15,0,0,14,16.9015445709,15.7212749253,inside_domain
Morgan,1,4,UJBOOUHRTQVGRU-UHFFFAOYSA-N,3-Methylcyclohexanone,293.15,0,0,12.4,19.6815681458,17.8915575672,inside_domain
Morgan,1,4,NDVWOBYBJYUSMF-UHFFFAOYSA-N,2-Methylcyclohexanol,293.15,1,1,13.3,8.80055713654,5.23202446322,outside_associated_liquid
Morgan,1,4,HTSABYAWKQAHBT-UHFFFAOYSA-N,3-Methylcyclohexanol,293.15,1,1,12.3,9.17926025391,4.10543593176,outside_associated_liquid
Morgan,1,4,LCZUOKDVTBMCMX-UHFFFAOYSA-N,"2,5-Dimethylpyrazine",293.15,0,0,2.436,7.92891836166,1.11662360242,inside_domain
Morgan,1,4,UHOVQNZJYSORNB-UHFFFAOYSA-N,Benzene,293.15,0,0,2.284,7.2186999321,1.12590545146,inside_domain
Morgan,1,4,HGCIXCUEYOPUTN-UHFFFAOYSA-N,Cyclohexene,298.15,0,0,2.22,8.39339351654,1.24380093714,inside_domain
Morgan,1,4,GDOPTJXRTPNYNR-UHFFFAOYSA-N,Methylcyclopentane,293.15,0,0,1.985,8.06904506683,1.11100262715,inside_domain
Morgan,1,4,ZQDPJFUHLCOCRG-AATRIKPKSA-N,trans-3-Hexene,298.15,0,0,2,5.10784292221,1.10808604929,inside_domain
Morgan,1,4,UQEAIHBTYFGYIE-UHFFFAOYSA-N,Hexamethyldisiloxane,293.15,0,0,2.17,6.89822769165,1.21737241547,inside_domain
Morgan,1,4,PIICEJLVQHRZGT-UHFFFAOYSA-N,"1,2-Ethanediamine",293.15,2,2,14.2,9.39312171936,1.53256228944,outside_associated_liquid
Morgan,1,4,GETQZCLCWQTVFV-UHFFFAOYSA-N,Trimethylamine,298.15,0,0,2.44,20.0781517029,2.6946634545,inside_domain
Morgan,1,4,WQAQPCDUOCURKW-UHFFFAOYSA-N,1-Butanethiol,298.15,1,1,4.95,4.71737957001,12.2942625019,outside_associated_liquid
Morgan,1,4,LJSQFQKUNVCTIA-UHFFFAOYSA-N,Ethyl sulfide,298.15,0,0,5.72,5.10784292221,10.37513043,inside_domain
Morgan,1,4,HLLCNVLEVVFTJB-UHFFFAOYSA-N,2-Fluoro-2-methylbutane,293.15,0,0,5.89,5.34163808823,9.61421135256,inside_domain
Morgan,1,4,BTQZKHUEUDPRST-UHFFFAOYSA-N,m-Fluorotoluene,303.15,0,0,5.42,6.71755456924,10.8674299419,inside_domain
Morgan,1,4,QQONPFPTGQHPMA-UHFFFAOYSA-N,Propene,293.15,0,0,1.875,7.48521852493,1.56210378661,inside_domain
Morgan,1,4,RCJMVGJKROQDCB-UHFFFAOYSA-N,"2-Methyl-1,3-pentadiene",298.15,0,0,2.42,7.59779930115,2.15098593997,inside_domain
Physical,1,4,AMQJEAYHLZJPGS-UHFFFAOYSA-N,pentan-1-ol,298.15,1,1,15.736,12.4307870865,5.16365543529,outside_associated_liquid
Physical,1,4,BTGRAWJCKBQKAO-UHFFFAOYSA-N,hexanedinitrile,298.15,0,0,32.12,33.4519195557,46.5421430104,inside_domain
Physical,1,4,GSEJCLTVZPLZKY-UHFFFAOYSA-N,triethanolamine,303.15,3,3,28.11,26.7702636719,8.50333947546,outside_associated_liquid
Physical,1,4,KFZMGEQAYNKOFK-UHFFFAOYSA-N,propan-2-ol,299.15,1,1,18.845,17.3315143585,10.0046688096,outside_associated_liquid
