inchikey,name,smiles,T_K,dielectric,formal_charge,heavy_atom_count,hbd,hba,tpsa_A2,molecular_volume_A3,molar_volume_m3_mol,dipole_D,polarizability_au,polarizability_A3,mu_sq_over_Vm,alpha_over_Vm,total_energy_hartree,homo_lumo_gap_ev,xtb_seconds,xtb_version,status,error,density_kg_m3,density_temperature_K,density_delta_T_K,density_source_doi,density_source_file,experimental_molar_volume_m3_mol,molar_volume_source,mu_sq_over_Vm_experimental
UWHCKJMYHZGTIT-UHFFFAOYSA-N,tetraethylene glycol,OCCOCCOCCOCCO,298.15,19.91,0,13,2,5,68.15,190.184,0.00011453148,4.363,122.95577,18.220169,166205.56,0.095802849,-46.590112359,10.2211,0.5194426,6.7.1pre,ok,,1120.19,298.15,0,10.1016/j.jct.2007.09.004,10.1016__j.jct.2007.09.004-506d4cdbace7.xml,0.000173387550326,thermoml_experimental_density,109787.403791
VCAIYEJBOWHUGP-UHFFFAOYSA-N,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",CCCCn1cc[n+](C)c1C.F[B-](F)(F)F,298.15,13.3,0,16,0,0,8.81,224.32,0.00013508866,1.374,149.99346,22.226742,13975.088,0.099084978,-43.6805854953,0.1159,4.5919337,6.7.1pre,ok,,,,,,,,xtb_estimated,
VFTFKUDGYRBSAL-UHFFFAOYSA-N,"1,4,7,10,13-pentaoxacyclopentadecane",C1COCCOCCOCCOCCO1,298.15,15.48,0,15,0,5,46.15,212.056,0.00012770311,4.303,141.60845,20.984213,144991.06,0.098955995,-51.9034552294,9.9035,1.2230456,6.7.1pre,ok,,,,,,,,xtb_estimated,
VRFOKYHDLYBVAL-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium ethyl sulfate,CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,298.15,35,0,15,0,4,75.24,214.032,0.00012889308,7.679,153.045,22.678935,457488.02,0.10596049,-41.1150259214,0.7283,2.998946,6.7.1pre,ok,,,,,,,,xtb_estimated,
VVLAIYIMMFWRFW-UHFFFAOYSA-N,2-hydroxyethylammonium acetate,CC(=O)O.NCCO,298.15,58.3,0,8,3,3,83.55,119.152,7.1755012e-05,1.732,75.390034,11.171653,41806.474,0.093759675,-21.0212053358,0.0995,1.0958771,6.7.1pre,ok,,,,,,,,xtb_estimated,
WYJOVVXUZNRJQY-UHFFFAOYSA-N,2-acetylthiophene,CC(=O)c1cccs1,298.15,29.19,0,8,0,2,17.07,110.48,6.6532611e-05,4.153,89.894646,13.321015,259232.41,0.120574,-23.1853498737,2.8731,0.2215796,6.7.1pre,ok,,1166.24,298.15,0,10.1016/j.fluid.2016.10.026,10.1016__j.fluid.2016.10.026-4f9936028fc6.xml,0.000108193853752,thermoml_experimental_density,159412.095991
WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,298.115,11.8861,0,9,0,0,0,104.728,6.3068676e-05,2.008,56.798056,8.4166053,63931.325,0.080366333,-34.7978400156,12.4131,0.3146804,6.7.1pre,ok,,,,,,,,xtb_estimated,
XDJYSDBSJWNTQT-UHFFFAOYSA-N,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",CCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,12.8,0,24,0,4,91.19,278.504,0.00016771903,8.609,199.2642,29.527914,441899.06,0.1060233,-68.6737621295,0.6288,11.296683,6.7.1pre,ok,,,,,,,,xtb_estimated,
XDTMQSROBMDMFD-UHFFFAOYSA-N,cyclohexane,C1CCCCC1,298.15,2.02,0,6,0,0,0,100.64,6.0606825e-05,0,70.066085,10.382725,0,0.10316698,-18.9859404029,13.5785,0.1830201,6.7.1pre,ok,,773.78,298.15,0,10.1016/j.jct.2012.04.011,10.1016__j.jct.2012.04.011-8d41d80e769b.xml,0.000108767349893,thermoml_experimental_density,0
XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,O,297.575,78.87,0,1,0,0,31.5,19.744,1.1890115e-05,2.216,9.42913,1.3972532,413003.25,0.070768497,-5.07020802278,14.1597,0.09721,6.7.1pre,ok,,997.07,298.15,0.575,10.1016/j.jct.2012.04.011,10.1016__j.jct.2012.04.011-8d41d80e769b.xml,1.80679390615e-05,thermoml_experimental_density,271788.386229
XQQZRZQVBFHBHL-UHFFFAOYSA-N,"1,4,7,10-tetraoxacyclododecane",C1COCCOCCOCCO1,299.4,10.76,0,12,0,4,36.92,169.872,0.00010229931,3.392,113.47058,16.814609,112470.59,0.098983997,-41.5173813388,9.8175,0.4283186,6.7.1pre,ok,,,,,,,,xtb_estimated,
XTHFKEDIFFGKHM-UHFFFAOYSA-N,"1,2-dimethoxyethane",COCCOC,298.15,7.0695,0,6,0,2,18.46,96.616,5.8183515e-05,1.695,61.943252,9.1790449,49378.677,0.095005433,-21.7685379186,10.5552,0.2118011,6.7.1pre,ok,,861.43,298.15,0,10.1016/j.jct.2003.09.005,10.1016__j.jct.2003.09.005-6c578a1fff2a.xml,0.00010461906365,thermoml_experimental_density,27461.7732158
YEJRWHAVMIAJKC-UHFFFAOYSA-N,.gamma.-butyrolactone,O=C1CCCO1,295.65,41.99,0,6,0,2,26.3,80.08,4.8225303e-05,4.936,52.965709,7.84871,505213.95,0.098010864,-19.7669653738,4.7927,0.1579349,6.7.1pre,ok,,1128.79,293.15,2.5,10.1021/je900503p,10.1021__je900503p-c4927a582b2b.xml,7.62675076852e-05,thermoml_experimental_density,319455.777951
YEYKMVJDLWJFOA-UHFFFAOYSA-N,2-propoxyethanol,CCCOCCO,298.15,11.5,0,7,1,2,29.46,112.68,6.7857482e-05,2.747,73.117615,10.834915,111203.79,0.096156505,-24.9419745308,10.7001,0.3308484,6.7.1pre,ok,,907.213,298.15,0,10.1016/j.jct.2016.07.002,10.1016__j.jct.2016.07.002-ed3a9046ff64.xml,0.000114801044518,thermoml_experimental_density,65731.1876534
YFMFNYKEUDLDTL-UHFFFAOYSA-N,"1,1,1,2,3,3,3-heptafluoropropane",FC(C(F)(F)F)C(F)(F)F,302.85,4.1348,0,10,0,0,0,98.32,5.9209688e-05,2.02,48.851266,7.2390123,68914.398,0.073627058,-40.0467079533,11.1886,0.1701283,6.7.1pre,ok,,,,,,,,xtb_estimated,
YFNKIDBQEZZDLK-UHFFFAOYSA-N,"2,5,8,11-tetraoxadodecane",COCCOCCOCCOC,298.15,7.604,0,12,0,4,36.92,181.712,0.00010942952,3.428,118.72218,17.592815,107385.86,0.096817025,-42.5303880725,10.3752,0.410231,6.7.1pre,ok,,979.61,298.15,0,10.1016/j.jct.2004.08.003,10.1016__j.jct.2004.08.003-9e764b6430b1.xml,0.000181937709905,thermoml_experimental_density,64589.0508688
YIWUKEYIRIRTPP-UHFFFAOYSA-N,2-ethyl-1-hexanol,CCCCC(CC)CO,298.2,7.353,0,9,1,1,20.23,153.856,9.2654249e-05,2.023,103.017,15.265547,44169.901,0.099219707,-30.3757734101,11.8066,0.4904855,6.7.1pre,ok,,830.62,298.2,0,10.1016/j.jct.2010.03.011,10.1016__j.jct.2010.03.011-53debc98a2ee.xml,0.000156787700754,thermoml_experimental_density,26102.3599449
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,297.385,2.40445,0,7,0,0,0,99.44,5.9884168e-05,0.536,79.405903,11.766743,4797.5285,0.11833008,-19.0492788422,4.5924,0.1754485,6.7.1pre,ok,,862.02,298.15,0.765,10.1016/j.jct.2012.04.011,10.1016__j.jct.2012.04.011-8d41d80e769b.xml,0.000106889631331,thermoml_experimental_density,2687.78174667
ZBCBWPMODOFKDW-UHFFFAOYSA-N,diethanolamine,OCCNCCO,303.15,24.69,0,7,3,3,52.49,108.48,6.5328183e-05,2.526,70.453004,10.44006,97671.108,0.096239494,-25.1965181594,9.6885,0.2421674,6.7.1pre,ok,,,,,,,,xtb_estimated,
ZHNUHDYFZUAESO-UHFFFAOYSA-N,formamide,N=CO,303.15,106.14,0,3,2,1,44.08,43.24,2.6039737e-05,0.439,27.80259,4.1199197,7401.0349,0.095280288,-10.6276606831,4.619,0.1117869,6.7.1pre,ok,,,,,,,,xtb_estimated,
ZIBGPFATKBEMQZ-UHFFFAOYSA-N,triethylene glycol,OCCOCCOCCO,298.15,23.07,0,10,2,4,58.92,147.672,8.8930157e-05,3.236,94.543828,14.009953,117751.91,0.094872101,-36.2138665124,10.1507,0.4117112,6.7.1pre,ok,,1119.66,298.15,0,10.1016/j.jct.2007.09.004,10.1016__j.jct.2007.09.004-506d4cdbace7.xml,0.000134124644982,thermoml_experimental_density,78074.3613632
ZMXDDKWLCZADIW-UHFFFAOYSA-N,dimethylformamide,CN(C)C=O,302.73,36.55,0,5,0,1,20.31,76.64,4.6153687e-05,4.598,51.214777,7.5892486,458069.67,0.099024642,-16.9805731395,4.7718,0.2121507,6.7.1pre,ok,,,,,,,,xtb_estimated,
ZPTRYWVRCNOTAS-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,298.15,16.5,0,16,0,3,66.01,199.552,0.00012017302,4.526,139.78834,20.7145,170459.85,0.10380502,-26.1179476883,0.0917,2.3750791,6.7.1pre,ok,,,,,,,,xtb_estimated,
ZSIAUFGUXNUGDI-UHFFFAOYSA-N,hexan-1-ol,CCCCCCO,298.15,14.26,0,7,1,1,20.23,120.712,7.2694466e-05,1.838,79.760362,11.819269,46471.818,0.097912956,-24.0465495523,12.199,0.2636069,6.7.1pre,ok,,815.275,298.15,0,10.1021/je050116g,10.1021__je050116g-fa71e9de8a9a.xml,0.000125328263469,thermoml_experimental_density,26955.1648326
ZTOMUSMDRMJOTH-UHFFFAOYSA-N,pentanedinitrile,N#CCCCC#N,298.15,34.6,0,7,0,2,47.58,97.52,5.8727917e-05,3.947,65.496034,9.705513,265270.93,0.099523308,-19.5270736776,5.6244,0.186304,6.7.1pre,ok,,,,,,,,xtb_estimated,
ZUHZGEOKBKGPSW-UHFFFAOYSA-N,"2,5,8,11,14-pentaoxapentadecane",COCCOCCOCCOCCOC,298.15,7.798,0,15,0,5,46.15,223.952,0.00013486705,3.634,146.90896,21.769666,97918.33,0.097206839,-52.9161385664,10.2352,0.7907866,6.7.1pre,ok,,1007.16,298.15,0,10.1016/j.jct.2007.05.006,10.1016__j.jct.2007.05.006-c4f420b3645b.xml,0.000220700782398,thermoml_experimental_density,59836.4711557
ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,2-methyl-1-propanol,CC(C)CO,298.15,17.96,0,5,1,1,20.23,86.976,5.2378171e-05,1.57,56.501788,8.3727029,47059.68,0.09626452,-17.7205808241,12.0619,0.1928551,6.7.1pre,ok,,797.74,298.15,0,10.1021/je800593p,10.1021__je800593p-d60e4d9358be.xml,9.29162383734e-05,thermoml_experimental_density,26528.1940288
HXDLWJWIAHWIKI-UHFFFAOYSA-N,beta-Hydroxyethyl acetate (Glycol monoacetate),CC(=O)OCCO,303.15,13.0,0,7,1,3,46.53,98.992,5.9614376e-05,2.377,62.702737,9.291589,94777.961,0.093862019,-24.8413750925,4.673,0.2139188,6.7.1pre,ok,,,,,,,,xtb_estimated,
IYXGSMUGOJNHAZ-UHFFFAOYSA-N,Diethyl malonate,CCOC(=O)CC(=O)OCC,298.15,8.03,0,11,0,4,52.6,152.152,9.1628076e-05,2.919,99.489391,14.74281,92990.723,0.096895275,-37.3936523419,4.7345,0.2983073,6.7.1pre,ok,,,,,,,,xtb_estimated,
SVONRAPFKPVNKG-UHFFFAOYSA-N,"beta-Ethoxyethyl acetate (""Cellosolve"" acetate)",CCOCCOC(C)=O,303.15,7.57,0,9,0,3,35.53,132.6,7.9853586e-05,2.815,86.350668,12.795852,99234.428,0.096499635,-31.1665304364,4.3735,0.2572979,6.7.1pre,ok,,,,,,,,xtb_estimated,
KXKVLQRXCPHEJC-UHFFFAOYSA-N,Methyl acetate,COC(C)=O,298.15,6.68,0,5,0,2,26.3,73.464,4.4241055e-05,2.243,46.42697,6.8797686,113719.01,0.093648163,-17.6174606955,4.9272,0.1449135,6.7.1pre,ok,,927.5,298.15,0,10.1016/j.fluid.2014.01.022,10.1016__j.fluid.2014.01.022-a8159475cc20.xml,7.9869541779e-05,thermoml_experimental_density,62990.8334008
XEKOWRVHYACXOJ-UHFFFAOYSA-N,Ethyl acetate,CCOC(C)=O,298.15,6.02,0,6,0,2,26.3,90.184,5.4310074e-05,2.254,57.990707,8.593338,93546.475,0.095286725,-20.7852126735,4.9256,0.3815004,6.7.1pre,ok,,894.51,298.15,0,10.1016/j.jct.2003.09.005,10.1016__j.jct.2003.09.005-6c578a1fff2a.xml,9.84963834949e-05,thermoml_experimental_density,51580.736467
DIQMPQMYFZXDAX-UHFFFAOYSA-N,Amyl formate,CCCCCOC=O,298.15,6.49,0,8,0,2,26.3,123.808,7.455892e-05,2.445,81.705921,12.107571,80178.535,0.097793122,-27.1012386432,4.6799,0.2254433,6.7.1pre,ok,,,,,,,,xtb_estimated,
DKPFZGUDAPQIHT-UHFFFAOYSA-N,Butyl acetate,CCCCOC(C)=O,293.15,5.01,0,8,0,2,26.3,123.64,7.4457748e-05,2.649,81.322763,12.050793,94244.067,0.09746678,-27.1134405667,4.9186,0.2206283,6.7.1pre,ok,,,,,,,,xtb_estimated,
GJRQTCIYDGXPES-UHFFFAOYSA-N,Isobutyl acetate,CC(=O)OCC(C)C,293.15,5.29,0,8,0,2,26.3,123.208,7.4197592e-05,2.419,81.311981,12.049195,78864.568,0.097795557,-27.1153199357,4.9596,0.2296966,6.7.1pre,ok,,,,,,,,xtb_estimated,
XNWFRZJHXBZDAG-UHFFFAOYSA-N,2-Methoxyethanol,COCCO,303.15,16.0,0,5,1,2,29.46,79.672,4.79796e-05,2.485,49.867133,7.3895483,128705.22,0.092749627,-18.6093075245,10.7058,0.176865,6.7.1pre,ok,,955.76,303.15,0,10.1021/je040006u,10.1021__je040006u-1883d1fc1d4e.xml,7.96172679334e-05,thermoml_experimental_density,77561.3778303
SWXVUIWOUIDPGS-UHFFFAOYSA-N,4-Hydroxy-4-methyl-2-pentanone (Diacetone alcohol),CC(=O)CC(C)(C)O,298.15,18.2,0,8,1,2,37.3,123.304,7.4255404e-05,3.485,80.830672,11.977872,163560.15,0.097140988,-27.0895040268,3.7672,0.4407742,6.7.1pre,ok,,,,,,,,xtb_estimated,
CSCPPACGZOOCGX-UHFFFAOYSA-N,Acetone,CC(C)=O,298.15,20.70,0,4,0,1,17.07,64.632,3.89223e-05,3.418,41.43862,6.1405713,300155.03,0.09500822,-13.5327341003,3.9254,0.1554837,6.7.1pre,ok,,784.233,298.15,0,10.1016/j.jct.2007.04.006,10.1016__j.jct.2007.04.006-eebe756c5ebc.xml,7.40596225867e-05,thermoml_experimental_density,157747.549771
RTZKZFJDLAIYFH-UHFFFAOYSA-N,Ethyl ether,CCOCC,293.15,4.335,0,5,0,1,9.23,87.504,5.2696141e-05,1.409,56.792581,8.415794,37674.125,0.096176106,-17.7191946414,11.1833,0.2365568,6.7.1pre,ok,,,,,,,,xtb_estimated,
XNLICIUVMPYHGG-UHFFFAOYSA-N,2-Pentanone,CCCC(C)=O,293.15,15.45,0,6,0,1,17.07,97.928,5.897362e-05,3.176,64.792016,9.6011882,171042.17,0.09804334,-19.8602595296,3.8502,0.2810309,6.7.1pre,ok,,,,,,,,xtb_estimated,
FDPIMTJIUBPUKL-UHFFFAOYSA-N,3-Pentanone,CCC(=O)CC,293.15,17.00,0,6,0,1,17.07,98.2,5.9137422e-05,3.444,64.798794,9.6021926,200569.04,0.097782002,-19.8576890189,3.6756,0.2611648,6.7.1pre,ok,,,,,,,,xtb_estimated,
NTIZESTWPVYFNL-UHFFFAOYSA-N,4-Methyl-2-pentanone,CC(=O)CC(C)C,293.15,13.11,0,7,0,1,17.07,114.504,6.8955921e-05,3.114,76.438119,11.326963,140626.01,0.098921985,-23.0251068123,3.726,0.2264282,6.7.1pre,ok,,,,,,,,xtb_estimated,
JFDZBHWFFUWGJE-UHFFFAOYSA-N,Benzonitrile,N#Cc1ccccc1,298.15,25.20,0,8,0,1,23.79,101.08,6.0871799e-05,4.216,80.585692,11.94157,292001.49,0.11813979,-20.3981283273,3.9841,0.1594872,6.7.1pre,ok,,,,,,,,xtb_estimated,
DTQVDTLACAAQTR-UHFFFAOYSA-N,Trifluoroacetic acid,O=C(O)C(F)(F)F,293.15,39.5,0,7,1,1,37.3,72.168,4.3460585e-05,3.523,39.103036,5.7944733,285581.27,0.08029145,-27.1064821735,4.4387,0.1714792,6.7.1pre,ok,,,,,,,,xtb_estimated,
HEBKCHPVOIAQTA-NGQZWQHPSA-N,Xylitol,OC[C@@H](O)C(O)[C@@H](O)CO,293.15,40.0,0,10,5,5,101.15,137.544,8.2830933e-05,3.614,86.615738,12.835131,157682.59,0.093316545,-37.1171280118,10.0393,0.3122841,6.7.1pre,ok,,,,,,,,xtb_estimated,
NVJBFARDFTXOTO-UHFFFAOYSA-N,Ethyl sulfite,CCOS(=O)OCC,293.15,15.9,0,8,0,3,35.53,122.512,7.3778451e-05,3.362,86.593057,12.83177,153202.51,0.10473888,-29.1223431954,5.859,0.9755471,6.7.1pre,ok,,,,,,,,xtb_estimated,
SQYNKIJPMDEDEG-UHFFFAOYSA-N,Paraldehyde,CC1OC(C)OC(C)O1,298.15,13.9,0,9,0,3,27.69,127.688,7.6895511e-05,0.702,84.704954,12.551982,6408.7486,0.098301969,-31.18386139,10.8291,0.2325532,6.7.1pre,ok,,988.35,298.15,0,10.1021/je0496903,10.1021__je0496903-4c390c3525bd.xml,0.000133716800728,thermoml_experimental_density,3685.43068122
WFCLYEAZTHWNEH-UHFFFAOYSA-N,Ethyl thiocyanate,CCSC#N,294.15,29.3,0,5,0,2,23.79,81.632,4.9159939e-05,3.978,61.054984,9.0474171,321897.96,0.11083175,-15.0885276316,3.7859,0.1762687,6.7.1pre,ok,,,,,,,,xtb_estimated,
YPFDHNVEDLHUCE-UHFFFAOYSA-N,"1,3-Propanediol",OCCCO,293.15,35.0,0,5,2,2,40.46,79.264,4.7733897e-05,0.482,49.43427,7.3254046,4867.0655,0.092417801,-18.6127477052,11.7395,0.1617803,6.7.1pre,ok,,,,,,,,xtb_estimated,
FERIUCNNQQJTOY-UHFFFAOYSA-N,Butyric acid,CCCC(=O)O,293.15,2.97,0,6,1,1,37.3,89.672,5.4001741e-05,1.888,57.881021,8.5770842,66007.946,0.095649525,-20.7866508446,4.9707,0.1535999,6.7.1pre,ok,,,,,,,,xtb_estimated,
YNAVUWVOSKDBBP-UHFFFAOYSA-N,Morpholine,C1COCCN1,298.15,7.33,0,6,1,2,21.26,88.872,5.3519969e-05,1.603,60.983869,9.036879,48012.154,0.10168421,-20.1226299304,9.7414,0.1809163,6.7.1pre,ok,,,,,,,,xtb_estimated,
WERYXYBDKMZEQL-UHFFFAOYSA-N,"1,4-Butanediol",OCCCCO,303.15,30.2,0,6,2,2,40.46,96.328,5.8010078e-05,2.615,61.052239,9.0470103,117879.95,0.093918802,-21.7778724539,12.1031,0.2179478,6.7.1pre,ok,,1013.45,298.2,4.95,10.1016/j.jct.2010.03.011,10.1016__j.jct.2010.03.011-53debc98a2ee.xml,8.8925946026e-05,thermoml_experimental_density,76897.9730393
SPEUIVXLLWOEMJ-UHFFFAOYSA-N,"1,1-Dimethoxyethane",COC(C)OC,293.15,3.49,0,6,0,2,18.46,96.36,5.8029348e-05,2.203,61.919237,9.1754862,83633.698,0.095220903,-21.779589642,10.9569,0.2151778,6.7.1pre,ok,,,,,,,,xtb_estimated,
NQPDZGIKBAWPEJ-UHFFFAOYSA-N,Valeric acid,CCCCC(=O)O,293.15,2.66,0,7,1,1,37.3,106.536,6.4157479e-05,1.806,69.548884,10.306084,50837.97,0.096738037,-23.9500742901,4.8713,0.2534426,6.7.1pre,ok,,,,,,,,xtb_estimated,
GWYFCOCPABKNJV-UHFFFAOYSA-N,Isovaleric acid,CC(C)CC(=O)O,293.15,2.64,0,7,1,1,37.3,106.368,6.4056307e-05,1.835,69.494169,10.297976,52566.643,0.096814602,-23.9534562859,4.9336,0.1620393,6.7.1pre,ok,,,,,,,,xtb_estimated,
ISPYQTSUDJAMAB-UHFFFAOYSA-N,o-Chlorophenol,Oc1ccccc1Cl,298.15,6.31,0,8,1,1,20.23,106.272,6.3998494e-05,1.112,84.493052,12.520581,19321.455,0.11781637,-24.005568464,4.0413,0.2065919,6.7.1pre,ok,,,,,,,,xtb_estimated,
SVTBMSDMJJWYQN-UHFFFAOYSA-N,"2-Methyl-2,4-pentanediol",CC(O)CC(C)(C)O,303.15,24.4,0,8,2,2,40.46,128.136,7.7165303e-05,3.892,84.060581,12.456496,196301.49,0.097213083,-28.121251642,10.468,0.2547416,6.7.1pre,ok,,,,,,,,xtb_estimated,
DHKHKXVYLBGOIT-UHFFFAOYSA-N,"1,1-Diethoxyethane",CCOC(C)OCC,298.15,3.80,0,8,0,2,18.46,129.976,7.8273377e-05,2.248,85.110451,12.61207,64562.233,0.097033839,-28.1117466267,10.7218,0.3043283,6.7.1pre,ok,,,,,,,,xtb_estimated,
QJPJQTDYNZXKQF-UHFFFAOYSA-N,p-Bromoanisole,COc1ccc(Br)cc1,303.15,7.06,0,9,0,1,9.23,127.856,7.6996683e-05,4.583,103.04129,15.269148,272789.53,0.11942457,-26.6931345645,3.7622,0.1955666,6.7.1pre,ok,,,,,,,,xtb_estimated,
WEVYAHXRMPXWCK-UHFFFAOYSA-N,Acetonitrile,CC#N,293.15,37.5,0,3,0,1,23.79,46.32,2.7894556e-05,3.852,29.435058,4.3618265,531928.31,0.094167239,-8.68694397921,5.9108,0.1269212,6.7.1pre,ok,,776.533,298.15,5,10.1007/s10765-008-0395-z,10.1007__s10765-008-0395-z-6bf8687d669d.xml,5.28670384903e-05,thermoml_experimental_density,280664.558177
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methyl ether,COC,298.15,5.02,0,3,0,1,9.23,54.016,3.2529196e-05,1.579,33.596673,4.9785144,76646.255,0.092167401,-11.3877634921,11.7249,0.1396173,6.7.1pre,ok,,,,,,,,xtb_estimated,
FVSKHRXBFJPNKK-UHFFFAOYSA-N,Propionitrile,CCC#N,293.15,27.2,0,4,0,1,23.79,63.016,3.7949122e-05,3.821,41.132879,6.0952651,384726.71,0.096725674,-11.8496587967,5.7558,0.1094074,6.7.1pre,ok,,,,,,,,xtb_estimated,
NKKMVIVFRUYPLQ-NSCUHMNNSA-N,Crotononitrile (bp 108 C),C/C=C/C#N,293.15,36.1,0,5,0,1,23.79,73.832,4.446267e-05,4.585,52.042971,7.7119743,472806.18,0.10445301,-13.9635984697,4.0643,0.129761,6.7.1pre,ok,,,,,,,,xtb_estimated,
ZWEHNKRNPOVVGH-UHFFFAOYSA-N,2-Butanone,CCC(C)=O,293.15,18.51,0,5,0,1,17.07,81.32,4.8972049e-05,3.256,53.128284,7.8728011,216481.37,0.096812606,-16.6958804165,3.8786,0.1683227,6.7.1pre,ok,,799.75,298.15,5,10.1016/j.jct.2017.06.020,10.1016__j.jct.2017.06.020-7adc011d5187.xml,9.01619256018e-05,thermoml_experimental_density,117583.291719
XCIXKGXIYUWCLL-UHFFFAOYSA-N,Cyclopentanol,OC1CCCC1,293.15,18.0,0,6,1,1,20.23,93.512,5.6314243e-05,1.768,62.812128,9.307799,55506.811,0.099535878,-19.8739746197,11.6744,0.179112,6.7.1pre,ok,,,,,,,,xtb_estimated,
PHTQWCKDNZKARW-UHFFFAOYSA-N,3-Methyl-1-butanol,CC(C)CCO,298.15,14.7,0,6,1,1,20.23,103.632,6.2408649e-05,1.644,68.114462,10.093524,43307.074,0.097397754,-20.884764634,12.1103,0.3274659,6.7.1pre,ok,,804.24,298.15,0,10.1016/j.jct.2015.03.021,10.1016__j.jct.2015.03.021-baf780968794.xml,0.000109606585099,thermoml_experimental_density,24658.5184417
MSXVEPNJUHWQHW-UHFFFAOYSA-N,2-Methyl-2-butanol,CCC(C)(C)O,298.15,5.82,0,6,1,1,20.23,103.624,6.2403831e-05,1.764,67.834772,10.052078,49863.861,0.09700531,-20.8927420191,11.7793,0.2553417,6.7.1pre,ok,,804.31,298.15,0,10.1016/j.jct.2015.03.021,10.1016__j.jct.2015.03.021-baf780968794.xml,0.000109597045915,thermoml_experimental_density,28392.1521243
POLCUAVZOMRGSN-UHFFFAOYSA-N,Propyl ether,CCCOCCC,299.15,3.39,0,7,0,1,9.23,121.088,7.2920898e-05,1.435,80.085976,11.86752,28239.161,0.098007398,-24.0479524317,10.8526,0.3747359,6.7.1pre,ok,,,,,,,,xtb_estimated,
ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,Isopropyl ether,CC(C)OC(C)C,298.15,3.88,0,7,0,1,9.23,120.688,7.2680012e-05,1.228,79.92188,11.843203,20748.263,0.098130744,-24.053909167,10.6796,0.218961,6.7.1pre,ok,,,,,,,,xtb_estimated,
WVDDGKGOMKODPV-UHFFFAOYSA-N,Benzyl alcohol,OCc1ccccc1,293.15,13.1,0,8,1,1,20.23,108.392,6.5275188e-05,1.816,84.176192,12.473627,50522.352,0.11507886,-23.1014548514,4.5712,0.1971455,6.7.1pre,ok,,,,,,,,xtb_estimated,
QWVGKYWNOKOFNN-UHFFFAOYSA-N,o-Cresol,Cc1ccccc1O,298.15,11.5,0,8,1,1,20.23,107.552,6.4769328e-05,1.992,83.845148,12.424572,61264.554,0.11552153,-23.1221603517,4.2237,0.1700363,6.7.1pre,ok,,,,,,,,xtb_estimated,
RLSSMJSEOOYNOY-UHFFFAOYSA-N,m-Cresol,Cc1cccc(O)c1,298.15,11.8,0,8,1,1,20.23,108.088,6.5092115e-05,1.994,83.838875,12.423642,61083.22,0.11494007,-23.123590043,4.2425,0.2118644,6.7.1pre,ok,,,,,,,,xtb_estimated,
RDOXTESZEPMUJZ-UHFFFAOYSA-N,Methoxybenzene (Anisole),COc1ccccc1,298.15,4.33,0,8,0,1,9.23,108.16,6.5135474e-05,1.415,84.325625,12.495771,30739.394,0.11553043,-23.1116781667,4.1703,0.1882204,6.7.1pre,ok,,,,,,,,xtb_estimated,
LFSAPCRASZRSKS-UHFFFAOYSA-N,2-Methylcyclohexanone,CC1CCCCC1=O,293.15,14.0,0,8,0,1,17.07,120.2,7.2386132e-05,3.306,82.926249,12.288405,150990.75,0.10223299,-25.1780467445,3.6659,0.2731354,6.7.1pre,ok,,,,,,,,xtb_estimated,
UJBOOUHRTQVGRU-UHFFFAOYSA-N,3-Methylcyclohexanone,CC1CCCC(=O)C1,293.15,12.4,0,8,0,1,17.07,120.344,7.2472851e-05,3.538,82.882803,12.281967,172719.08,0.10205716,-25.179701791,3.74,0.2403012,6.7.1pre,ok,,,,,,,,xtb_estimated,
VGVHNLRUAMRIEW-UHFFFAOYSA-N,4-Methylcyclohexanone,CC1CCC(=O)CC1,293.15,12.4,0,8,0,1,17.07,120.408,7.2511392e-05,3.567,82.932483,12.289329,175468.83,0.10206405,-25.1836443242,3.6774,0.2622267,6.7.1pre,ok,,,,,,,,xtb_estimated,
NDVWOBYBJYUSMF-UHFFFAOYSA-N,2-Methylcyclohexanol,CC1CCCCC1O,293.15,13.3,0,8,1,1,20.23,125.568,7.5618817e-05,1.856,86.12625,12.762596,45553.952,0.10163892,-26.2123448197,11.4917,0.2886748,6.7.1pre,ok,,,,,,,,xtb_estimated,
HTSABYAWKQAHBT-UHFFFAOYSA-N,3-Methylcyclohexanol,CC1CCCC(O)C1,293.15,12.3,0,8,1,1,20.23,125.992,7.5874156e-05,1.606,86.220304,12.776534,33993.604,0.1014075,-26.2032740136,11.4874,0.3034646,6.7.1pre,ok,,,,,,,,xtb_estimated,
