source_file,source_sha256,doi,title,dataset_number,property_name,property_family,value,unit,expanded_uncertainty,standard_uncertainty,uncertainty_kind,confidence_level,temperature_k,pressure_kpa,frequency_mhz,phase,method,component_count,is_pure,primary_name,primary_formula,primary_inchi,primary_inchi_key,components_json
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1016__j.jct.2005.05.010-b22c057f5473.xml,0bb88bf0b47e116e9a67fd8129e2f24123a5c539d9a24c502e2f5e34baf3d31c,10.1016/j.jct.2005.05.010,On the permittivity and density of the systems {tetraglyme + (n-nonane or n-dodecane)} at various temperatures,3,Relative permittivity at various frequencies,frequency_dependent,2.88,,0.06,,combined,95,298.15,101,1,Liquid,HP4284A LCR meter with HP16452A measuring cell,2,False,dodecane,C12H26,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",SNRUBQQJIBEYMU-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C12H26"",""name"":""dodecane"",""standard_inchi"":""InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3"",""standard_inchi_key"":""SNRUBQQJIBEYMU-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""C10H22O5"",""name"":""2,5,8,11,14-pentaoxapentadecane"",""standard_inchi"":""InChI=1S/C10H22O5/c1-11-3-5-13-7-9-15-10-8-14-6-4-12-2/h3-10H2,1-2H3"",""standard_inchi_key"":""ZUHZGEOKBKGPSW-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1016__j.jct.2005.05.010-b22c057f5473.xml,0bb88bf0b47e116e9a67fd8129e2f24123a5c539d9a24c502e2f5e34baf3d31c,10.1016/j.jct.2005.05.010,On the permittivity and density of the systems {tetraglyme + (n-nonane or n-dodecane)} at various temperatures,3,Relative permittivity at various frequencies,frequency_dependent,2.3,,0.05,,combined,95,303.15,101,1,Liquid,HP4284A LCR meter with HP16452A measuring cell,2,False,dodecane,C12H26,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",SNRUBQQJIBEYMU-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C12H26"",""name"":""dodecane"",""standard_inchi"":""InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3"",""standard_inchi_key"":""SNRUBQQJIBEYMU-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""C10H22O5"",""name"":""2,5,8,11,14-pentaoxapentadecane"",""standard_inchi"":""InChI=1S/C10H22O5/c1-11-3-5-13-7-9-15-10-8-14-6-4-12-2/h3-10H2,1-2H3"",""standard_inchi_key"":""ZUHZGEOKBKGPSW-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1016__j.jct.2005.05.010-b22c057f5473.xml,0bb88bf0b47e116e9a67fd8129e2f24123a5c539d9a24c502e2f5e34baf3d31c,10.1016/j.jct.2005.05.010,On the permittivity and density of the systems {tetraglyme + (n-nonane or n-dodecane)} at various temperatures,3,Relative permittivity at various frequencies,frequency_dependent,2.7,,0.05,,combined,95,303.15,101,1,Liquid,HP4284A LCR meter with HP16452A measuring cell,2,False,dodecane,C12H26,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",SNRUBQQJIBEYMU-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C12H26"",""name"":""dodecane"",""standard_inchi"":""InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3"",""standard_inchi_key"":""SNRUBQQJIBEYMU-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""C10H22O5"",""name"":""2,5,8,11,14-pentaoxapentadecane"",""standard_inchi"":""InChI=1S/C10H22O5/c1-11-3-5-13-7-9-15-10-8-14-6-4-12-2/h3-10H2,1-2H3"",""standard_inchi_key"":""ZUHZGEOKBKGPSW-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1016__j.jct.2005.05.010-b22c057f5473.xml,0bb88bf0b47e116e9a67fd8129e2f24123a5c539d9a24c502e2f5e34baf3d31c,10.1016/j.jct.2005.05.010,On the permittivity and density of the systems {tetraglyme + (n-nonane or n-dodecane)} at various temperatures,3,Relative permittivity at various frequencies,frequency_dependent,2.87,,0.06,,combined,95,303.15,101,1,Liquid,HP4284A LCR meter with HP16452A measuring cell,2,False,dodecane,C12H26,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",SNRUBQQJIBEYMU-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C12H26"",""name"":""dodecane"",""standard_inchi"":""InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3"",""standard_inchi_key"":""SNRUBQQJIBEYMU-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""C10H22O5"",""name"":""2,5,8,11,14-pentaoxapentadecane"",""standard_inchi"":""InChI=1S/C10H22O5/c1-11-3-5-13-7-9-15-10-8-14-6-4-12-2/h3-10H2,1-2H3"",""standard_inchi_key"":""ZUHZGEOKBKGPSW-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1016__j.jct.2005.05.010-b22c057f5473.xml,0bb88bf0b47e116e9a67fd8129e2f24123a5c539d9a24c502e2f5e34baf3d31c,10.1016/j.jct.2005.05.010,On the permittivity and density of the systems {tetraglyme + (n-nonane or n-dodecane)} at various temperatures,3,Relative permittivity at various frequencies,frequency_dependent,2.29,,0.05,,combined,95,308.15,101,1,Liquid,HP4284A LCR meter with HP16452A measuring cell,2,False,dodecane,C12H26,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",SNRUBQQJIBEYMU-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C12H26"",""name"":""dodecane"",""standard_inchi"":""InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3"",""standard_inchi_key"":""SNRUBQQJIBEYMU-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""C10H22O5"",""name"":""2,5,8,11,14-pentaoxapentadecane"",""standard_inchi"":""InChI=1S/C10H22O5/c1-11-3-5-13-7-9-15-10-8-14-6-4-12-2/h3-10H2,1-2H3"",""standard_inchi_key"":""ZUHZGEOKBKGPSW-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1016__j.jct.2005.05.010-b22c057f5473.xml,0bb88bf0b47e116e9a67fd8129e2f24123a5c539d9a24c502e2f5e34baf3d31c,10.1016/j.jct.2005.05.010,On the permittivity and density of the systems {tetraglyme + (n-nonane or n-dodecane)} at various temperatures,3,Relative permittivity at various frequencies,frequency_dependent,2.66,,0.05,,combined,95,308.15,101,1,Liquid,HP4284A LCR meter with HP16452A measuring cell,2,False,dodecane,C12H26,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",SNRUBQQJIBEYMU-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C12H26"",""name"":""dodecane"",""standard_inchi"":""InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3"",""standard_inchi_key"":""SNRUBQQJIBEYMU-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""C10H22O5"",""name"":""2,5,8,11,14-pentaoxapentadecane"",""standard_inchi"":""InChI=1S/C10H22O5/c1-11-3-5-13-7-9-15-10-8-14-6-4-12-2/h3-10H2,1-2H3"",""standard_inchi_key"":""ZUHZGEOKBKGPSW-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1016__j.jct.2005.05.010-b22c057f5473.xml,0bb88bf0b47e116e9a67fd8129e2f24123a5c539d9a24c502e2f5e34baf3d31c,10.1016/j.jct.2005.05.010,On the permittivity and density of the systems {tetraglyme + (n-nonane or n-dodecane)} at various temperatures,3,Relative permittivity at various frequencies,frequency_dependent,2.79,,0.06,,combined,95,308.15,101,1,Liquid,HP4284A LCR meter with HP16452A measuring cell,2,False,dodecane,C12H26,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",SNRUBQQJIBEYMU-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C12H26"",""name"":""dodecane"",""standard_inchi"":""InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3"",""standard_inchi_key"":""SNRUBQQJIBEYMU-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""C10H22O5"",""name"":""2,5,8,11,14-pentaoxapentadecane"",""standard_inchi"":""InChI=1S/C10H22O5/c1-11-3-5-13-7-9-15-10-8-14-6-4-12-2/h3-10H2,1-2H3"",""standard_inchi_key"":""ZUHZGEOKBKGPSW-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1016__j.jct.2005.05.010-b22c057f5473.xml,0bb88bf0b47e116e9a67fd8129e2f24123a5c539d9a24c502e2f5e34baf3d31c,10.1016/j.jct.2005.05.010,On the permittivity and density of the systems {tetraglyme + (n-nonane or n-dodecane)} at various temperatures,3,Relative permittivity at various frequencies,frequency_dependent,3.07,,0.06,,combined,95,308.15,101,1,Liquid,HP4284A LCR meter with HP16452A measuring cell,2,False,dodecane,C12H26,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",SNRUBQQJIBEYMU-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C12H26"",""name"":""dodecane"",""standard_inchi"":""InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3"",""standard_inchi_key"":""SNRUBQQJIBEYMU-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""C10H22O5"",""name"":""2,5,8,11,14-pentaoxapentadecane"",""standard_inchi"":""InChI=1S/C10H22O5/c1-11-3-5-13-7-9-15-10-8-14-6-4-12-2/h3-10H2,1-2H3"",""standard_inchi_key"":""ZUHZGEOKBKGPSW-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1016__j.jct.2005.05.010-b22c057f5473.xml,0bb88bf0b47e116e9a67fd8129e2f24123a5c539d9a24c502e2f5e34baf3d31c,10.1016/j.jct.2005.05.010,On the permittivity and density of the systems {tetraglyme + (n-nonane or n-dodecane)} at various temperatures,3,Relative permittivity at various frequencies,frequency_dependent,3.25,,0.07,,combined,95,308.15,101,1,Liquid,HP4284A LCR meter with HP16452A measuring cell,2,False,dodecane,C12H26,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",SNRUBQQJIBEYMU-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C12H26"",""name"":""dodecane"",""standard_inchi"":""InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3"",""standard_inchi_key"":""SNRUBQQJIBEYMU-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""C10H22O5"",""name"":""2,5,8,11,14-pentaoxapentadecane"",""standard_inchi"":""InChI=1S/C10H22O5/c1-11-3-5-13-7-9-15-10-8-14-6-4-12-2/h3-10H2,1-2H3"",""standard_inchi_key"":""ZUHZGEOKBKGPSW-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1016__j.jct.2005.05.010-b22c057f5473.xml,0bb88bf0b47e116e9a67fd8129e2f24123a5c539d9a24c502e2f5e34baf3d31c,10.1016/j.jct.2005.05.010,On the permittivity and density of the systems {tetraglyme + (n-nonane or n-dodecane)} at various temperatures,3,Relative permittivity at various frequencies,frequency_dependent,4.07,,0.08,,combined,95,308.15,101,1,Liquid,HP4284A LCR meter with HP16452A measuring cell,2,False,dodecane,C12H26,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",SNRUBQQJIBEYMU-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C12H26"",""name"":""dodecane"",""standard_inchi"":""InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3"",""standard_inchi_key"":""SNRUBQQJIBEYMU-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""C10H22O5"",""name"":""2,5,8,11,14-pentaoxapentadecane"",""standard_inchi"":""InChI=1S/C10H22O5/c1-11-3-5-13-7-9-15-10-8-14-6-4-12-2/h3-10H2,1-2H3"",""standard_inchi_key"":""ZUHZGEOKBKGPSW-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1016__j.jct.2005.05.010-b22c057f5473.xml,0bb88bf0b47e116e9a67fd8129e2f24123a5c539d9a24c502e2f5e34baf3d31c,10.1016/j.jct.2005.05.010,On the permittivity and density of the systems {tetraglyme + (n-nonane or n-dodecane)} at various temperatures,3,Relative permittivity at various frequencies,frequency_dependent,2.28,,0.05,,combined,95,318.15,101,1,Liquid,HP4284A LCR meter with HP16452A measuring cell,2,False,dodecane,C12H26,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",SNRUBQQJIBEYMU-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C12H26"",""name"":""dodecane"",""standard_inchi"":""InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3"",""standard_inchi_key"":""SNRUBQQJIBEYMU-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""C10H22O5"",""name"":""2,5,8,11,14-pentaoxapentadecane"",""standard_inchi"":""InChI=1S/C10H22O5/c1-11-3-5-13-7-9-15-10-8-14-6-4-12-2/h3-10H2,1-2H3"",""standard_inchi_key"":""ZUHZGEOKBKGPSW-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1016__j.jct.2005.05.010-b22c057f5473.xml,0bb88bf0b47e116e9a67fd8129e2f24123a5c539d9a24c502e2f5e34baf3d31c,10.1016/j.jct.2005.05.010,On the permittivity and density of the systems {tetraglyme + (n-nonane or n-dodecane)} at various temperatures,3,Relative permittivity at various frequencies,frequency_dependent,2.63,,0.05,,combined,95,318.15,101,1,Liquid,HP4284A LCR meter with HP16452A measuring cell,2,False,dodecane,C12H26,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",SNRUBQQJIBEYMU-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C12H26"",""name"":""dodecane"",""standard_inchi"":""InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3"",""standard_inchi_key"":""SNRUBQQJIBEYMU-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""C10H22O5"",""name"":""2,5,8,11,14-pentaoxapentadecane"",""standard_inchi"":""InChI=1S/C10H22O5/c1-11-3-5-13-7-9-15-10-8-14-6-4-12-2/h3-10H2,1-2H3"",""standard_inchi_key"":""ZUHZGEOKBKGPSW-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1016__j.jct.2005.05.010-b22c057f5473.xml,0bb88bf0b47e116e9a67fd8129e2f24123a5c539d9a24c502e2f5e34baf3d31c,10.1016/j.jct.2005.05.010,On the permittivity and density of the systems {tetraglyme + (n-nonane or n-dodecane)} at various temperatures,3,Relative permittivity at various frequencies,frequency_dependent,2.79,,0.06,,combined,95,318.15,101,1,Liquid,HP4284A LCR meter with HP16452A measuring cell,2,False,dodecane,C12H26,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",SNRUBQQJIBEYMU-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C12H26"",""name"":""dodecane"",""standard_inchi"":""InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3"",""standard_inchi_key"":""SNRUBQQJIBEYMU-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""C10H22O5"",""name"":""2,5,8,11,14-pentaoxapentadecane"",""standard_inchi"":""InChI=1S/C10H22O5/c1-11-3-5-13-7-9-15-10-8-14-6-4-12-2/h3-10H2,1-2H3"",""standard_inchi_key"":""ZUHZGEOKBKGPSW-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1016__j.jct.2005.05.010-b22c057f5473.xml,0bb88bf0b47e116e9a67fd8129e2f24123a5c539d9a24c502e2f5e34baf3d31c,10.1016/j.jct.2005.05.010,On the permittivity and density of the systems {tetraglyme + (n-nonane or n-dodecane)} at various temperatures,3,Relative permittivity at various frequencies,frequency_dependent,3.02,,0.06,,combined,95,318.15,101,1,Liquid,HP4284A LCR meter with HP16452A measuring cell,2,False,dodecane,C12H26,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",SNRUBQQJIBEYMU-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C12H26"",""name"":""dodecane"",""standard_inchi"":""InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3"",""standard_inchi_key"":""SNRUBQQJIBEYMU-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""C10H22O5"",""name"":""2,5,8,11,14-pentaoxapentadecane"",""standard_inchi"":""InChI=1S/C10H22O5/c1-11-3-5-13-7-9-15-10-8-14-6-4-12-2/h3-10H2,1-2H3"",""standard_inchi_key"":""ZUHZGEOKBKGPSW-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1016__j.jct.2005.05.010-b22c057f5473.xml,0bb88bf0b47e116e9a67fd8129e2f24123a5c539d9a24c502e2f5e34baf3d31c,10.1016/j.jct.2005.05.010,On the permittivity and density of the systems {tetraglyme + (n-nonane or n-dodecane)} at various temperatures,3,Relative permittivity at various frequencies,frequency_dependent,3.53,,0.07,,combined,95,318.15,101,1,Liquid,HP4284A LCR meter with HP16452A measuring cell,2,False,dodecane,C12H26,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",SNRUBQQJIBEYMU-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C12H26"",""name"":""dodecane"",""standard_inchi"":""InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3"",""standard_inchi_key"":""SNRUBQQJIBEYMU-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""C10H22O5"",""name"":""2,5,8,11,14-pentaoxapentadecane"",""standard_inchi"":""InChI=1S/C10H22O5/c1-11-3-5-13-7-9-15-10-8-14-6-4-12-2/h3-10H2,1-2H3"",""standard_inchi_key"":""ZUHZGEOKBKGPSW-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1016__j.jct.2005.05.010-b22c057f5473.xml,0bb88bf0b47e116e9a67fd8129e2f24123a5c539d9a24c502e2f5e34baf3d31c,10.1016/j.jct.2005.05.010,On the permittivity and density of the systems {tetraglyme + (n-nonane or n-dodecane)} at various temperatures,3,Relative permittivity at various frequencies,frequency_dependent,4.02,,0.08,,combined,95,318.15,101,1,Liquid,HP4284A LCR meter with HP16452A measuring cell,2,False,dodecane,C12H26,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",SNRUBQQJIBEYMU-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C12H26"",""name"":""dodecane"",""standard_inchi"":""InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3"",""standard_inchi_key"":""SNRUBQQJIBEYMU-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""C10H22O5"",""name"":""2,5,8,11,14-pentaoxapentadecane"",""standard_inchi"":""InChI=1S/C10H22O5/c1-11-3-5-13-7-9-15-10-8-14-6-4-12-2/h3-10H2,1-2H3"",""standard_inchi_key"":""ZUHZGEOKBKGPSW-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1016__j.jct.2005.05.010-b22c057f5473.xml,0bb88bf0b47e116e9a67fd8129e2f24123a5c539d9a24c502e2f5e34baf3d31c,10.1016/j.jct.2005.05.010,On the permittivity and density of the systems {tetraglyme + (n-nonane or n-dodecane)} at various temperatures,3,Relative permittivity at various frequencies,frequency_dependent,2.28,,0.05,,combined,95,328.15,101,1,Liquid,HP4284A LCR meter with HP16452A measuring cell,2,False,dodecane,C12H26,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",SNRUBQQJIBEYMU-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C12H26"",""name"":""dodecane"",""standard_inchi"":""InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3"",""standard_inchi_key"":""SNRUBQQJIBEYMU-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""C10H22O5"",""name"":""2,5,8,11,14-pentaoxapentadecane"",""standard_inchi"":""InChI=1S/C10H22O5/c1-11-3-5-13-7-9-15-10-8-14-6-4-12-2/h3-10H2,1-2H3"",""standard_inchi_key"":""ZUHZGEOKBKGPSW-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1016__j.jct.2005.05.010-b22c057f5473.xml,0bb88bf0b47e116e9a67fd8129e2f24123a5c539d9a24c502e2f5e34baf3d31c,10.1016/j.jct.2005.05.010,On the permittivity and density of the systems {tetraglyme + (n-nonane or n-dodecane)} at various temperatures,3,Relative permittivity at various frequencies,frequency_dependent,2.58,,0.05,,combined,95,328.15,101,1,Liquid,HP4284A LCR meter with HP16452A measuring cell,2,False,dodecane,C12H26,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",SNRUBQQJIBEYMU-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C12H26"",""name"":""dodecane"",""standard_inchi"":""InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3"",""standard_inchi_key"":""SNRUBQQJIBEYMU-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""C10H22O5"",""name"":""2,5,8,11,14-pentaoxapentadecane"",""standard_inchi"":""InChI=1S/C10H22O5/c1-11-3-5-13-7-9-15-10-8-14-6-4-12-2/h3-10H2,1-2H3"",""standard_inchi_key"":""ZUHZGEOKBKGPSW-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1016__j.jct.2005.05.010-b22c057f5473.xml,0bb88bf0b47e116e9a67fd8129e2f24123a5c539d9a24c502e2f5e34baf3d31c,10.1016/j.jct.2005.05.010,On the permittivity and density of the systems {tetraglyme + (n-nonane or n-dodecane)} at various temperatures,3,Relative permittivity at various frequencies,frequency_dependent,2.79,,0.06,,combined,95,328.15,101,1,Liquid,HP4284A LCR meter with HP16452A measuring cell,2,False,dodecane,C12H26,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",SNRUBQQJIBEYMU-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C12H26"",""name"":""dodecane"",""standard_inchi"":""InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3"",""standard_inchi_key"":""SNRUBQQJIBEYMU-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""C10H22O5"",""name"":""2,5,8,11,14-pentaoxapentadecane"",""standard_inchi"":""InChI=1S/C10H22O5/c1-11-3-5-13-7-9-15-10-8-14-6-4-12-2/h3-10H2,1-2H3"",""standard_inchi_key"":""ZUHZGEOKBKGPSW-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1016__j.jct.2005.05.010-b22c057f5473.xml,0bb88bf0b47e116e9a67fd8129e2f24123a5c539d9a24c502e2f5e34baf3d31c,10.1016/j.jct.2005.05.010,On the permittivity and density of the systems {tetraglyme + (n-nonane or n-dodecane)} at various temperatures,3,Relative permittivity at various frequencies,frequency_dependent,2.96,,0.06,,combined,95,328.15,101,1,Liquid,HP4284A LCR meter with HP16452A measuring cell,2,False,dodecane,C12H26,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",SNRUBQQJIBEYMU-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C12H26"",""name"":""dodecane"",""standard_inchi"":""InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3"",""standard_inchi_key"":""SNRUBQQJIBEYMU-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""C10H22O5"",""name"":""2,5,8,11,14-pentaoxapentadecane"",""standard_inchi"":""InChI=1S/C10H22O5/c1-11-3-5-13-7-9-15-10-8-14-6-4-12-2/h3-10H2,1-2H3"",""standard_inchi_key"":""ZUHZGEOKBKGPSW-UHFFFAOYSA-N""}]"
E:\Claude Code\电解质ML\电解质ML\data\raw\thermoml\10.1016__j.jct.2005.05.010-b22c057f5473.xml,0bb88bf0b47e116e9a67fd8129e2f24123a5c539d9a24c502e2f5e34baf3d31c,10.1016/j.jct.2005.05.010,On the permittivity and density of the systems {tetraglyme + (n-nonane or n-dodecane)} at various temperatures,3,Relative permittivity at various frequencies,frequency_dependent,3.44,,0.07,,combined,95,328.15,101,1,Liquid,HP4284A LCR meter with HP16452A measuring cell,2,False,dodecane,C12H26,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",SNRUBQQJIBEYMU-UHFFFAOYSA-N,"[{""cas_registry_number"":"""",""formula"":""C12H26"",""name"":""dodecane"",""standard_inchi"":""InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3"",""standard_inchi_key"":""SNRUBQQJIBEYMU-UHFFFAOYSA-N""},{""cas_registry_number"":"""",""formula"":""C10H22O5"",""name"":""2,5,8,11,14-pentaoxapentadecane"",""standard_inchi"":""InChI=1S/C10H22O5/c1-11-3-5-13-7-9-15-10-8-14-6-4-12-2/h3-10H2,1-2H3"",""standard_inchi_key"":""ZUHZGEOKBKGPSW-UHFFFAOYSA-N""}]"
