exclusion_id,dataset_id,source_property,property,inchikey,source_file,source_row_index,segment_index,source_file_sha256,reason_code,reason,raw_value
pubchem_liquid_window_harvest:22:0,pubchem_liquid_window_harvest,Solubility,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,22,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table","Solubility in water, g/100ml:"
pubchem_liquid_window_harvest:23:0,pubchem_liquid_window_harvest,Density,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,23,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table","0.767 at 68 °F (USCG, 1999) - Less dense than water; will float"
pubchem_liquid_window_harvest:24:0,pubchem_liquid_window_harvest,Density,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,24,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",0.7684 at 20 °C/4 °C
pubchem_liquid_window_harvest:25:0,pubchem_liquid_window_harvest,Density,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,25,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table","% In saturated air: 0.9 at 25 °C, 760 mm Hg; density of saturated air: 1.1 at 25 °C, 760 mm hg (air= 1)"
pubchem_liquid_window_harvest:26:0,pubchem_liquid_window_harvest,Density,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,26,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",Density  (at 20 °C): 0.8 g/cm³
pubchem_liquid_window_harvest:27:0,pubchem_liquid_window_harvest,Density,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,27,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",Relative density of the vapour/air-mixture at 20 °C (air = 1): 1.0
pubchem_liquid_window_harvest:28:0,pubchem_liquid_window_harvest,Density,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,28,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",0.7689 @25 °C
pubchem_liquid_window_harvest:29:0,pubchem_liquid_window_harvest,Vapor Density,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,29,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table","4.48 (NTP, 1992) - Heavier than air; will sink (Relative to Air)"
pubchem_liquid_window_harvest:30:0,pubchem_liquid_window_harvest,Vapor Density,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,30,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",1.48 (Air = 1)
pubchem_liquid_window_harvest:31:0,pubchem_liquid_window_harvest,Vapor Density,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,31,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",Relative vapor density  (air = 1): 4.5
pubchem_liquid_window_harvest:32:0,pubchem_liquid_window_harvest,Vapor Pressure,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,32,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table","4.8 mmHg at 68 °F (NTP, 1992)"
pubchem_liquid_window_harvest:33:0,pubchem_liquid_window_harvest,Vapor Pressure,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,33,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",6.01 [mmHg]
pubchem_liquid_window_harvest:34:0,pubchem_liquid_window_harvest,Vapor Pressure,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,34,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",6.01 mm Hg at 25 °C
pubchem_liquid_window_harvest:35:0,pubchem_liquid_window_harvest,Vapor Pressure,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,35,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table","Vapor pressure, kPa at 20 °C: 0.46"
pubchem_liquid_window_harvest:36:0,pubchem_liquid_window_harvest,Vapor Pressure,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,36,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",6.01 [mm Hg] @25 °C
pubchem_liquid_window_harvest:37:0,pubchem_liquid_window_harvest,LogP,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,37,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",log Kow= 3.21
pubchem_liquid_window_harvest:38:0,pubchem_liquid_window_harvest,LogP,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,38,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",3.21
pubchem_liquid_window_harvest:39:0,pubchem_liquid_window_harvest,LogP,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,39,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",3.21
pubchem_liquid_window_harvest:40:0,pubchem_liquid_window_harvest,Henry's Law Constant,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,40,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",Henry's Law constant = 6.0X10-3 atm cu-m/mol at 25 °C
pubchem_liquid_window_harvest:41:0,pubchem_liquid_window_harvest,Autoignition Temperature,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,41,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table","382 °F (USCG, 1999)"
pubchem_liquid_window_harvest:42:0,pubchem_liquid_window_harvest,Autoignition Temperature,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,42,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",382 °F (194 °C)
pubchem_liquid_window_harvest:43:0,pubchem_liquid_window_harvest,Autoignition Temperature,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,43,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",175 °C
pubchem_liquid_window_harvest:44:0,pubchem_liquid_window_harvest,Decomposition,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,44,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",When heated to decomposition it emits acrid smoke and fumes.
pubchem_liquid_window_harvest:46:0,pubchem_liquid_window_harvest,Viscosity,viscosity,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,46,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,kinematic_viscosity_not_dynamic,"kinematic viscosity (mm2/s, cSt, Saybolt) is not dynamic viscosity and carries no density in this harvest to convert it",0.86 mm²/s at 20 °C
pubchem_liquid_window_harvest:47:0,pubchem_liquid_window_harvest,Heat of Combustion,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,47,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table","-17,670 BTU/LB= -9,820 CAL/G= -411X10+5 JOULES/KG"
pubchem_liquid_window_harvest:48:0,pubchem_liquid_window_harvest,Heat of Vaporization,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,48,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",Latent heat of vaporization: 67.8 cal/g at 140.9 °C
pubchem_liquid_window_harvest:49:0,pubchem_liquid_window_harvest,Surface Tension,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,49,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",23 DYNES/CM= 0.023 N/M @ 20 °C
pubchem_liquid_window_harvest:50:0,pubchem_liquid_window_harvest,Odor Threshold,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,50,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table","Odor threshold high = 0.37 mg/m3, low = 2.50 mg/m3"
pubchem_liquid_window_harvest:51:0,pubchem_liquid_window_harvest,Odor Threshold,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,51,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",0.37 mg/cu m (odor low) 2.50 mg/cu m (odor high).
pubchem_liquid_window_harvest:52:0,pubchem_liquid_window_harvest,Refractive Index,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,52,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",Index of refraction: 1.3992 at 20 °C/D
pubchem_liquid_window_harvest:53:0,pubchem_liquid_window_harvest,Other Experimental Properties,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,53,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table","1 PPM= APPROX 5.33 MG/CU M @ 25 °C, 760 MM HG; 1 MG/L= APPROX 188 PPM @ 25 °C, 760 MM HG"
pubchem_liquid_window_harvest:54:0,pubchem_liquid_window_harvest,Other Experimental Properties,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,54,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",Azeotrope 67 wt% at 92.9 °C
pubchem_liquid_window_harvest:55:0,pubchem_liquid_window_harvest,Other Experimental Properties,,DURPTKYDGMDSBL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/DURPTKYDGMDSBL-UHFFFAOYSA-N.experimental_properties.json,55,0,e3cc15f53da6ea44d098824a92f99f12c39eab3498da91e4488c655af090ea30,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",Hydroxyl radical reaction rate constant = 2.88X10-11 cu cm/molecule-sec at 25 °C
pubchem_liquid_window_harvest:0:0,pubchem_liquid_window_harvest,Physical Description,,FDPIMTJIUBPUKL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/FDPIMTJIUBPUKL-UHFFFAOYSA-N.experimental_properties.json,0,0,5abf2a4dbfe09e072464d984c1df54639c89bd8e9d45a71e2b21df053afdf704,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",Diethyl ketone appears as a clear colorless liquid with an acetone-like odor. Flash point 55 °F. Less dense than water. Vapors heavier than air.
pubchem_liquid_window_harvest:1:0,pubchem_liquid_window_harvest,Physical Description,,FDPIMTJIUBPUKL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/FDPIMTJIUBPUKL-UHFFFAOYSA-N.experimental_properties.json,1,0,5abf2a4dbfe09e072464d984c1df54639c89bd8e9d45a71e2b21df053afdf704,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",Liquid
pubchem_liquid_window_harvest:2:0,pubchem_liquid_window_harvest,Physical Description,,FDPIMTJIUBPUKL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/FDPIMTJIUBPUKL-UHFFFAOYSA-N.experimental_properties.json,2,0,5abf2a4dbfe09e072464d984c1df54639c89bd8e9d45a71e2b21df053afdf704,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",Colorless liquid with an acetone-like odor; [NIOSH]
pubchem_liquid_window_harvest:3:0,pubchem_liquid_window_harvest,Physical Description,,FDPIMTJIUBPUKL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/FDPIMTJIUBPUKL-UHFFFAOYSA-N.experimental_properties.json,3,0,5abf2a4dbfe09e072464d984c1df54639c89bd8e9d45a71e2b21df053afdf704,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",COLOURLESS LIQUID WITH CHARACTERISTIC ODOUR.
pubchem_liquid_window_harvest:4:0,pubchem_liquid_window_harvest,Physical Description,,FDPIMTJIUBPUKL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/FDPIMTJIUBPUKL-UHFFFAOYSA-N.experimental_properties.json,4,0,5abf2a4dbfe09e072464d984c1df54639c89bd8e9d45a71e2b21df053afdf704,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",Colorless liquid with an acetone-like odor.
pubchem_liquid_window_harvest:5:0,pubchem_liquid_window_harvest,Physical Description,,FDPIMTJIUBPUKL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/FDPIMTJIUBPUKL-UHFFFAOYSA-N.experimental_properties.json,5,0,5abf2a4dbfe09e072464d984c1df54639c89bd8e9d45a71e2b21df053afdf704,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",Colorless liquid with an acetone-like odor.
pubchem_liquid_window_harvest:6:0,pubchem_liquid_window_harvest,Color/Form,,FDPIMTJIUBPUKL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/FDPIMTJIUBPUKL-UHFFFAOYSA-N.experimental_properties.json,6,0,5abf2a4dbfe09e072464d984c1df54639c89bd8e9d45a71e2b21df053afdf704,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table","Colorless, mobile liquid"
pubchem_liquid_window_harvest:7:0,pubchem_liquid_window_harvest,Odor,,FDPIMTJIUBPUKL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/FDPIMTJIUBPUKL-UHFFFAOYSA-N.experimental_properties.json,7,0,5abf2a4dbfe09e072464d984c1df54639c89bd8e9d45a71e2b21df053afdf704,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",Acetone odor
pubchem_liquid_window_harvest:8:0,pubchem_liquid_window_harvest,Boiling Point,,FDPIMTJIUBPUKL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/FDPIMTJIUBPUKL-UHFFFAOYSA-N.experimental_properties.json,8,0,5abf2a4dbfe09e072464d984c1df54639c89bd8e9d45a71e2b21df053afdf704,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table","216 °F at 760 mmHg (USCG, 1999)"
pubchem_liquid_window_harvest:9:0,pubchem_liquid_window_harvest,Boiling Point,,FDPIMTJIUBPUKL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/FDPIMTJIUBPUKL-UHFFFAOYSA-N.experimental_properties.json,9,0,5abf2a4dbfe09e072464d984c1df54639c89bd8e9d45a71e2b21df053afdf704,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",101.7 °C
pubchem_liquid_window_harvest:10:0,pubchem_liquid_window_harvest,Boiling Point,,FDPIMTJIUBPUKL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/FDPIMTJIUBPUKL-UHFFFAOYSA-N.experimental_properties.json,10,0,5abf2a4dbfe09e072464d984c1df54639c89bd8e9d45a71e2b21df053afdf704,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",102 °C
pubchem_liquid_window_harvest:11:0,pubchem_liquid_window_harvest,Boiling Point,,FDPIMTJIUBPUKL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/FDPIMTJIUBPUKL-UHFFFAOYSA-N.experimental_properties.json,11,0,5abf2a4dbfe09e072464d984c1df54639c89bd8e9d45a71e2b21df053afdf704,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",215 °F
pubchem_liquid_window_harvest:12:0,pubchem_liquid_window_harvest,Boiling Point,,FDPIMTJIUBPUKL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/FDPIMTJIUBPUKL-UHFFFAOYSA-N.experimental_properties.json,12,0,5abf2a4dbfe09e072464d984c1df54639c89bd8e9d45a71e2b21df053afdf704,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",101 °C @760 [mm Hg]
pubchem_liquid_window_harvest:13:0,pubchem_liquid_window_harvest,Boiling Point,,FDPIMTJIUBPUKL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/FDPIMTJIUBPUKL-UHFFFAOYSA-N.experimental_properties.json,13,0,5abf2a4dbfe09e072464d984c1df54639c89bd8e9d45a71e2b21df053afdf704,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",215 °F
pubchem_liquid_window_harvest:14:0,pubchem_liquid_window_harvest,Melting Point,,FDPIMTJIUBPUKL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/FDPIMTJIUBPUKL-UHFFFAOYSA-N.experimental_properties.json,14,0,5abf2a4dbfe09e072464d984c1df54639c89bd8e9d45a71e2b21df053afdf704,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table","-44 °F (USCG, 1999)"
pubchem_liquid_window_harvest:15:0,pubchem_liquid_window_harvest,Melting Point,,FDPIMTJIUBPUKL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/FDPIMTJIUBPUKL-UHFFFAOYSA-N.experimental_properties.json,15,0,5abf2a4dbfe09e072464d984c1df54639c89bd8e9d45a71e2b21df053afdf704,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",-39 °C
pubchem_liquid_window_harvest:16:0,pubchem_liquid_window_harvest,Melting Point,,FDPIMTJIUBPUKL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/FDPIMTJIUBPUKL-UHFFFAOYSA-N.experimental_properties.json,16,0,5abf2a4dbfe09e072464d984c1df54639c89bd8e9d45a71e2b21df053afdf704,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",-39 °C
pubchem_liquid_window_harvest:17:0,pubchem_liquid_window_harvest,Melting Point,,FDPIMTJIUBPUKL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/FDPIMTJIUBPUKL-UHFFFAOYSA-N.experimental_properties.json,17,0,5abf2a4dbfe09e072464d984c1df54639c89bd8e9d45a71e2b21df053afdf704,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",-44 °F
pubchem_liquid_window_harvest:18:0,pubchem_liquid_window_harvest,Melting Point,,FDPIMTJIUBPUKL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/FDPIMTJIUBPUKL-UHFFFAOYSA-N.experimental_properties.json,18,0,5abf2a4dbfe09e072464d984c1df54639c89bd8e9d45a71e2b21df053afdf704,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",-42 °C
pubchem_liquid_window_harvest:19:0,pubchem_liquid_window_harvest,Melting Point,,FDPIMTJIUBPUKL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/FDPIMTJIUBPUKL-UHFFFAOYSA-N.experimental_properties.json,19,0,5abf2a4dbfe09e072464d984c1df54639c89bd8e9d45a71e2b21df053afdf704,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",-44 °F
pubchem_liquid_window_harvest:20:0,pubchem_liquid_window_harvest,Flash Point,,FDPIMTJIUBPUKL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/FDPIMTJIUBPUKL-UHFFFAOYSA-N.experimental_properties.json,20,0,5abf2a4dbfe09e072464d984c1df54639c89bd8e9d45a71e2b21df053afdf704,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table","55 °F (USCG, 1999)"
pubchem_liquid_window_harvest:21:0,pubchem_liquid_window_harvest,Flash Point,,FDPIMTJIUBPUKL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/FDPIMTJIUBPUKL-UHFFFAOYSA-N.experimental_properties.json,21,0,5abf2a4dbfe09e072464d984c1df54639c89bd8e9d45a71e2b21df053afdf704,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",13 °C
pubchem_liquid_window_harvest:22:0,pubchem_liquid_window_harvest,Flash Point,,FDPIMTJIUBPUKL-UHFFFAOYSA-N,data/external/g1plus/pubchem/liquid_window/FDPIMTJIUBPUKL-UHFFFAOYSA-N.experimental_properties.json,22,0,5abf2a4dbfe09e072464d984c1df54639c89bd8e9d45a71e2b21df053afdf704,property_not_in_joint_enum,"the harvested value belongs to a property outside the locked joint enum (epsilon, viscosity), so it cannot be an observation of this table",13 °C (open cup)
