queue_id,candidate_name,book_doi,chapter_doi,chapter_title,source_title,source_access,manual_value_status,required_fields_missing,decision_status
lb2015:0078,trifluoromethoxymethane,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_17,Static dielectric constant of trifluoromethoxymethane,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0079,"N,N-diethyl-1,1,2,2,3,3,4,4,4-nonafluoro-1-butanesulfonamide",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_170,"Static dielectric constant of N,N-diethyl-1,1,2,2,3,3,4,4,4-nonafluoro-1-butanesulfonamide",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0080,2-phenoxyethanol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_171,Static dielectric constant of 2-phenoxyethanol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0081,octanedinitrile,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_172,Static dielectric constant of octanedinitrile,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0082,"N,N-bis(2-methoxyethyl)-1,1,2,2,2-pentafluoro-ethanesulfonamide",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_173,"Static dielectric constant of N,N-bis(2-methoxyethyl)-1,1,2,2,2-pentafluoro-ethanesulfonamide",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0083,cyclooctanone,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_174,Static dielectric constant of cyclooctanone,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0084,butyl methacrylate,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_175,Static dielectric constant of butyl methacrylate,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0085,hexyl acetate,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_176,Static dielectric constant of hexyl acetate,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0086,octanoic acid,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_177,Static dielectric constant of octanoic acid,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0087,"1,4,7,10-tetraoxacyclododecane",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_178,"Static dielectric constant of 1,4,7,10-tetraoxacyclododecane",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0088,octane,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_179,Static dielectric constant of octane,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0089,acetonitrile,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_18,Static dielectric constant of acetonitrile,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0090,dibutyl ether,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_180,Static dielectric constant of dibutyl ether,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0091,2-ethylhexan-1-ol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_181,Static dielectric constant of 2-ethylhexan-1-ol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0092,octan-1-ol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_182,Static dielectric constant of octan-1-ol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0093,2-(2-butoxyethoxy)ethanol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_183,Static dielectric constant of 2-(2-butoxyethoxy)ethanol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0094,triethylene glycol dimethyl ether,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_184,Static dielectric constant of triethylene glycol dimethyl ether,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0095,tetraethylene glycol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_185,Static dielectric constant of tetraethylene glycol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0096,ethyl benzoate,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_186,Static dielectric constant of ethyl benzoate,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0097,ethyl salicylate,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_187,Static dielectric constant of ethyl salicylate,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0098,butyl levulinate,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_188,Static dielectric constant of butyl levulinate,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0099,pentyl butanoate,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_189,Static dielectric constant of pentyl butanoate,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0100,"1,2-dichloroethane",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_19,"Static dielectric constant of 1,2-dichloroethane",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0101,nonane,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_190,Static dielectric constant of nonane,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0102,nonan-1-ol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_191,Static dielectric constant of nonan-1-ol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0103,"N,N-diethyl-1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonamide",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_192,"Static dielectric constant of N,N-diethyl-1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonamide",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0104,dimethyl phthalate,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_193,Static dielectric constant of dimethyl phthalate,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0105,propyl benzoate,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_194,Static dielectric constant of propyl benzoate,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0106,"N,N-bis(2-methoxyethyl)-1,1,2,2,3,3,4,4,4-nonafluoro-1-butanesulfonamide",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_195,"Static dielectric constant of N,N-bis(2-methoxyethyl)-1,1,2,2,3,3,4,4,4-nonafluoro-1-butanesulfonamide",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0107,octyl acetate,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_196,Static dielectric constant of octyl acetate,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0108,"1,4,7,10,13-pentaoxacyclopentadecane",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_197,"Static dielectric constant of 1,4,7,10,13-pentaoxacyclopentadecane",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0109,decan-1-ol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_198,Static dielectric constant of decan-1-ol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0110,dipentyl ether,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_199,Static dielectric constant of dipentyl ether,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0111,dideuterium oxide,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_2,Static dielectric constant of dideuterium oxide,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0112,acetaldehyde,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_20,Static dielectric constant of acetaldehyde,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0113,tetraethylene glycol dimethyl ether,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_200,Static dielectric constant of tetraethylene glycol dimethyl ether,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0114,butyl benzoate,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_201,Static dielectric constant of butyl benzoate,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0115,isobutyl benzoate,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_202,Static dielectric constant of isobutyl benzoate,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0116,"N,N-bis(2-methoxyethyl)-1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonamide",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_203,"Static dielectric constant of N,N-bis(2-methoxyethyl)-1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonamide",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0117,pentyl benzoate,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_204,Static dielectric constant of pentyl benzoate,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0118,decyl acetate,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_205,Static dielectric constant of decyl acetate,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0119,"1,4,7,10,13,16-hexaoxacyclooctadecane",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_206,"Static dielectric constant of 1,4,7,10,13,16-hexaoxacyclooctadecane",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0120,dodecan-1-ol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_207,Static dielectric constant of dodecan-1-ol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0121,benzyl nicotinate,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_208,Static dielectric constant of benzyl nicotinate,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0122,dicyclohexylmethanol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_209,Static dielectric constant of dicyclohexylmethanol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0123,acetic acid,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_21,Static dielectric constant of acetic acid,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0124,"N,N-bis(2-methoxyethyl)-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-1-octanesulfonamide",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_210,"Static dielectric constant of N,N-bis(2-methoxyethyl)-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-1-octanesulfonamide",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0125,1-fluoro-4-(4-pentylcyclohexyl)benzene,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_211,Static dielectric constant of 1-fluoro-4-(4-pentylcyclohexyl)benzene,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0126,4-cyanophenyl-4'-heptylbenzoate,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_212,Static dielectric constant of 4-cyanophenyl-4'-heptylbenzoate,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0127,4-cyano-3-fluorophenyl 4'-octyloxybenzoate,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_213,Static dielectric constant of 4-cyano-3-fluorophenyl 4'-octyloxybenzoate,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0128,4-cyanophenyl 4’-octyloxy-3’-fluorobenzoate,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_214,Static dielectric constant of 4-cyanophenyl 4’-octyloxy-3’-fluorobenzoate,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0129,4-cyanophenyl-4’-octylbenzoate,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_215,Static dielectric constant of 4-cyanophenyl-4’-octylbenzoate,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0130,2-(docosyloxy)ethanol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_216,Static dielectric constant of 2-(docosyloxy)ethanol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0131,triethylene glycol monooctadecyl ether,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_217,Static dielectric constant of triethylene glycol monooctadecyl ether,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0132,2-[2-(docosyloxy)ethoxy]ethanol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_218,Static dielectric constant of 2-[2-(docosyloxy)ethoxy]ethanol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0133,N-methylformamide,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_22,Static dielectric constant of N-methylformamide,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0134,dimethyl ether,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_23,Static dielectric constant of dimethyl ether,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0135,ethanol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_24,Static dielectric constant of ethanol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0136,dimethylsulfoxide,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_25,Static dielectric constant of dimethylsulfoxide,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0137,"ethane-1,2-diol",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_26,"Static dielectric constant of ethane-1,2-diol",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0138,ethylamine,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_27,Static dielectric constant of ethylamine,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0139,2-aminoethanol,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_28,Static dielectric constant of 2-aminoethanol,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0140,"1,1,1,2,3,3,3-heptafluoropropane",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_29,"Static dielectric constant of 1,1,1,2,3,3,3-heptafluoropropane",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0141,water,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_3,Static dielectric constant of water,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0142,"1,1,1,2,3,3-hexafluoropropane",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_30,"Static dielectric constant of 1,1,1,2,3,3-hexafluoropropane",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0143,"1,1,1,2,2-pentafluoro-2-methoxyethane",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_31,"Static dielectric constant of 1,1,1,2,2-pentafluoro-2-methoxyethane",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0144,3-bromo-1-propene,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_32,Static dielectric constant of 3-bromo-1-propene,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0145,3-chloro-1-propene,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_33,Static dielectric constant of 3-chloro-1-propene,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0146,"N,N-dimethyl-1,1,1-trifluoro-methanesulfonamide",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_34,"Static dielectric constant of N,N-dimethyl-1,1,1-trifluoro-methanesulfonamide",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0147,propan-2-one,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_35,Static dielectric constant of propan-2-one,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0148,"1,3-dioxolane",10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_36,"Static dielectric constant of 1,3-dioxolane",Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0149,methyl acetate,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_37,Static dielectric constant of methyl acetate,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
lb2015:0150,propanoic acid,10.1007/978-3-662-48168-4,10.1007/978-3-662-48168-4_38,Static dielectric constant of propanoic acid,Static Dielectric Constants of Pure Liquids and Binary Liquid Mixtures,closed_subscription,not_reviewed,smiles;inchikey;T_K;phase;frequency_MHz;dielectric;uncertainty;source_page_or_table;redistribution_status,awaiting_manual_review
