inchikey,name,smiles,T_K,epsilon,epsilon_unit,uncertainty_expanded,uncertainty_standard,uncertainty_kind,confidence_level,phase,method,property_family,property_name,frequency_mhz,pressure_kpa,source_doi,source_file,source_file_sha256,source_row_index,dataset_number,component_count,in_roster,model_ready,temperature_band,roster_T_K,roster_dielectric,duplicate_observation_count,distinct_values_at_temperature,multiple_values_at_temperature,observation_origin,frequency_gate,smiles_source
CBTVGIZVANVGBH-UHFFFAOYSA-N,2-amino-2-methylpropan-1-ol,CC(C)(N)CO,328.15,18.37,,0.37,,combined,95,Liquid,dielectric analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je600515j,data/raw/thermoml/10.1021__je600515j-bd3a82860207.xml,901354ec9c34eada3ff170f489ed27f108f2b6f7fa42d9fd2533454306a96bd0,8879,5,1,true,true,outside_declared_window,303.15,20.59,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,245.65,15.35,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7312,4,1,true,true,outside_declared_window,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,248.15,15.22,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7313,4,1,true,true,outside_declared_window,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,250.65,15.09,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7314,4,1,true,true,outside_declared_window,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,253.15,14.97,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7315,4,1,true,true,outside_declared_window,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,255.65,14.85,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7316,4,1,true,true,outside_declared_window,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,258.15,14.72,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7317,4,1,true,true,outside_declared_window,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,260.65,14.57,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7318,4,1,true,true,outside_declared_window,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,263.15,14.47,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7319,4,1,true,true,outside_declared_window,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,265.65,14.36,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7320,4,1,true,true,outside_declared_window,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,268.15,14.25,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7321,4,1,true,true,outside_declared_window,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,270.65,14.14,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7322,4,1,true,true,outside_declared_window,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,273.15,14.03,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7323,4,1,true,true,outside_declared_window,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,275.65,13.91,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7324,4,1,true,true,outside_declared_window,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,278.15,13.8,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7325,4,1,true,true,outside_declared_window,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,280.65,13.69,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7326,4,1,true,true,outside_declared_window,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,283.15,13.58,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7327,4,1,true,true,outside_declared_window,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,285.65,13.46,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7328,4,1,true,true,outside_declared_window,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,288.15,13.35,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7329,4,1,true,true,outside_declared_window,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,290.65,13.25,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7330,4,1,true,true,outside_declared_window,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,293.15,13.14,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7331,4,1,true,true,room_temperature,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,295.65,13.03,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7332,4,1,true,true,room_temperature,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,298.15,12.92,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7333,4,1,true,true,room_temperature,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,300.65,12.82,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7334,4,1,true,true,room_temperature,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,303.15,12.72,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7335,4,1,true,true,room_temperature,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,305.65,12.62,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7336,4,1,true,true,outside_declared_window,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,308.15,12.51,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7337,4,1,true,true,outside_declared_window,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,310.65,12.41,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7338,4,1,true,true,outside_declared_window,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CGZZMOTZOONQIA-UHFFFAOYSA-N,cycloheptanone,O=C1CCCCCC1,313.15,12.32,,0.02,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je200682t,data/raw/thermoml/10.1021__je200682t-e9b4b9282142.xml,c9f6e7b79f129e0ce35e5a8129edc13deb60795f2a5beb1c142f2b4bdf83d1f1,7339,4,1,true,true,extended_temperature,298.15,12.92,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CQEYYJKEWSMYFG-UHFFFAOYSA-N,butyl 2-propenoate,C=CC(=O)OCCCC,278.15,5.761,,0.029,,combined,95,Liquid,capacitive measurement method,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je301333b,data/raw/thermoml/10.1021__je301333b-44cb9c59a180.xml,b9a217f64cadefcd0dd8da8bb047bc20bc02d06186c34d402b46298101823033,8262,20,1,true,true,outside_declared_window,298.15,5.31,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CQEYYJKEWSMYFG-UHFFFAOYSA-N,butyl 2-propenoate,C=CC(=O)OCCCC,280.65,5.705,,0.029,,combined,95,Liquid,capacitive measurement method,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je301333b,data/raw/thermoml/10.1021__je301333b-44cb9c59a180.xml,b9a217f64cadefcd0dd8da8bb047bc20bc02d06186c34d402b46298101823033,8263,20,1,true,true,outside_declared_window,298.15,5.31,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CQEYYJKEWSMYFG-UHFFFAOYSA-N,butyl 2-propenoate,C=CC(=O)OCCCC,283.15,5.651,,0.028,,combined,95,Liquid,capacitive measurement method,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je301333b,data/raw/thermoml/10.1021__je301333b-44cb9c59a180.xml,b9a217f64cadefcd0dd8da8bb047bc20bc02d06186c34d402b46298101823033,8264,20,1,true,true,outside_declared_window,298.15,5.31,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CQEYYJKEWSMYFG-UHFFFAOYSA-N,butyl 2-propenoate,C=CC(=O)OCCCC,285.65,5.591,,0.028,,combined,95,Liquid,capacitive measurement method,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je301333b,data/raw/thermoml/10.1021__je301333b-44cb9c59a180.xml,b9a217f64cadefcd0dd8da8bb047bc20bc02d06186c34d402b46298101823033,8265,20,1,true,true,outside_declared_window,298.15,5.31,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CQEYYJKEWSMYFG-UHFFFAOYSA-N,butyl 2-propenoate,C=CC(=O)OCCCC,288.15,5.531,,0.028,,combined,95,Liquid,capacitive measurement method,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je301333b,data/raw/thermoml/10.1021__je301333b-44cb9c59a180.xml,b9a217f64cadefcd0dd8da8bb047bc20bc02d06186c34d402b46298101823033,8266,20,1,true,true,outside_declared_window,298.15,5.31,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CQEYYJKEWSMYFG-UHFFFAOYSA-N,butyl 2-propenoate,C=CC(=O)OCCCC,290.65,5.468,,0.027,,combined,95,Liquid,capacitive measurement method,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je301333b,data/raw/thermoml/10.1021__je301333b-44cb9c59a180.xml,b9a217f64cadefcd0dd8da8bb047bc20bc02d06186c34d402b46298101823033,8267,20,1,true,true,outside_declared_window,298.15,5.31,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CQEYYJKEWSMYFG-UHFFFAOYSA-N,butyl 2-propenoate,C=CC(=O)OCCCC,293.15,5.418,,0.027,,combined,95,Liquid,capacitive measurement method,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je301333b,data/raw/thermoml/10.1021__je301333b-44cb9c59a180.xml,b9a217f64cadefcd0dd8da8bb047bc20bc02d06186c34d402b46298101823033,8268,20,1,true,true,room_temperature,298.15,5.31,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CQEYYJKEWSMYFG-UHFFFAOYSA-N,butyl 2-propenoate,C=CC(=O)OCCCC,295.65,5.364,,0.027,,combined,95,Liquid,capacitive measurement method,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je301333b,data/raw/thermoml/10.1021__je301333b-44cb9c59a180.xml,b9a217f64cadefcd0dd8da8bb047bc20bc02d06186c34d402b46298101823033,8269,20,1,true,true,room_temperature,298.15,5.31,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CQEYYJKEWSMYFG-UHFFFAOYSA-N,butyl 2-propenoate,C=CC(=O)OCCCC,298.15,5.31,,0.027,,combined,95,Liquid,capacitive measurement method,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je301333b,data/raw/thermoml/10.1021__je301333b-44cb9c59a180.xml,b9a217f64cadefcd0dd8da8bb047bc20bc02d06186c34d402b46298101823033,8270,20,1,true,true,room_temperature,298.15,5.31,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CQEYYJKEWSMYFG-UHFFFAOYSA-N,butyl 2-propenoate,C=CC(=O)OCCCC,300.65,5.264,,0.026,,combined,95,Liquid,capacitive measurement method,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je301333b,data/raw/thermoml/10.1021__je301333b-44cb9c59a180.xml,b9a217f64cadefcd0dd8da8bb047bc20bc02d06186c34d402b46298101823033,8271,20,1,true,true,room_temperature,298.15,5.31,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CQEYYJKEWSMYFG-UHFFFAOYSA-N,butyl 2-propenoate,C=CC(=O)OCCCC,303.15,5.205,,0.026,,combined,95,Liquid,capacitive measurement method,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je301333b,data/raw/thermoml/10.1021__je301333b-44cb9c59a180.xml,b9a217f64cadefcd0dd8da8bb047bc20bc02d06186c34d402b46298101823033,8272,20,1,true,true,room_temperature,298.15,5.31,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CQEYYJKEWSMYFG-UHFFFAOYSA-N,butyl 2-propenoate,C=CC(=O)OCCCC,305.65,5.141,,0.026,,combined,95,Liquid,capacitive measurement method,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je301333b,data/raw/thermoml/10.1021__je301333b-44cb9c59a180.xml,b9a217f64cadefcd0dd8da8bb047bc20bc02d06186c34d402b46298101823033,8273,20,1,true,true,outside_declared_window,298.15,5.31,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CQEYYJKEWSMYFG-UHFFFAOYSA-N,butyl 2-propenoate,C=CC(=O)OCCCC,308.15,5.076,,0.025,,combined,95,Liquid,capacitive measurement method,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je301333b,data/raw/thermoml/10.1021__je301333b-44cb9c59a180.xml,b9a217f64cadefcd0dd8da8bb047bc20bc02d06186c34d402b46298101823033,8274,20,1,true,true,outside_declared_window,298.15,5.31,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CQEYYJKEWSMYFG-UHFFFAOYSA-N,butyl 2-propenoate,C=CC(=O)OCCCC,310.65,5.015,,0.025,,combined,95,Liquid,capacitive measurement method,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je301333b,data/raw/thermoml/10.1021__je301333b-44cb9c59a180.xml,b9a217f64cadefcd0dd8da8bb047bc20bc02d06186c34d402b46298101823033,8275,20,1,true,true,outside_declared_window,298.15,5.31,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CQEYYJKEWSMYFG-UHFFFAOYSA-N,butyl 2-propenoate,C=CC(=O)OCCCC,313.15,4.961,,0.025,,combined,95,Liquid,capacitive measurement method,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je301333b,data/raw/thermoml/10.1021__je301333b-44cb9c59a180.xml,b9a217f64cadefcd0dd8da8bb047bc20bc02d06186c34d402b46298101823033,8276,20,1,true,true,extended_temperature,298.15,5.31,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CQEYYJKEWSMYFG-UHFFFAOYSA-N,butyl 2-propenoate,C=CC(=O)OCCCC,315.65,4.901,,0.025,,combined,95,Liquid,capacitive measurement method,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je301333b,data/raw/thermoml/10.1021__je301333b-44cb9c59a180.xml,b9a217f64cadefcd0dd8da8bb047bc20bc02d06186c34d402b46298101823033,8277,20,1,true,true,extended_temperature,298.15,5.31,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CQEYYJKEWSMYFG-UHFFFAOYSA-N,butyl 2-propenoate,C=CC(=O)OCCCC,318.15,4.841,,0.024,,combined,95,Liquid,capacitive measurement method,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je301333b,data/raw/thermoml/10.1021__je301333b-44cb9c59a180.xml,b9a217f64cadefcd0dd8da8bb047bc20bc02d06186c34d402b46298101823033,8278,20,1,true,true,extended_temperature,298.15,5.31,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CQEYYJKEWSMYFG-UHFFFAOYSA-N,butyl 2-propenoate,C=CC(=O)OCCCC,320.65,4.784,,0.024,,combined,95,Liquid,capacitive measurement method,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je301333b,data/raw/thermoml/10.1021__je301333b-44cb9c59a180.xml,b9a217f64cadefcd0dd8da8bb047bc20bc02d06186c34d402b46298101823033,8279,20,1,true,true,extended_temperature,298.15,5.31,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CQEYYJKEWSMYFG-UHFFFAOYSA-N,butyl 2-propenoate,C=CC(=O)OCCCC,323.15,4.725,,0.024,,combined,95,Liquid,capacitive measurement method,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je301333b,data/raw/thermoml/10.1021__je301333b-44cb9c59a180.xml,b9a217f64cadefcd0dd8da8bb047bc20bc02d06186c34d402b46298101823033,8280,20,1,true,true,extended_temperature,298.15,5.31,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CQEYYJKEWSMYFG-UHFFFAOYSA-N,butyl 2-propenoate,C=CC(=O)OCCCC,325.65,4.667,,0.023,,combined,95,Liquid,capacitive measurement method,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je301333b,data/raw/thermoml/10.1021__je301333b-44cb9c59a180.xml,b9a217f64cadefcd0dd8da8bb047bc20bc02d06186c34d402b46298101823033,8281,20,1,true,true,outside_declared_window,298.15,5.31,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CQEYYJKEWSMYFG-UHFFFAOYSA-N,butyl 2-propenoate,C=CC(=O)OCCCC,328.15,4.614,,0.023,,combined,95,Liquid,capacitive measurement method,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je301333b,data/raw/thermoml/10.1021__je301333b-44cb9c59a180.xml,b9a217f64cadefcd0dd8da8bb047bc20bc02d06186c34d402b46298101823033,8282,20,1,true,true,outside_declared_window,298.15,5.31,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CQEYYJKEWSMYFG-UHFFFAOYSA-N,butyl 2-propenoate,C=CC(=O)OCCCC,330.65,4.56,,0.023,,combined,95,Liquid,capacitive measurement method,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je301333b,data/raw/thermoml/10.1021__je301333b-44cb9c59a180.xml,b9a217f64cadefcd0dd8da8bb047bc20bc02d06186c34d402b46298101823033,8283,20,1,true,true,outside_declared_window,298.15,5.31,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CQEYYJKEWSMYFG-UHFFFAOYSA-N,butyl 2-propenoate,C=CC(=O)OCCCC,333.15,4.511,,0.023,,combined,95,Liquid,capacitive measurement method,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je301333b,data/raw/thermoml/10.1021__je301333b-44cb9c59a180.xml,b9a217f64cadefcd0dd8da8bb047bc20bc02d06186c34d402b46298101823033,8284,20,1,true,true,outside_declared_window,298.15,5.31,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CQEYYJKEWSMYFG-UHFFFAOYSA-N,butyl 2-propenoate,C=CC(=O)OCCCC,335.65,4.459,,0.022,,combined,95,Liquid,capacitive measurement method,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je301333b,data/raw/thermoml/10.1021__je301333b-44cb9c59a180.xml,b9a217f64cadefcd0dd8da8bb047bc20bc02d06186c34d402b46298101823033,8285,20,1,true,true,outside_declared_window,298.15,5.31,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
CQEYYJKEWSMYFG-UHFFFAOYSA-N,butyl 2-propenoate,C=CC(=O)OCCCC,338.15,4.409,,0.022,,combined,95,Liquid,capacitive measurement method,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je301333b,data/raw/thermoml/10.1021__je301333b-44cb9c59a180.xml,b9a217f64cadefcd0dd8da8bb047bc20bc02d06186c34d402b46298101823033,8286,20,1,true,true,outside_declared_window,298.15,5.31,1,1,false,thermoml_zero_frequency,zero_frequency,v11_table
