row_id,dataset_id,property,property_family,inchikey,name,smiles,T_K,value,unit,phase,method,uncertainty,uncertainty_kind,confidence_level,frequency_mhz,pressure_kpa,n_components,pure_or_mixture,source_doi,source_kind,source_file,source_row_index,source_file_sha256,quality_layer,licence,redistributable
epsilon_observations_v11plus:1106,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,293.23,12.0713,1,Liquid,Parallel plate capacitor,0.0111,combined,95,0,3000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1106,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1107,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,293.23,12.1135,1,Liquid,Parallel plate capacitor,0.0111,combined,95,0,4000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1107,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1108,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,293.23,12.226,1,Liquid,Parallel plate capacitor,0.0111,combined,95,0,7000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1108,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1109,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,293.23,12.2608,1,Liquid,Parallel plate capacitor,0.0111,combined,95,0,8000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1109,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1110,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,293.23,12.2974,1,Liquid,Parallel plate capacitor,0.0111,combined,95,0,9000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1110,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1111,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,293.23,12.3321,1,Liquid,Parallel plate capacitor,0.0111,combined,95,0,10000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1111,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1112,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,293.23,12.3672,1,Liquid,Parallel plate capacitor,0.0111,combined,95,0,11000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1112,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1113,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,293.23,12.4025,1,Liquid,Parallel plate capacitor,0.0111,combined,95,0,12000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1113,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1114,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,293.23,12.4364,1,Liquid,Parallel plate capacitor,0.0111,combined,95,0,13000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1114,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1115,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,293.23,12.469,1,Liquid,Parallel plate capacitor,0.0111,combined,95,0,14000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1115,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1116,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,293.23,12.5018,1,Liquid,Parallel plate capacitor,0.0111,combined,95,0,15000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1116,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1117,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,293.23,12.5349,1,Liquid,Parallel plate capacitor,0.0111,combined,95,0,16000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1117,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1118,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,303,11.2337,1,Liquid,Parallel plate capacitor,0.0111,combined,95,0,1000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1118,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1119,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,303,11.275,1,Liquid,Parallel plate capacitor,0.0111,combined,95,0,2000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1119,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1120,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,303,11.3146,1,Liquid,Parallel plate capacitor,0.0111,combined,95,0,3000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1120,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1121,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,303,11.3535,1,Liquid,Parallel plate capacitor,0.0111,combined,95,0,4000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1121,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1122,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,303,11.3908,1,Liquid,Parallel plate capacitor,0.0111,combined,95,0,5000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1122,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1123,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,303,11.429,1,Liquid,Parallel plate capacitor,0.0111,combined,95,0,6000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1123,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1124,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,303.01,11.4659,1,Liquid,Parallel plate capacitor,0.0111,combined,95,0,7000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1124,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1125,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,303.01,11.5028,1,Liquid,Parallel plate capacitor,0.0111,combined,95,0,8000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1125,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1126,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,303.01,11.5382,1,Liquid,Parallel plate capacitor,0.0111,combined,95,0,9000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1126,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1127,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,303.01,11.5749,1,Liquid,Parallel plate capacitor,0.011,combined,95,0,10000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1127,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1128,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,303.01,11.6078,1,Liquid,Parallel plate capacitor,0.011,combined,95,0,11000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1128,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1129,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,303.01,11.6429,1,Liquid,Parallel plate capacitor,0.011,combined,95,0,12000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1129,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1130,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,303.01,11.6764,1,Liquid,Parallel plate capacitor,0.011,combined,95,0,13000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1130,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1131,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,303.01,11.7115,1,Liquid,Parallel plate capacitor,0.011,combined,95,0,14000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1131,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1132,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,303.01,11.745,1,Liquid,Parallel plate capacitor,0.011,combined,95,0,15000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1132,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1133,epsilon_observations_v11plus,epsilon,dielectric_constant,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-pentafluorobutane",CC(F)(F)CC(F)(F)F,303.01,11.7786,1,Liquid,Parallel plate capacitor,0.011,combined,95,0,16000,1,pure,10.1021/je700343t,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1133,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1134,epsilon_observations_v11plus,epsilon,dielectric_constant,XDJYSDBSJWNTQT-UHFFFAOYSA-N,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",CCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,298.15,12.8,1,Liquid,Coaxial cylinder capacitor,0.8,combined,95,0,101.325,1,pure,10.1021/je101184s,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1134,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1135,epsilon_observations_v11plus,epsilon,dielectric_constant,XDTMQSROBMDMFD-UHFFFAOYSA-N,cyclohexane,C1CCCCC1,298.15,2.02,1,Liquid,Coaxial cylinder capacitor,0.29,combined,95,0,101.3,1,pure,10.1021/acs.jced.8b00755,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1135,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1136,epsilon_observations_v11plus,epsilon,dielectric_constant,XDTMQSROBMDMFD-UHFFFAOYSA-N,cyclohexane,C1CCCCC1,298.15,2.021,1,Liquid,Coaxial cylinder capacitor,0.288,combined,95,0,101.3,1,pure,10.1021/acs.jced.8b00755,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1136,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1137,epsilon_observations_v11plus,epsilon,dielectric_constant,XDTMQSROBMDMFD-UHFFFAOYSA-N,cyclohexane,C1CCCCC1,298.2,2.02,1,Liquid,Parallel plate capacitor,0.01,combined,95,0,101.325,1,pure,10.1016/j.jct.2012.04.011,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1137,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1138,epsilon_observations_v11plus,epsilon,dielectric_constant,XEZNGIUYQVAUSS-UHFFFAOYSA-N,"1,4,7,10,13,16-hexaoxacyclooctadecane",,315.65,8.9,1,Liquid,Parallel plate capacitor,0.09,combined,95,0,101.3,1,pure,10.1021/je300234g,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1138,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1139,epsilon_observations_v11plus,epsilon,dielectric_constant,XEZNGIUYQVAUSS-UHFFFAOYSA-N,"1,4,7,10,13,16-hexaoxacyclooctadecane",,318.15,8.86,1,Liquid,Parallel plate capacitor,0.09,combined,95,0,101.3,1,pure,10.1021/je300234g,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1139,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1140,epsilon_observations_v11plus,epsilon,dielectric_constant,XEZNGIUYQVAUSS-UHFFFAOYSA-N,"1,4,7,10,13,16-hexaoxacyclooctadecane",,320.65,8.82,1,Liquid,Parallel plate capacitor,0.09,combined,95,0,101.3,1,pure,10.1021/je300234g,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1140,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1141,epsilon_observations_v11plus,epsilon,dielectric_constant,XEZNGIUYQVAUSS-UHFFFAOYSA-N,"1,4,7,10,13,16-hexaoxacyclooctadecane",,323.15,8.77,1,Liquid,Parallel plate capacitor,0.09,combined,95,0,101.3,1,pure,10.1021/je300234g,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1141,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1142,epsilon_observations_v11plus,epsilon,dielectric_constant,XEZNGIUYQVAUSS-UHFFFAOYSA-N,"1,4,7,10,13,16-hexaoxacyclooctadecane",,325.65,8.73,1,Liquid,Parallel plate capacitor,0.09,combined,95,0,101.3,1,pure,10.1021/je300234g,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1142,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1143,epsilon_observations_v11plus,epsilon,dielectric_constant,XEZNGIUYQVAUSS-UHFFFAOYSA-N,"1,4,7,10,13,16-hexaoxacyclooctadecane",,328.15,8.69,1,Liquid,Parallel plate capacitor,0.09,combined,95,0,101.3,1,pure,10.1021/je300234g,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1143,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1144,epsilon_observations_v11plus,epsilon,dielectric_constant,XEZNGIUYQVAUSS-UHFFFAOYSA-N,"1,4,7,10,13,16-hexaoxacyclooctadecane",,330.65,8.64,1,Liquid,Parallel plate capacitor,0.09,combined,95,0,101.3,1,pure,10.1021/je300234g,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1144,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1145,epsilon_observations_v11plus,epsilon,dielectric_constant,XEZNGIUYQVAUSS-UHFFFAOYSA-N,"1,4,7,10,13,16-hexaoxacyclooctadecane",,333.15,8.59,1,Liquid,Parallel plate capacitor,0.09,combined,95,0,101.3,1,pure,10.1021/je300234g,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1145,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1146,epsilon_observations_v11plus,epsilon,dielectric_constant,XEZNGIUYQVAUSS-UHFFFAOYSA-N,"1,4,7,10,13,16-hexaoxacyclooctadecane",,335.65,8.54,1,Liquid,Parallel plate capacitor,0.09,combined,95,0,101.3,1,pure,10.1021/je300234g,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1146,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1147,epsilon_observations_v11plus,epsilon,dielectric_constant,XEZNGIUYQVAUSS-UHFFFAOYSA-N,"1,4,7,10,13,16-hexaoxacyclooctadecane",,338.15,8.49,1,Liquid,Parallel plate capacitor,0.09,combined,95,0,101.3,1,pure,10.1021/je300234g,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1147,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1148,epsilon_observations_v11plus,epsilon,dielectric_constant,XEZNGIUYQVAUSS-UHFFFAOYSA-N,"1,4,7,10,13,16-hexaoxacyclooctadecane",,340.65,8.44,1,Liquid,Parallel plate capacitor,0.08,combined,95,0,101.3,1,pure,10.1021/je300234g,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1148,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1149,epsilon_observations_v11plus,epsilon,dielectric_constant,XEZNGIUYQVAUSS-UHFFFAOYSA-N,"1,4,7,10,13,16-hexaoxacyclooctadecane",,343.15,8.39,1,Liquid,Parallel plate capacitor,0.08,combined,95,0,101.3,1,pure,10.1021/je300234g,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1149,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1150,epsilon_observations_v11plus,epsilon,dielectric_constant,XEZNGIUYQVAUSS-UHFFFAOYSA-N,"1,4,7,10,13,16-hexaoxacyclooctadecane",,345.65,8.34,1,Liquid,Parallel plate capacitor,0.08,combined,95,0,101.3,1,pure,10.1021/je300234g,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1150,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1151,epsilon_observations_v11plus,epsilon,dielectric_constant,XEZNGIUYQVAUSS-UHFFFAOYSA-N,"1,4,7,10,13,16-hexaoxacyclooctadecane",,348.15,8.29,1,Liquid,Parallel plate capacitor,0.08,combined,95,0,101.3,1,pure,10.1021/je300234g,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1151,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1152,epsilon_observations_v11plus,epsilon,dielectric_constant,XEZNGIUYQVAUSS-UHFFFAOYSA-N,"1,4,7,10,13,16-hexaoxacyclooctadecane",,350.65,8.24,1,Liquid,Parallel plate capacitor,0.08,combined,95,0,101.3,1,pure,10.1021/je300234g,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1152,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1153,epsilon_observations_v11plus,epsilon,dielectric_constant,XEZNGIUYQVAUSS-UHFFFAOYSA-N,"1,4,7,10,13,16-hexaoxacyclooctadecane",,353.15,8.19,1,Liquid,Parallel plate capacitor,0.08,combined,95,0,101.3,1,pure,10.1021/je300234g,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1153,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1154,epsilon_observations_v11plus,epsilon,dielectric_constant,XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,O,273.15,87,1,Liquid,OTHER::sMethod:impedance/gain phase analyzer,0.1,combined,95,0,101,1,pure,10.1021/je400149j,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1154,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1155,epsilon_observations_v11plus,epsilon,dielectric_constant,XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,O,275.15,86.36,1,Liquid,OTHER::sMethod:impedance/gain phase analyzer,0.1,combined,95,0,101,1,pure,10.1021/je400149j,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1155,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1156,epsilon_observations_v11plus,epsilon,dielectric_constant,XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,O,277.15,85.67,1,Liquid,OTHER::sMethod:impedance/gain phase analyzer,0.1,combined,95,0,101,1,pure,10.1021/je400149j,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1156,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1157,epsilon_observations_v11plus,epsilon,dielectric_constant,XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,O,279.15,84.84,1,Liquid,OTHER::sMethod:impedance/gain phase analyzer,0.1,combined,95,0,101,1,pure,10.1021/je400149j,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1157,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1158,epsilon_observations_v11plus,epsilon,dielectric_constant,XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,O,281.15,84.25,1,Liquid,OTHER::sMethod:impedance/gain phase analyzer,0.1,combined,95,0,101,1,pure,10.1021/je400149j,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1158,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1159,epsilon_observations_v11plus,epsilon,dielectric_constant,XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,O,283.15,83.37,1,Liquid,OTHER::sMethod:impedance/gain phase analyzer,0.1,combined,95,0,101,1,pure,10.1021/je400149j,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1159,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1160,epsilon_observations_v11plus,epsilon,dielectric_constant,XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,O,285.15,82.73,1,Liquid,OTHER::sMethod:impedance/gain phase analyzer,0.1,combined,95,0,101,1,pure,10.1021/je400149j,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1160,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
epsilon_observations_v11plus:1161,epsilon_observations_v11plus,epsilon,dielectric_constant,XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,O,287.15,82.02,1,Liquid,OTHER::sMethod:impedance/gain phase analyzer,0.1,combined,95,0,101,1,pure,10.1021/je400149j,primary_thermoml_measurement,data/processed/dielectric_observations_v11plus.csv,1161,159b928f800a55969963da275ed05c30ce8a19cffc48353a9c490eec68a49af9,publishable_core,thermoml_open,true
